source_system,source_db,owner,table_name,table_comment,num_rows_stats,blocks,last_analyzed,tablespace_name,inferred_domain,table_role,include_status,exclude_reason
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_PROSETUPTASK,,0,0,2022-01-02 22:07:11,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_PSNOUTLAY,,0,0,2022-01-02 14:06:41,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_PSNOUTLAYQUERY,,0,0,2022-01-02 14:06:42,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_PSNOUTLAYQUERY_B,,0,0,2022-01-02 14:06:42,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_PSNOUTLAY_B,,0,0,2022-01-02 14:06:41,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_TAXRATE,,6,5,2023-03-17 22:06:57,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_TAXRATE_B,,5,28,2022-01-02 14:06:55,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_TECHPLAN,,0,0,2022-01-02 14:06:42,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_THESIS,,0,0,2022-01-02 14:06:42,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_TOPICLEVEL,,0,0,2022-01-02 14:06:42,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_TOPICOUTLAY,,0,0,2022-01-02 14:06:42,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_TOPICPSN,,0,0,2022-01-02 14:06:42,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_TREATISE,,0,0,2022-01-02 14:06:42,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_USERPOWER,,0,0,2022-01-02 14:06:42,NNC_DATA01,用户账号,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_ZASSIGN,,0,0,2022-01-02 14:06:42,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_ZASSIGN_B,,0,0,2022-01-02 14:06:42,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_ZASSIGN_DB,,0,0,2022-01-02 14:06:42,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJBATCHCHARGE,,0,0,2022-01-02 14:06:32,NNC_DATA01,供应商/物资,fact_or_business,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJCANCEL,,0,0,2022-01-02 14:06:32,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJCHARGE,,0,0,2022-01-02 14:06:32,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJMANAGE,,0,0,2022-01-02 14:06:32,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJPURCHASE,,0,0,2022-01-02 14:06:32,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJPURCHASE_B,,0,0,2022-01-02 14:06:32,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJTOOK,,0,0,2022-01-02 14:06:32,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJTRANS,,0,0,2022-01-02 14:06:32,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJTRANS_B,,0,0,2022-01-02 14:06:32,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJTYPE,,0,0,2022-01-02 14:06:32,NNC_DATA01,字典/编码,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJUSEDDATALOAD,,0,0,2022-01-02 14:06:32,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJUSEDDATALOAD_B,,0,0,2022-01-02 14:06:32,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPJ_PJUSEDDATAMATCHING,,0,0,2022-01-02 14:06:32,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_JXAIMS,,0,0,2022-01-02 22:06:51,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_JXAIMSTYPE,,0,28,2024-12-02 22:21:41,NNC_DATA01,字典/编码,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_PJAPPL,,972,88,2026-06-30 22:48:58,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_PJAPPL_B,,973,28,2026-03-24 22:18:11,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_PROACHEVEVO,,1,28,2025-12-03 23:05:49,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_PROCLOSE1BVO,,0,0,2022-01-02 22:06:51,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_PROCLOSEACHBVO,,0,0,2022-01-02 22:06:51,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_PROCLOSEEXEBVO,,0,0,2022-01-02 22:06:51,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_PROCLOSEFUNBVO,,0,0,2022-01-02 22:06:51,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_PROCLOSEHVO,,0,0,2022-01-02 22:06:51,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_PROUPDATEBVO,,82,28,2025-03-31 22:40:53,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPPL_PROUPDATEHVO,,83,28,2026-06-30 22:48:52,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPTM_PLAN_B,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPTM_PLAN_B_HISTORY,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPYC_YCBIZLOG,,189,28,2025-05-10 14:15:46,NNC_DATA01,其他,excluded,excluded,日志/临时/备份/测试类表，第一版不纳入治理主清单
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPYC_YCLOG,,0,0,2022-10-31 22:00:11,NNC_DATA01,其他,excluded,excluded,日志/临时/备份/测试类表，第一版不纳入治理主清单
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_BUDGET_AMOUNT,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_BUDGET_CORPPERIOD,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_BUDGET_CORPYEAR,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_BUDGET_DEPTPERIOD,,0,0,2022-01-02 10:06:50,NNC_DATA01,科室/组织,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_BUDGET_DEPTYEAR,,0,0,2022-01-02 10:06:50,NNC_DATA01,科室/组织,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_BUDGET_ITEM,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_BUDGET_ITEM_B,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_BUDGET_POWER,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_BUDGET_REG,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_DEPTBUDGET,,0,0,2022-01-02 10:06:50,NNC_DATA01,科室/组织,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_DIMENSION,,1,5,2024-10-31 22:35:23,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_DIMENSIONDEF,,0,0,2022-01-02 10:06:50,NNC_DATA01,字典/编码,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_DIMENSIONINFO,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_FKXYNO,,1,28,2026-04-01 22:18:21,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_IOMODEL,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_ITEMPOWER,,0,0,2022-01-02 14:09:56,NNC_DATA01,人员,excluded,excluded,日志/临时/备份/测试类表，第一版不纳入治理主清单
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_MID_SCS,,0,0,2024-09-13 22:11:27,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_MID_WLINFO,,1,28,2025-08-12 22:17:47,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_MID_WLPRICE,,41,28,2024-09-14 10:13:15,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_ORGBUDGET,,0,0,2022-01-02 14:09:56,NNC_DATA01,科室/组织,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_ORGBUDGET_POWER,,0,0,2022-01-02 10:06:50,NNC_DATA01,科室/组织,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_ORGBUDGET_SUB,,0,0,2022-01-02 14:09:56,NNC_DATA01,科室/组织,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_POSTBUDGET,,0,0,2022-01-02 10:06:50,NNC_DATA01,岗位/职务,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_RATIOMODEL,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_RATIOMODELINFO,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_RESEARCH,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_RESEARCHINFO,,0,0,2022-01-02 10:06:51,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_RESEARCHITEM,,16,5,2023-03-17 22:06:52,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_TOTALMODEL,,0,0,2022-01-02 10:06:51,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_YEAR,,0,0,2022-01-02 10:06:51,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRRP_BUDGETDIMENSION,,0,0,2022-01-02 14:06:46,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRRP_BUDGETDIMENSIONB,,0,0,2022-01-02 14:06:46,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRRP_DIMENSIONDEF,,0,0,2022-01-02 14:06:46,NNC_DATA01,字典/编码,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRRP_DIMENSIONDOC,,0,0,2022-01-02 14:06:46,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRRP_PSNBUDGET,,0,0,2022-01-02 14:06:46,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRRP_PSNBUDGET_B,,0,0,2022-01-02 14:06:46,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRSS_PROFILE,,0,0,2022-01-02 14:06:26,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRSS_PSNMAP,,0,0,2022-01-02 14:06:26,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRSS_RM_USER,,0,0,2022-01-02 14:06:26,NNC_DATA01,用户账号,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRSS_SETALTER,,0,0,2022-01-02 14:06:30,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRSS_SETS,,6,5,2022-01-02 14:06:52,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRTATM_PLAN_H,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRTATM_PLAN_H_HISTORY,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRTA_MANUALATTEND_B,,0,0,2022-01-02 14:06:48,NNC_DATA01,薪酬/绩效/考勤,fact_or_business,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRTA_MANUALATTEND_H,,0,0,2022-01-02 14:06:48,NNC_DATA01,薪酬/绩效/考勤,fact_or_business,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRTA_RESULTBVO,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRTA_SANDP,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRTA_SANDP_B,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRTA_SHIFTEXCHANGE_B,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRTA_SHIFTEXCHANGE_H,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRWA_HRHAITEMNUM,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRWA_ITEMNUMBER,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRWA_PERPITEMCAL,,0,0,2022-01-02 14:06:48,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_ACTIONSTAT,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_ATTACHMENT,,0,0,2022-01-02 14:10:00,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_BILL_REF,,0,0,2022-01-02 10:06:52,NNC_DATA01,财务,fact_or_business,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_CINDEX,,0,0,2022-01-02 14:09:56,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_CINDEX_GRADE,,0,0,2022-01-02 14:09:56,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_CINDEX_TYPE,,0,0,2022-01-02 14:09:56,NNC_DATA01,字典/编码,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_CODERULE,,0,0,2022-01-02 10:06:50,NNC_DATA01,字典/编码,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_CPPE_GRADE,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_CPPE_RULE,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_CTFFILE,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_CTFFLOWNUMBER,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_CTFKIND,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_CTFTYPE,,4,5,2023-03-17 22:06:51,NNC_DATA01,字典/编码,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_DATAINTFACE_B,,12379,214,2026-04-02 22:34:02,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_DATAIOCONFIG,,11,5,2023-03-22 22:02:52,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_DATAIO_INTFACE,,1066,58,2026-04-02 22:34:01,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_DEFINEMAP,,8,32,2023-08-01 22:02:25,NNC_DATA01,财务,fact_or_business,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_DUAL,,1,5,2022-01-02 14:08:03,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_FREEFLD,,6,5,2023-03-27 22:02:53,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_FTE,,0,0,2022-01-02 14:09:57,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_FTE_RULE,,0,0,2022-01-02 14:09:57,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_GLOBALCOUNTRY,,1,5,2023-03-23 22:03:30,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_IFSETTOP,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_IMPL,,7,5,2024-03-29 22:22:31,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_IMPL_SET,,7,5,2024-03-29 22:22:31,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_INDI_CPPE,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_INDI_GRADE,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_INDI_TYPE,,0,0,2022-01-02 10:06:50,NNC_DATA01,字典/编码,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_INFOITEM_MAP,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_INFOSET,,115,32,2023-11-30 22:01:50,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_INFOSET_ITEM,,2629,128,2023-11-30 22:01:51,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_INFOSET_MAP,,0,0,2022-01-02 10:06:50,NNC_DATA01,其他,empty_or_unanalyzed,candidate,统计行数为 0，需确认是否为配置空表
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_INFOSET_SORT,,19,5,2023-03-17 22:06:51,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_ITF,,11,5,2023-03-17 22:06:51,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_PFTEMPTABLE,,0,0,2022-01-02 10:06:50,NNC_DATA01,人员,excluded,excluded,日志/临时/备份/测试类表，第一版不纳入治理主清单
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_PSNCLINFOSET,,581,43,2023-05-15 22:01:13,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_PSNCLRULE,,19,32,2024-08-28 22:25:24,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_PSNGROUP,,0,0,2022-01-02 10:06:51,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_PSNGROUP_PSN,,0,0,2022-01-02 10:06:51,NNC_DATA01,人员,dimension,included,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_RELATION_DEPT,,321,32,2026-03-19 22:29:38,NNC_DATA01,科室/组织,dimension,included,
