source_system,source_db,owner,table_name,table_comment,num_rows_stats,blocks,last_analyzed,tablespace_name,inferred_domain,table_role,include_status,exclude_reason,column_count_in_current_file,has_primary_key,has_nonunique_index,cleanup_decision,cleanup_reason
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWC41W3U,,35,28,2024-02-01 22:07:59,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWCY64PN,,35,28,2024-01-10 22:13:06,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWFKZ3FL,,35,28,2024-01-10 22:11:14,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWGHM9WR,,35,28,2024-01-10 22:10:54,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWJERINB,,2,28,2024-02-01 22:14:01,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWKAJ5S1,,35,28,2024-01-10 22:11:09,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWLUVIN2,,35,28,2024-01-10 22:08:40,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWNDI2O8,,35,28,2024-01-10 22:14:12,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWOA8WFP,,28,28,2024-02-01 22:12:26,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWUC00O6,,8,28,2024-02-01 22:04:19,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWWDHZ5J,,35,28,2024-01-10 22:13:38,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWWPPQ7R,,35,28,2024-01-10 22:13:56,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UWYGURJG,,35,28,2024-01-10 22:07:30,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UX4TJ89N,,29,28,2024-01-10 22:22:37,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UX5LHZLP,,35,28,2024-01-10 22:14:09,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UX5MA30F,,35,28,2024-01-10 22:22:24,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UX66STOU,,28,28,2024-02-01 22:13:02,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UX7I1UTL,,35,28,2024-01-10 22:20:31,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UX89TE56,,21,28,2024-02-01 22:11:27,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UXDEKH3I,,28,28,2024-02-01 22:12:21,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UXFTZXST,,35,28,2024-01-10 22:13:50,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UXH091KY,,35,28,2024-01-10 22:17:33,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IUFO_MEASURE_DATA_UXH4MIIG,,35,28,2024-01-10 22:15:20,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,19,true,false,review_candidate,
