owner,table_name,constraint_name,constraint_type,column_name,ref_owner,ref_table_name,ref_column_name
HRPSEY656,IFAC_MEMBERDEPOSIT,SYS_C0015125,C,PK_DEPOSITRECEIPT,,,
HRPSEY656,IFAC_MEMBERJOURNAL,PK_C_MEMBERJOURNAL,P,PK_MEMBERJOURNAL,,,
HRPSEY656,IFAC_MEMBERJOURNAL,SYS_C0015126,C,PK_MEMBERJOURNAL,,,
HRPSEY656,IFAC_NOTICEDEPOSITAPPLY,PK_ICEDEPOSITAPPLY,P,PK_NOTICEDEPOSITAPPLY,,,
HRPSEY656,IFAC_NOTICEDEPOSITAPPLY,SYS_C0015127,C,PK_NOTICEDEPOSITAPPLY,,,
HRPSEY656,IFAC_NOTICEDEPOSITPROCESS,PK_EDEPOSITPROCESS,P,PK_DEPOSIT,,,
HRPSEY656,IFAC_NOTICEDEPOSITPROCESS,SYS_C0015128,C,PK_DEPOSIT,,,
HRPSEY656,IFAC_NOTICEDEPOSITRECEIPT,PK_EDEPOSITRECEIPT,P,PK_NOTICEDEPOSITRECEIPT,,,
HRPSEY656,IFAC_NOTICEDEPOSITRECEIPT,SYS_C0015129,C,PK_NOTICEDEPOSITRECEIPT,,,
HRPSEY656,IFAC_NOTICEDEPOSTOPENING,PK_CEDEPOSTOPENING,P,PK_NOTICEDEPOSTOPENING,,,
HRPSEY656,IFAC_NOTICEDEPOSTOPENING,SYS_C0015130,C,PK_NOTICEDEPOSTOPENING,,,
HRPSEY656,IFAC_NOTICEREDEPOSIT,PK_NOTICEREDEPOSIT,P,PK_NOTICEREDEPOSIT,,,
HRPSEY656,IFAC_NOTICEREDEPOSIT,SYS_C0015131,C,PK_NOTICEREDEPOSIT,,,
HRPSEY656,IFAC_NOTICEREDEPOSITRCPT,PK_CEREDEPOSITRCPT,P,PK_NOTICEREDEPOSITRCPT,,,
HRPSEY656,IFAC_NOTICEREDEPOSITRCPT,SYS_C0015132,C,PK_NOTICEREDEPOSITRCPT,,,
HRPSEY656,IFAC_NOTICEWITHDRAW,PK__NOTICEWITHDRAW,P,PK_NOTICEWITHDRAW,,,
HRPSEY656,IFAC_NOTICEWITHDRAW,SYS_C0015133,C,PK_NOTICEWITHDRAW,,,
HRPSEY656,IFAC_NOTICEWITHDRAWAPPLY,PK_CEWITHDRAWAPPLY,P,PK_NWITHDRAWAPPLY,,,
HRPSEY656,IFAC_NOTICEWITHDRAWAPPLY,SYS_C0015134,C,PK_NWITHDRAWAPPLY,,,
HRPSEY656,IFAC_NOTICEWITHDRAWRCPT,PK_ICEWITHDRAWRCPT,P,PK_NOTICEWITHDRAWRCPT,,,
HRPSEY656,IFAC_NOTICEWITHDRAWRCPT,SYS_C0015135,C,PK_NOTICEWITHDRAWRCPT,,,
HRPSEY656,IM_CHATGROUP,PK_IM_CHATGROUP,P,ID,,,
HRPSEY656,IM_CHATGROUP,SYS_C0012608,C,ID,,,
HRPSEY656,IM_COMMON_CONTACT,PK_IM_COMMON_CONTACT,P,ID,,,
HRPSEY656,IM_COMMON_CONTACT,SYS_C0012609,C,ID,,,
HRPSEY656,IM_GROUP_IMAGE,PK_IM_GROUP_IMAGE,P,ID,,,
HRPSEY656,IM_GROUP_IMAGE,SYS_C0012610,C,ID,,,
HRPSEY656,IM_MESSAGE_SYSTEM,PK_IM_MESSAGE_SYSTEM,P,ID,,,
HRPSEY656,IM_MESSAGE_SYSTEM,SYS_C0012611,C,ID,,,
HRPSEY656,IM_PRODUCT_VERSION,PK_IM_PRODUCT_VERSION,P,ID,,,
HRPSEY656,IM_PRODUCT_VERSION,SYS_C0012612,C,ID,,,
HRPSEY656,IM_SESSION,PK_IM_SESSION,P,ID,,,
HRPSEY656,IM_SESSION,SYS_C0012613,C,ID,,,
HRPSEY656,IM_SYSTEM,PK_IM_SYSTEM,P,ID,,,
HRPSEY656,IM_SYSTEM,SYS_C0012614,C,ID,,,
HRPSEY656,IM_USER,PK_IM_USER,P,ID,,,
HRPSEY656,IM_USER,SYS_C0012615,C,ID,,,
HRPSEY656,IM_USER_BAK,SYS_C0021297,C,ID,,,
HRPSEY656,IM_USER_CHATGROUP,PK_IM_USER_CHATGROUP,P,ID,,,
HRPSEY656,IM_USER_CHATGROUP,SYS_C0012616,C,ID,,,
HRPSEY656,INVP_BALANCE,PK_INVP_BALANCE,P,PK_BALANCE,,,
HRPSEY656,INVP_BALANCE,SYS_C0016181,C,PK_BALANCE,,,
HRPSEY656,INVP_BALANCERULE,PK_NVP_BALANCERULE,P,PK_BALANCERULE,,,
HRPSEY656,INVP_BALANCERULE,SYS_C0016183,C,BMDAPPLY,,,
HRPSEY656,INVP_BALANCERULE,SYS_C0016184,C,BMMPLAN,,,
HRPSEY656,INVP_BALANCERULE,SYS_C0016185,C,BPO,,,
HRPSEY656,INVP_BALANCERULE,SYS_C0016186,C,BPR,,,
HRPSEY656,INVP_BALANCERULE,SYS_C0016187,C,BREQIN,,,
HRPSEY656,INVP_BALANCERULE,SYS_C0016188,C,BREQOUT,,,
HRPSEY656,INVP_BALANCERULE,SYS_C0016189,C,BSAFESTOCK,,,
HRPSEY656,INVP_BALANCERULE,SYS_C0016190,C,BWORKORDER,,,
HRPSEY656,INVP_BALANCERULE,SYS_C0016191,C,PK_BALANCERULE,,,
HRPSEY656,INVP_BALANCERULE_B,PK_P_BALANCERULE_B,P,PK_BALANCERULE_B,,,
HRPSEY656,INVP_BALANCERULE_B,SYS_C0016192,C,PK_BALANCERULE,,,
HRPSEY656,INVP_BALANCERULE_B,SYS_C0016193,C,PK_BALANCERULE_B,,,
HRPSEY656,INVP_BALANCE_RESULT,PK__BALANCE_RESULT,P,PK_BALANCE_RESULT,,,
HRPSEY656,INVP_BALANCE_RESULT,SYS_C0016182,C,PK_BALANCE_RESULT,,,
HRPSEY656,INVP_CALC,PK_INVP_CALC,P,PK_MATERIAL,,,
HRPSEY656,INVP_CALC,PK_INVP_CALC,P,PK_PLANBATCH,,,
HRPSEY656,INVP_CALC,SYS_C0016194,C,PK_MATERIAL,,,
HRPSEY656,INVP_CALC,SYS_C0016195,C,PK_PLANBATCH,,,
HRPSEY656,INVP_FORECAST,PK_INVP_FORECAST,P,PK_FORECAST,,,
HRPSEY656,INVP_FORECAST,SYS_C0016196,C,PK_FORECAST,,,
HRPSEY656,INVP_FORECAST_B,PK_INVP_FORECAST_B,P,PK_FORECAST_B,,,
HRPSEY656,INVP_FORECAST_B,SYS_C0016197,C,PK_FORECAST_B,,,
HRPSEY656,INVP_GATHERRULE,PK_INVP_GATHERRULE,P,PK_GATHERRULE,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016198,C,BDEF,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016199,C,BDEMANDDATE,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016200,C,BDEPT,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016201,C,BMATERIAL,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016202,C,BPRODUCTOR,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016203,C,BPROJECT,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016204,C,BPROPOSER,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016205,C,BSTOCKORG,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016206,C,BSTORAGE,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016207,C,BUNCOMBINE,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016208,C,BVBILLCODE,,,
HRPSEY656,INVP_GATHERRULE,SYS_C0016209,C,PK_GATHERRULE,,,
HRPSEY656,INVP_LOG,PK_INVP_LOG,P,PK_LOG,,,
HRPSEY656,INVP_LOG,SYS_C0016210,C,PK_LOG,,,
HRPSEY656,INVP_LOG_B,PK_INVP_LOG_B,P,PK_LOG_B,,,
HRPSEY656,INVP_LOG_B,SYS_C0016211,C,PK_LOG,,,
HRPSEY656,INVP_LOG_B,SYS_C0016212,C,PK_LOG_B,,,
HRPSEY656,INVP_MATERIAL,PK_INVP_MATERIAL,P,CMATERIALOID,,,
HRPSEY656,INVP_MATERIAL,PK_INVP_MATERIAL,P,PK_PLANBATCH,,,
HRPSEY656,INVP_MATERIAL,SYS_C0016213,C,CMATERIALOID,,,
HRPSEY656,INVP_MATERIAL,SYS_C0016214,C,PK_PLANBATCH,,,
HRPSEY656,INVP_PARAM001,PK_INVP_PARAM001,P,PK_INVP001,,,
HRPSEY656,INVP_PARAM001,SYS_C0016215,C,PK_INVP001,,,
HRPSEY656,INVP_PARAM002,PK_INVP_PARAM002,P,PK_INVP002,,,
HRPSEY656,INVP_PARAM002,SYS_C0016216,C,PK_INVP002,,,
HRPSEY656,INVP_PLAN,PK_INVP_PLAN,P,PK_PLAN,,,
HRPSEY656,INVP_PLAN,SYS_C0016217,C,PK_PLAN,,,
HRPSEY656,INVP_PLAN_B,PK_INVP_PLAN_B,P,PK_PLAN_B,,,
HRPSEY656,INVP_PLAN_B,SYS_C0016218,C,PK_PLAN_B,,,
HRPSEY656,INVP_PO,PK_INVP_PO,P,PK_PO,,,
HRPSEY656,INVP_PO,SYS_C0016219,C,PK_PO,,,
HRPSEY656,INVP_REQFLOW,PK_INVP_REQFLOW,P,PK_REQFLOW,,,
HRPSEY656,INVP_REQFLOW,SYS_C0022454,C,PK_REQFLOW,,,
HRPSEY656,INVP_REQUIRE,PK_INVP_REQUIRE,P,PK_REQUIRE,,,
HRPSEY656,INVP_REQUIRE,SYS_C0016220,C,PK_REQUIRE,,,
HRPSEY656,INVP_SCHEME,PK_INVP_SCHEME,P,PK_SCHEME,,,
HRPSEY656,INVP_SCHEME,SYS_C0016221,C,PK_SCHEME,,,
HRPSEY656,INVP_SCHEME_INV,PK_INVP_SCHEME_INV,P,PK_SCHEME_INV,,,
HRPSEY656,INVP_SCHEME_INV,SYS_C0016222,C,PK_SCHEME_INV,,,
HRPSEY656,INVP_SCHEME_ORG,PK_INVP_SCHEME_ORG,P,PK_SCHEME_ORG,,,
HRPSEY656,INVP_SCHEME_ORG,SYS_C0016223,C,PK_SCHEME_ORG,,,
HRPSEY656,INVP_SUPPLY,PK_INVP_SUPPLY,P,PK_SUPPLY,,,
HRPSEY656,INVP_SUPPLY,SYS_C0016224,C,PK_SUPPLY,,,
HRPSEY656,ITF_USER,PK_ITF_USER,P,CUSERID,,,
HRPSEY656,ITF_USER,SYS_C0010459,C,ABLEDATE,,,
HRPSEY656,ITF_USER,SYS_C0010460,C,CUSERID,,,
HRPSEY656,ITF_USER,SYS_C0010461,C,USER_CODE,,,
HRPSEY656,ITF_USER,SYS_C0010462,C,USER_CODE_Q,,,
HRPSEY656,ITF_USER,SYS_C0010463,C,USER_NAME,,,
HRPSEY656,IUFO_ACCITEM_MAP,PK_UFO_ACCITEM_MAP,P,PK_MAP,,,
HRPSEY656,IUFO_ACCITEM_MAP,SYS_C0014162,C,PK_MAP,,,
HRPSEY656,IUFO_ACCOUNT_SET,PK_UFO_ACCOUNT_SET,P,PK_ACCOUNTSET,,,
HRPSEY656,IUFO_ACCOUNT_SET,SYS_C0013227,C,PK_ACCOUNTSET,,,
HRPSEY656,IUFO_ACTIONTYPE,PK_IUFO_ACTTYPE,P,PK_ACTIONTYPE,,,
HRPSEY656,IUFO_ACTIONTYPE,SYS_C0013228,C,CODE,,,
HRPSEY656,IUFO_ACTIONTYPE,SYS_C0013229,C,NAME,,,
HRPSEY656,IUFO_ACTIONTYPE,SYS_C0013230,C,PK_ACTIONTYPE,,,
HRPSEY656,IUFO_ACTIONTYPE,SYS_C0013231,C,PLUGINNAME,,,
HRPSEY656,IUFO_ADJUSTSCHEME,PK_FO_ADJUSTSCHEME,P,PK_ADJUSTSCHEME,,,
HRPSEY656,IUFO_ADJUSTSCHEME,SYS_C0013511,C,PK_ADJUSTSCHEME,,,
HRPSEY656,IUFO_ADJUST_DXRELA,PK_O_ADJUST_DXRELA,P,PK_ADJUST_DXRELA,,,
HRPSEY656,IUFO_ADJUST_DXRELA,SYS_C0013509,C,PK_ADJUST_DXRELA,,,
HRPSEY656,IUFO_ADJUST_SORT,PK_UFO_ADJUST_SORT,P,PK_ADJUST_SORT,,,
HRPSEY656,IUFO_ADJUST_SORT,SYS_C0013510,C,PK_ADJUST_SORT,,,
HRPSEY656,IUFO_ANAREP,PK_IUFO_ANAREP,P,ID,,,
HRPSEY656,IUFO_ANAREP,SYS_C0023844,C,ID,,,
HRPSEY656,IUFO_ANAREP_DIR,PK_ANAREP_DIR,P,PK_DIR,,,
HRPSEY656,IUFO_ANAREP_DIR,SYS_C0013232,C,PK_DIR,,,
HRPSEY656,IUFO_APPROVEFLOW,PK_UFO_APPROVEFLOW,P,PK_FLOW,,,
HRPSEY656,IUFO_APPROVEFLOW,SYS_C0023845,C,PK_FLOW,,,
HRPSEY656,IUFO_APPROVESET,PK_IUFO_APPROVESET,P,PK_APPROVESET,,,
HRPSEY656,IUFO_APPROVESET,SYS_C0013233,C,PK_APPROVESET,,,
HRPSEY656,IUFO_ATTR_MAP,PK_IUFO_ATTR_MAP,P,PK_MAP,,,
HRPSEY656,IUFO_ATTR_MAP,SYS_C0014163,C,PK_MAP,,,
HRPSEY656,IUFO_BALCOND,PK_IUFO_BALCOND,P,PK_BALANCECOND,,,
HRPSEY656,IUFO_BALCOND,SYS_C0013234,C,PK_BALANCECOND,,,
HRPSEY656,IUFO_BATCHRULE,PK_IUFO_BATRULE,P,PK_BATCHRULE,,,
HRPSEY656,IUFO_BATCHRULE,SYS_C0023846,C,NAME,,,
HRPSEY656,IUFO_BATCHRULE,SYS_C0023847,C,PK_BATCHRULE,,,
HRPSEY656,IUFO_BATCHRULE,SYS_C0023848,C,PK_BATCHRULESORT,,,
HRPSEY656,IUFO_BATCHRULE,SYS_C0023849,C,PK_GROUP,,,
HRPSEY656,IUFO_BATCHRULE,SYS_C0023850,C,PK_KEYGROUP,,,
HRPSEY656,IUFO_BATCHRULE,SYS_C0023851,C,PK_ORG,,,
HRPSEY656,IUFO_BATCHRULE,SYS_C0023852,C,RULECONTENT,,,
HRPSEY656,IUFO_BATCHRULESORT,PK_IUFO_BATSORT,P,PK_BATCHRULESORT,,,
HRPSEY656,IUFO_BATCHRULESORT,SYS_C0013235,C,NAME,,,
HRPSEY656,IUFO_BATCHRULESORT,SYS_C0013236,C,PK_BATCHRULESORT,,,
HRPSEY656,IUFO_BATCHRULESORT,SYS_C0013237,C,PK_ORG,,,
HRPSEY656,IUFO_CHECKRESULT,PK_IUFO_CHKRESULT,P,PK_CHECKRESULT,,,
HRPSEY656,IUFO_CHECKRESULT,SYS_C0013246,C,ALONEID,,,
HRPSEY656,IUFO_CHECKRESULT,SYS_C0013247,C,PK_CHECKRESULT,,,
HRPSEY656,IUFO_CHECKRESULT_NOTE,SYS_C0023853,C,CHECKSTATE,,,
HRPSEY656,IUFO_CHECKRESULT_NOTE,SYS_C0023854,C,FORMULA_ID,,,
HRPSEY656,IUFO_CHECKRESULT_NOTE,SYS_C0023855,C,PK_CHECKRESULT,,,
HRPSEY656,IUFO_CHECKRESULT_NOTE,SYS_C0023856,C,POSITION,,,
HRPSEY656,IUFO_CHECK_DIR,PK_IUFO_CHECK_DIR,P,PK_CHECK_DIR,,,
HRPSEY656,IUFO_CHECK_DIR,SYS_C0013238,C,NAME,,,
HRPSEY656,IUFO_CHECK_DIR,SYS_C0013239,C,PK_CHECK_DIR,,,
HRPSEY656,IUFO_CHECK_FORMULA,PK_O_CHECK_FORMULA,P,PK_CHECK_FORMULA,,,
HRPSEY656,IUFO_CHECK_FORMULA,SYS_C0013240,C,FORMULA,,,
HRPSEY656,IUFO_CHECK_FORMULA,SYS_C0013241,C,NAME,,,
HRPSEY656,IUFO_CHECK_FORMULA,SYS_C0013242,C,PK_CHECK_FORMULA,,,
HRPSEY656,IUFO_CHECK_FORMULA,SYS_C0013243,C,PK_CHECK_SCHEMA,,,
HRPSEY656,IUFO_CHECK_SCHEMA,PK_FO_CHECK_SCHEMA,P,PK_CHECK_SCHEMA,,,
HRPSEY656,IUFO_CHECK_SCHEMA,SYS_C0013244,C,ID,,,
HRPSEY656,IUFO_CHECK_SCHEMA,SYS_C0013245,C,PK_CHECK_SCHEMA,,,
HRPSEY656,IUFO_COMMITSUBSCRIBE,PK_COMMITSUBSCRIBE,P,PK_COMMITSUB,,,
HRPSEY656,IUFO_COMMITSUBSCRIBE,SYS_C0023857,C,PK_COMMITSUB,,,
HRPSEY656,IUFO_COMMITSUBSCRIBESORT,PK_ITSUBSCRIBESORT,P,PK_COMMITSUBSSORT,,,
HRPSEY656,IUFO_COMMITSUBSCRIBESORT,SYS_C0013248,C,PK_COMMITSUBSSORT,,,
HRPSEY656,IUFO_COMVOUCH_BODY,PK_O_COMVOUCH_BODY,P,PK_DETAIL,,,
HRPSEY656,IUFO_COMVOUCH_BODY,SYS_C0013512,C,PK_DETAIL,,,
HRPSEY656,IUFO_COMVOUCH_HEAD,PK_O_COMVOUCH_HEAD,P,PK_COMVOUCH_HEAD,,,
HRPSEY656,IUFO_COMVOUCH_HEAD,SYS_C0013513,C,PK_COMVOUCH_HEAD,,,
HRPSEY656,IUFO_COMVOUCH_SORT,PK_O_COMVOUCH_SORT,P,PK_COMVOUCH_SORT,,,
HRPSEY656,IUFO_COMVOUCH_SORT,SYS_C0013514,C,PK_COMVOUCH_SORT,,,
HRPSEY656,IUFO_CONFIGLIST,PK_IUFO_CONFIGLIST,P,PK_CONFIGLIST,,,
HRPSEY656,IUFO_CONFIGLIST,SYS_C0023858,C,PK_CONFIGLIST,,,
HRPSEY656,IUFO_CONFIGLIST,SYS_C0023859,C,PK_TASK,,,
HRPSEY656,IUFO_CONFIGLIST,SYS_C0023860,C,PK_USER,,,
HRPSEY656,IUFO_DATASOURCE,PK_IUFO_DATASOURCE,P,PK_DATASOURCE,,,
HRPSEY656,IUFO_DATASOURCE,SYS_C0013249,C,PK_DATASOURCE,,,
HRPSEY656,IUFO_DATAVERSION,PK_UFO_DATAVERSION,P,PK_DATAVERSION,,,
HRPSEY656,IUFO_DATAVERSION,SYS_C0013250,C,PK_DATAVERSION,,,
HRPSEY656,IUFO_DATAVERSION,SYS_C0013251,C,PK_VERSIONNO,,,
HRPSEY656,IUFO_DATAVERSION,SYS_C0013252,C,VER_NAME,,,
HRPSEY656,IUFO_DATAVERSION,SYS_C0013253,C,VER_TYPE,,,
HRPSEY656,IUFO_DEFAULTSCHEME,PK_O_DEFAULTSCHEME,P,PK_DEFAULTSCHEME,,,
HRPSEY656,IUFO_DEFAULTSCHEME,SYS_C0013254,C,PK_DEFAULTSCHEME,,,
HRPSEY656,IUFO_DISTRI_DETAIL,PK_O_DISTRI_DETAIL,P,PK_DIS_DETAIL,,,
HRPSEY656,IUFO_DISTRI_DETAIL,SYS_C0013432,C,PK_DIS_DETAIL,,,
HRPSEY656,IUFO_DISTRI_LIST,PK_UFO_DISTRI_LIST,P,PK_DIS_LIST,,,
HRPSEY656,IUFO_DISTRI_LIST,SYS_C0013433,C,PK_DIS_LIST,,,
HRPSEY656,IUFO_DIS_ADJRELA,PK_FOC_DISADJRELA,P,SENDERID,,,
HRPSEY656,IUFO_DIS_ADJRELA,PK_FOC_DISADJRELA,P,RECEIVERID,,,
HRPSEY656,IUFO_DIS_ADJRELA,PK_FOC_DISADJRELA,P,PK_ITEM,,,
HRPSEY656,IUFO_DIS_ADJRELA,PK_FOC_DISADJRELA,P,PK_TASK,,,
HRPSEY656,IUFO_DIS_ADJRELA,SYS_C0013515,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_ADJRELA,SYS_C0013516,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_ADJRELA,SYS_C0013517,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_ADJRELA,SYS_C0013518,C,SENDERID,,,
HRPSEY656,IUFO_DIS_ADJRELA_V,SYS_C0013519,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_ADJRELA_V,SYS_C0013520,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_ADJRELA_V,SYS_C0013521,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_ADJRELA_V,SYS_C0013522,C,SENDERID,,,
HRPSEY656,IUFO_DIS_ADJSORT,PK_FOC_ADJSORT,P,SENDERID,,,
HRPSEY656,IUFO_DIS_ADJSORT,PK_FOC_ADJSORT,P,RECEIVERID,,,
HRPSEY656,IUFO_DIS_ADJSORT,PK_FOC_ADJSORT,P,PK_ITEM,,,
HRPSEY656,IUFO_DIS_ADJSORT,PK_FOC_ADJSORT,P,PK_TASK,,,
HRPSEY656,IUFO_DIS_ADJSORT,SYS_C0013523,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_ADJSORT,SYS_C0013524,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_ADJSORT,SYS_C0013525,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_ADJSORT,SYS_C0013526,C,SENDERID,,,
HRPSEY656,IUFO_DIS_ADJSORT_V,SYS_C0013527,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_ADJSORT_V,SYS_C0013528,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_ADJSORT_V,SYS_C0013529,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_ADJSORT_V,SYS_C0013530,C,SENDERID,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME,PK_FOC_ADJSCHEME,P,SENDERID,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME,PK_FOC_ADJSCHEME,P,RECEIVERID,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME,PK_FOC_ADJSCHEME,P,PK_ITEM,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME,PK_FOC_ADJSCHEME,P,PK_TASK,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME,SYS_C0013531,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME,SYS_C0013532,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME,SYS_C0013533,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME,SYS_C0013534,C,SENDERID,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME_V,SYS_C0013535,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME_V,SYS_C0013536,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME_V,SYS_C0013537,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_ADJUSTSCHEME_V,SYS_C0013538,C,SENDERID,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME,PK_FOC_DXSEME,P,SENDERID,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME,PK_FOC_DXSEME,P,RECEIVERID,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME,PK_FOC_DXSEME,P,PK_ITEM,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME,PK_FOC_DXSEME,P,PK_TASK,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME,SYS_C0013539,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME,SYS_C0013540,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME,SYS_C0013541,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME,SYS_C0013542,C,SENDERID,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME_V,SYS_C0013543,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME_V,SYS_C0013544,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME_V,SYS_C0013545,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_AGGDXSCHEME_V,SYS_C0013546,C,SENDERID,,,
HRPSEY656,IUFO_DIS_AVGRATE,PK_FOC_AVGRATE,P,SENDERID,,,
HRPSEY656,IUFO_DIS_AVGRATE,PK_FOC_AVGRATE,P,RECEIVERID,,,
HRPSEY656,IUFO_DIS_AVGRATE,PK_FOC_AVGRATE,P,PK_ITEM,,,
HRPSEY656,IUFO_DIS_AVGRATE,PK_FOC_AVGRATE,P,PK_TASK,,,
HRPSEY656,IUFO_DIS_AVGRATE,SYS_C0013547,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_AVGRATE,SYS_C0013548,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_AVGRATE,SYS_C0013549,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_AVGRATE,SYS_C0013550,C,SENDERID,,,
HRPSEY656,IUFO_DIS_AVGRATE_V,SYS_C0013551,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_AVGRATE_V,SYS_C0013552,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_AVGRATE_V,SYS_C0013553,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_AVGRATE_V,SYS_C0013554,C,SENDERID,,,
HRPSEY656,IUFO_DIS_BUSIPROP,PK_DIS_BUSIPROP,P,SENDERID,,,
HRPSEY656,IUFO_DIS_BUSIPROP,PK_DIS_BUSIPROP,P,RECEIVERID,,,
HRPSEY656,IUFO_DIS_BUSIPROP,PK_DIS_BUSIPROP,P,PK_ITEM,,,
HRPSEY656,IUFO_DIS_BUSIPROP,PK_DIS_BUSIPROP,P,PK_TASK,,,
HRPSEY656,IUFO_DIS_BUSIPROP,SYS_C0013255,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_BUSIPROP,SYS_C0013256,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_BUSIPROP,SYS_C0013257,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_BUSIPROP,SYS_C0013258,C,SENDERID,,,
HRPSEY656,IUFO_DIS_BUSIPROP_V,SYS_C0013259,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_BUSIPROP_V,SYS_C0013260,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_BUSIPROP_V,SYS_C0013261,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_BUSIPROP_V,SYS_C0013262,C,SENDERID,,,
HRPSEY656,IUFO_DIS_CHECK,PK_DIS_CHECK,P,SENDERID,,,
HRPSEY656,IUFO_DIS_CHECK,PK_DIS_CHECK,P,RECEIVERID,,,
HRPSEY656,IUFO_DIS_CHECK,PK_DIS_CHECK,P,PK_ITEM,,,
HRPSEY656,IUFO_DIS_CHECK,PK_DIS_CHECK,P,PK_TASK,,,
HRPSEY656,IUFO_DIS_CHECK,SYS_C0013263,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_CHECK,SYS_C0013264,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_CHECK,SYS_C0013265,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_CHECK,SYS_C0013266,C,SENDERID,,,
HRPSEY656,IUFO_DIS_CHECKDIR,PK_DIS_CHECKDIR,P,SENDERID,,,
HRPSEY656,IUFO_DIS_CHECKDIR,PK_DIS_CHECKDIR,P,RECEIVERID,,,
HRPSEY656,IUFO_DIS_CHECKDIR,PK_DIS_CHECKDIR,P,PK_ITEM,,,
HRPSEY656,IUFO_DIS_CHECKDIR,PK_DIS_CHECKDIR,P,PK_TASK,,,
HRPSEY656,IUFO_DIS_CHECKDIR,SYS_C0013271,C,PK_ITEM,,,
HRPSEY656,IUFO_DIS_CHECKDIR,SYS_C0013272,C,PK_TASK,,,
HRPSEY656,IUFO_DIS_CHECKDIR,SYS_C0013273,C,RECEIVERID,,,
HRPSEY656,IUFO_DIS_CHECKDIR,SYS_C0013274,C,SENDERID,,,
HRPSEY656,IUFO_DIS_CHECKDIR_V,SYS_C0013275,C,PK_ITEM,,,
