owner,table_name,constraint_name,constraint_type,column_name,ref_owner,ref_table_name,ref_column_name
HRPSEY656,IUFO_MEASURE_DATA_L2PK53QZ,PK_IUFO_MEASURE_DATA_L2PK53QZ,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2PK53QZ,SYS_C0094114,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2QCHWZE,PK_IUFO_MEASURE_DATA_L2QCHWZE,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2QCHWZE,SYS_C00108789,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2R82ZMP,PK_IUFO_MEASURE_DATA_L2R82ZMP,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2R82ZMP,SYS_C00111226,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2RLX06W,PK_IUFO_MEASURE_DATA_L2RLX06W,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2RLX06W,SYS_C00116177,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2S0280A,PK_IUFO_MEASURE_DATA_L2S0280A,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2S0280A,SYS_C0090280,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2S8CS1I,PK_IUFO_MEASURE_DATA_L2S8CS1I,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2S8CS1I,SYS_C00101295,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2UPL8MQ,PK_IUFO_MEASURE_DATA_L2UPL8MQ,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L2UPL8MQ,SYS_C00100391,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L30LIC3Q,PK_IUFO_MEASURE_DATA_L30LIC3Q,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L30LIC3Q,SYS_C0076220,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3529IID,PK_IUFO_MEASURE_DATA_L3529IID,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3529IID,SYS_C0077984,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L35VIKAU,PK_IUFO_MEASURE_DATA_L35VIKAU,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L35VIKAU,SYS_C00110143,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L36ZNS91,PK_IUFO_MEASURE_DATA_L36ZNS91,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L36ZNS91,SYS_C0078275,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L38FDE0D,PK_IUFO_MEASURE_DATA_L38FDE0D,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L38FDE0D,SYS_C00107145,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L38S62KU,PK_IUFO_MEASURE_DATA_L38S62KU,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L38S62KU,SYS_C00108103,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L39H18WS,PK_IUFO_MEASURE_DATA_L39H18WS,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L39H18WS,SYS_C00123720,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L39IZNO0,PK_IUFO_MEASURE_DATA_L39IZNO0,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L39IZNO0,SYS_C00115139,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3C5JI9X,PK_IUFO_MEASURE_DATA_L3C5JI9X,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3C5JI9X,SYS_C00102043,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3EB25I9,PK_IUFO_MEASURE_DATA_L3EB25I9,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3EB25I9,SYS_C00108877,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3EJPAVG,PK_IUFO_MEASURE_DATA_L3EJPAVG,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3EJPAVG,SYS_C0081724,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3HLQ20K,PK_IUFO_MEASURE_DATA_L3HLQ20K,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3HLQ20K,SYS_C0078902,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3HMTHJ0,PK_IUFO_MEASURE_DATA_L3HMTHJ0,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3HMTHJ0,SYS_C0081568,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3IH5DV0,PK_IUFO_MEASURE_DATA_L3IH5DV0,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3IH5DV0,SYS_C0073354,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3P0A2RY,PK_IUFO_MEASURE_DATA_L3P0A2RY,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3P0A2RY,SYS_C0097473,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3QUVCOL,PK_IUFO_MEASURE_DATA_L3QUVCOL,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3QUVCOL,SYS_C00101257,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3WDOW8H,PK_IUFO_MEASURE_DATA_L3WDOW8H,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3WDOW8H,SYS_C00103161,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3WSDSFQ,PK_IUFO_MEASURE_DATA_L3WSDSFQ,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3WSDSFQ,SYS_C0092670,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3XCS0HH,PK_IUFO_MEASURE_DATA_L3XCS0HH,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3XCS0HH,SYS_C00105293,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3YYL1CL,PK_IUFO_MEASURE_DATA_L3YYL1CL,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3YYL1CL,SYS_C00104501,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3ZXTEXX,PK_IUFO_MEASURE_DATA_L3ZXTEXX,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L3ZXTEXX,SYS_C0093816,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L41AF041,PK_IUFO_MEASURE_DATA_L41AF041,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L41AF041,SYS_C00123588,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L424BMJP,PK_IUFO_MEASURE_DATA_L424BMJP,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L424BMJP,SYS_C00104643,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L44T7DJY,PK_IUFO_MEASURE_DATA_L44T7DJY,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L44T7DJY,SYS_C0074122,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L47NHHNN,PK_IUFO_MEASURE_DATA_L47NHHNN,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L47NHHNN,SYS_C00126064,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L49DEMSD,PK_IUFO_MEASURE_DATA_L49DEMSD,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L49DEMSD,SYS_C00101663,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4A98U4C,PK_IUFO_MEASURE_DATA_L4A98U4C,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4A98U4C,SYS_C0084496,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4C9UHS5,PK_IUFO_MEASURE_DATA_L4C9UHS5,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4C9UHS5,SYS_C0085408,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4GPVAG8,PK_IUFO_MEASURE_DATA_L4GPVAG8,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4GPVAG8,SYS_C00125594,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4HBRJDN,PK_IUFO_MEASURE_DATA_L4HBRJDN,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4HBRJDN,SYS_C00120018,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4MXFXAO,PK_IUFO_MEASURE_DATA_L4MXFXAO,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4MXFXAO,SYS_C00100733,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4QN6SA5,PK_IUFO_MEASURE_DATA_L4QN6SA5,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4QN6SA5,SYS_C0097687,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4RCDMBU,PK_IUFO_MEASURE_DATA_L4RCDMBU,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4RCDMBU,SYS_C0078429,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4TN60VG,PK_IUFO_MEASURE_DATA_L4TN60VG,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4TN60VG,SYS_C00109323,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4Y3JGFD,PK_IUFO_MEASURE_DATA_L4Y3JGFD,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L4Y3JGFD,SYS_C00109495,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5087JZA,PK_IUFO_MEASURE_DATA_L5087JZA,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5087JZA,SYS_C00100759,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L50CD7Q7,PK_IUFO_MEASURE_DATA_L50CD7Q7,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L50CD7Q7,SYS_C0098477,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L50K47J7,PK_IUFO_MEASURE_DATA_L50K47J7,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L50K47J7,SYS_C00108179,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L517U7IN,PK_IUFO_MEASURE_DATA_L517U7IN,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L517U7IN,SYS_C00108045,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L524XKOG,PK_IUFO_MEASURE_DATA_L524XKOG,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L524XKOG,SYS_C0076314,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L53VX5EZ,PK_IUFO_MEASURE_DATA_L53VX5EZ,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L53VX5EZ,SYS_C0092310,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L573O6IY,PK_IUFO_MEASURE_DATA_L573O6IY,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L573O6IY,SYS_C0094824,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L581JI9W,PK_IUFO_MEASURE_DATA_L581JI9W,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L581JI9W,SYS_C00100467,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L59KVQ1T,PK_IUFO_MEASURE_DATA_L59KVQ1T,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L59KVQ1T,SYS_C00124032,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5A34IXL,PK_IUFO_MEASURE_DATA_L5A34IXL,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5A34IXL,SYS_C00109047,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5CBBKZ9,PK_IUFO_MEASURE_DATA_L5CBBKZ9,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5CBBKZ9,SYS_C00104987,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5KFKJGO,PK_IUFO_MEASURE_DATA_L5KFKJGO,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5KFKJGO,SYS_C0084160,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5NJF6D4,PK_IUFO_MEASURE_DATA_L5NJF6D4,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5NJF6D4,SYS_C0088242,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5NUD9EC,PK_IUFO_MEASURE_DATA_L5NUD9EC,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5NUD9EC,SYS_C0090144,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5PCV9CE,PK_IUFO_MEASURE_DATA_L5PCV9CE,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5PCV9CE,SYS_C00114687,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5SC4VID,PK_IUFO_MEASURE_DATA_L5SC4VID,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5SC4VID,SYS_C00122244,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5SIU84F,PK_IUFO_MEASURE_DATA_L5SIU84F,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5SIU84F,SYS_C0088684,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5SKZQKR,PK_IUFO_MEASURE_DATA_L5SKZQKR,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5SKZQKR,SYS_C0079996,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5VGNR4P,PK_IUFO_MEASURE_DATA_L5VGNR4P,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5VGNR4P,SYS_C0079090,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5ZKJC5Z,PK_IUFO_MEASURE_DATA_L5ZKJC5Z,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L5ZKJC5Z,SYS_C00120154,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L60PQ8K6,PK_IUFO_MEASURE_DATA_L60PQ8K6,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L60PQ8K6,SYS_C00102833,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L62ZP0TS,PK_IUFO_MEASURE_DATA_L62ZP0TS,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L62ZP0TS,SYS_C0099219,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L644ZP5B,PK_IUFO_MEASURE_DATA_L644ZP5B,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L644ZP5B,SYS_C00114367,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L678KRWZ,PK_IUFO_MEASURE_DATA_L678KRWZ,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L678KRWZ,SYS_C00103933,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L67DPEV1,PK_IUFO_MEASURE_DATA_L67DPEV1,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L67DPEV1,SYS_C00101415,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L69S2A3B,PK_IUFO_MEASURE_DATA_L69S2A3B,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L69S2A3B,SYS_C0074768,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6B2JCHQ,PK_IUFO_MEASURE_DATA_L6B2JCHQ,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6B2JCHQ,SYS_C00106569,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6BTVZGM,PK_IUFO_MEASURE_DATA_L6BTVZGM,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6BTVZGM,SYS_C00106797,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6BY6LK4,PK_IUFO_MEASURE_DATA_L6BY6LK4,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6BY6LK4,SYS_C0082994,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6KA7X8P,PK_IUFO_MEASURE_DATA_L6KA7X8P,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6KA7X8P,SYS_C00124902,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6KZUES4,PK_IUFO_MEASURE_DATA_L6KZUES4,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6KZUES4,SYS_C0080146,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6LDZ1IZ,PK_IUFO_MEASURE_DATA_L6LDZ1IZ,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6LDZ1IZ,SYS_C00105945,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6MDTPM5,PK_IUFO_MEASURE_DATA_L6MDTPM5,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6MDTPM5,SYS_C00120756,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6MS4ZN9,PK_IUFO_MEASURE_DATA_L6MS4ZN9,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6MS4ZN9,SYS_C0079232,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6N8QOCI,PK_IUFO_MEASURE_DATA_L6N8QOCI,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6N8QOCI,SYS_C00104459,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6PZGAQH,PK_IUFO_MEASURE_DATA_L6PZGAQH,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6PZGAQH,SYS_C0088002,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6ROM2H2,PK_IUFO_MEASURE_DATA_L6ROM2H2,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6ROM2H2,SYS_C0088122,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6SJ82MX,PK_IUFO_MEASURE_DATA_L6SJ82MX,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6SJ82MX,SYS_C0091738,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6TJO1ZA,PK_IUFO_MEASURE_DATA_L6TJO1ZA,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6TJO1ZA,SYS_C00102755,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6VW245H,PK_IUFO_MEASURE_DATA_L6VW245H,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6VW245H,SYS_C0079548,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6W7YTZ5,PK_IUFO_MEASURE_DATA_L6W7YTZ5,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L6W7YTZ5,SYS_C0074902,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L711PSBG,PK_IUFO_MEASURE_DATA_L711PSBG,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L711PSBG,SYS_C00113923,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L715Y19B,PK_IUFO_MEASURE_DATA_L715Y19B,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L715Y19B,SYS_C00107511,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L71YL78T,PK_IUFO_MEASURE_DATA_L71YL78T,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L71YL78T,SYS_C00116379,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7BGSQ02,PK_IUFO_MEASURE_DATA_L7BGSQ02,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7BGSQ02,SYS_C0094302,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7E59MXV,PK_IUFO_MEASURE_DATA_L7E59MXV,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7E59MXV,SYS_C0077684,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7GH79SV,PK_IUFO_MEASURE_DATA_L7GH79SV,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7GH79SV,SYS_C0084806,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7GRDEZU,PK_IUFO_MEASURE_DATA_L7GRDEZU,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7GRDEZU,SYS_C0088988,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7I0E7LG,PK_IUFO_MEASURE_DATA_L7I0E7LG,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7I0E7LG,SYS_C00113519,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7VVMKXV,PK_IUFO_MEASURE_DATA_L7VVMKXV,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7VVMKXV,SYS_C0096819,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7WITCKJ,PK_IUFO_MEASURE_DATA_L7WITCKJ,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7WITCKJ,SYS_C00109435,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7Y78VR6,PK_IUFO_MEASURE_DATA_L7Y78VR6,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L7Y78VR6,SYS_C00103953,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L84H6EXS,PK_IUFO_MEASURE_DATA_L84H6EXS,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L84H6EXS,SYS_C0088042,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L86FF27L,PK_IUFO_MEASURE_DATA_L86FF27L,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L86FF27L,SYS_C0092954,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L86I3CZA,PK_IUFO_MEASURE_DATA_L86I3CZA,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L86I3CZA,SYS_C00102275,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L86XE17S,PK_IUFO_MEASURE_DATA_L86XE17S,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L86XE17S,SYS_C0084026,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8AWYWZS,PK_IUFO_MEASURE_DATA_L8AWYWZS,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8AWYWZS,SYS_C00123746,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8BMQEAE,PK_IUFO_MEASURE_DATA_L8BMQEAE,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8BMQEAE,SYS_C00106215,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8GIUOL9,PK_IUFO_MEASURE_DATA_L8GIUOL9,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8GIUOL9,SYS_C00112827,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8HDTBB0,PK_IUFO_MEASURE_DATA_L8HDTBB0,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8HDTBB0,SYS_C0082410,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8IB71VC,PK_IUFO_MEASURE_DATA_L8IB71VC,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8IB71VC,SYS_C0084552,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8JHXXZR,PK_IUFO_MEASURE_DATA_L8JHXXZR,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8JHXXZR,SYS_C00121396,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8OMB6FQ,PK_IUFO_MEASURE_DATA_L8OMB6FQ,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8OMB6FQ,SYS_C0098611,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8OMJ8YK,PK_IUFO_MEASURE_DATA_L8OMJ8YK,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8OMJ8YK,SYS_C0079374,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8P1RT9Q,PK_IUFO_MEASURE_DATA_L8P1RT9Q,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8P1RT9Q,SYS_C0082030,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8P97X4E,PK_IUFO_MEASURE_DATA_L8P97X4E,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8P97X4E,SYS_C0080094,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8SURLPJ,PK_IUFO_MEASURE_DATA_L8SURLPJ,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8SURLPJ,SYS_C0076948,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8U954O1,PK_IUFO_MEASURE_DATA_L8U954O1,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8U954O1,SYS_C00123554,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8V72CEC,PK_IUFO_MEASURE_DATA_L8V72CEC,P,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8V72CEC,SYS_C00115637,C,ALONE_ID,,,
HRPSEY656,IUFO_MEASURE_DATA_L8WWCNZG,PK_IUFO_MEASURE_DATA_L8WWCNZG,P,ALONE_ID,,,
