owner,table_name,index_name,uniqueness,column_name,column_position
HRPSEY656,IUFO_MEASURE_DATA_55J1H6LI,PK_IUFO_MEASURE_DATA_55J1H6LI,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55JXKBDC,PK_IUFO_MEASURE_DATA_55JXKBDC,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55KX3VMV,PK_IUFO_MEASURE_DATA_55KX3VMV,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55N1U8J2,PK_IUFO_MEASURE_DATA_55N1U8J2,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55NFC82K,PK_IUFO_MEASURE_DATA_55NFC82K,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55PK45EZ,PK_IUFO_MEASURE_DATA_55PK45EZ,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55Q6V3SH,PK_IUFO_MEASURE_DATA_55Q6V3SH,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55QOQB8L,PK_IUFO_MEASURE_DATA_55QOQB8L,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55RJ0A8F,PK_IUFO_MEASURE_DATA_55RJ0A8F,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55T6991R,PK_IUFO_MEASURE_DATA_55T6991R,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55U95S6A,PK_IUFO_MEASURE_DATA_55U95S6A,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55V48B3F,PK_IUFO_MEASURE_DATA_55V48B3F,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_55ZSMH4Q,PK_IUFO_MEASURE_DATA_55ZSMH4Q,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_560A9HMQ,PK_IUFO_MEASURE_DATA_560A9HMQ,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_561ICC09,PK_IUFO_MEASURE_DATA_561ICC09,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_562DU9II,PK_IUFO_MEASURE_DATA_562DU9II,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_562Y95JL,PK_IUFO_MEASURE_DATA_562Y95JL,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_564SVZMX,PK_IUFO_MEASURE_DATA_564SVZMX,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_564TMOZK,PK_IUFO_MEASURE_DATA_564TMOZK,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_566VQKVM,PK_IUFO_MEASURE_DATA_566VQKVM,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56A7Q48B,PK_IUFO_MEASURE_DATA_56A7Q48B,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56BUOZ7V,PK_IUFO_MEASURE_DATA_56BUOZ7V,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56GYH0IQ,PK_IUFO_MEASURE_DATA_56GYH0IQ,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56IEFBDM,PK_IUFO_MEASURE_DATA_56IEFBDM,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56J7LKXC,PK_IUFO_MEASURE_DATA_56J7LKXC,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56O7AGDE,PK_IUFO_MEASURE_DATA_56O7AGDE,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56OUODAJ,PK_IUFO_MEASURE_DATA_56OUODAJ,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56STKBGT,PK_IUFO_MEASURE_DATA_56STKBGT,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56UZPP3T,PK_IUFO_MEASURE_DATA_56UZPP3T,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56VHGHCB,PK_IUFO_MEASURE_DATA_56VHGHCB,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56Y15K03,PK_IUFO_MEASURE_DATA_56Y15K03,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_56Y6LYQW,PK_IUFO_MEASURE_DATA_56Y6LYQW,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_570AT7Y2,PK_IUFO_MEASURE_DATA_570AT7Y2,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_572DHHG8,PK_IUFO_MEASURE_DATA_572DHHG8,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5774ENTZ,PK_IUFO_MEASURE_DATA_5774ENTZ,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_577D3466,PK_IUFO_MEASURE_DATA_577D3466,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_578O00RD,PK_IUFO_MEASURE_DATA_578O00RD,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5790PY6L,PK_IUFO_MEASURE_DATA_5790PY6L,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5795FF16,PK_IUFO_MEASURE_DATA_5795FF16,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57ANHWEH,PK_IUFO_MEASURE_DATA_57ANHWEH,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57ELYFOW,PK_IUFO_MEASURE_DATA_57ELYFOW,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57MPRXP4,PK_IUFO_MEASURE_DATA_57MPRXP4,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57MTWDDF,PK_IUFO_MEASURE_DATA_57MTWDDF,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57OYVQIL,PK_IUFO_MEASURE_DATA_57OYVQIL,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57QZ0QPT,PK_IUFO_MEASURE_DATA_57QZ0QPT,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57TTZWV9,PK_IUFO_MEASURE_DATA_57TTZWV9,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57V1B20L,PK_IUFO_MEASURE_DATA_57V1B20L,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57VVKDPR,PK_IUFO_MEASURE_DATA_57VVKDPR,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57W9SO3D,PK_IUFO_MEASURE_DATA_57W9SO3D,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57WOWVD7,PK_IUFO_MEASURE_DATA_57WOWVD7,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_57XM434P,PK_IUFO_MEASURE_DATA_57XM434P,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5807QDB5,PK_IUFO_MEASURE_DATA_5807QDB5,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_580BGPTS,PK_IUFO_MEASURE_DATA_580BGPTS,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_580XGBJ0,PK_IUFO_MEASURE_DATA_580XGBJ0,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5811WO6B,PK_IUFO_MEASURE_DATA_5811WO6B,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5830CHFO,PK_IUFO_MEASURE_DATA_5830CHFO,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_58887HK7,PK_IUFO_MEASURE_DATA_58887HK7,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_588SDFPM,PK_IUFO_MEASURE_DATA_588SDFPM,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_58D6SL1H,PK_IUFO_MEASURE_DATA_58D6SL1H,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_58HYHQ3C,PK_IUFO_MEASURE_DATA_58HYHQ3C,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_58P376A6,PK_IUFO_MEASURE_DATA_58P376A6,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_58QBX8BD,PK_IUFO_MEASURE_DATA_58QBX8BD,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_58R8K55T,PK_IUFO_MEASURE_DATA_58R8K55T,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_58RPNBB6,PK_IUFO_MEASURE_DATA_58RPNBB6,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_58VRTJWB,PK_IUFO_MEASURE_DATA_58VRTJWB,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_58YHG22F,PK_IUFO_MEASURE_DATA_58YHG22F,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_58Z7RT2B,PK_IUFO_MEASURE_DATA_58Z7RT2B,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_58ZZDORB,PK_IUFO_MEASURE_DATA_58ZZDORB,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_593N7LMB,PK_IUFO_MEASURE_DATA_593N7LMB,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_594MVI3R,PK_IUFO_MEASURE_DATA_594MVI3R,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_596MRMJO,PK_IUFO_MEASURE_DATA_596MRMJO,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_597ENEJS,PK_IUFO_MEASURE_DATA_597ENEJS,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59FZ7G1F,PK_IUFO_MEASURE_DATA_59FZ7G1F,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59GUCFEI,PK_IUFO_MEASURE_DATA_59GUCFEI,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59J3A764,PK_IUFO_MEASURE_DATA_59J3A764,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59LGH3BN,PK_IUFO_MEASURE_DATA_59LGH3BN,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59MZ7LTG,PK_IUFO_MEASURE_DATA_59MZ7LTG,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59P9S4OI,PK_IUFO_MEASURE_DATA_59P9S4OI,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59QLQFWC,PK_IUFO_MEASURE_DATA_59QLQFWC,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59SYG3S1,PK_IUFO_MEASURE_DATA_59SYG3S1,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59SZ8EB4,PK_IUFO_MEASURE_DATA_59SZ8EB4,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59TYCDHK,PK_IUFO_MEASURE_DATA_59TYCDHK,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59WI6TFY,PK_IUFO_MEASURE_DATA_59WI6TFY,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59XQWG68,PK_IUFO_MEASURE_DATA_59XQWG68,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_59Y4B0HI,PK_IUFO_MEASURE_DATA_59Y4B0HI,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5A3PTFD7,PK_IUFO_MEASURE_DATA_5A3PTFD7,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5A4O4GP3,PK_IUFO_MEASURE_DATA_5A4O4GP3,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5A5CDZWV,PK_IUFO_MEASURE_DATA_5A5CDZWV,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5ABY9AE9,PK_IUFO_MEASURE_DATA_5ABY9AE9,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5ADWZEO5,PK_IUFO_MEASURE_DATA_5ADWZEO5,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5AH3NODC,PK_IUFO_MEASURE_DATA_5AH3NODC,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5AJVJRLK,PK_IUFO_MEASURE_DATA_5AJVJRLK,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5ALPJLWN,PK_IUFO_MEASURE_DATA_5ALPJLWN,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5AM005D3,PK_IUFO_MEASURE_DATA_5AM005D3,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5AR0C3FX,PK_IUFO_MEASURE_DATA_5AR0C3FX,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5ATYYOVY,PK_IUFO_MEASURE_DATA_5ATYYOVY,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5AUCJ2O2,PK_IUFO_MEASURE_DATA_5AUCJ2O2,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5AYFW2WN,PK_IUFO_MEASURE_DATA_5AYFW2WN,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5B2FZK3A,PK_IUFO_MEASURE_DATA_5B2FZK3A,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5B33VZ2C,PK_IUFO_MEASURE_DATA_5B33VZ2C,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5B3CW7JZ,PK_IUFO_MEASURE_DATA_5B3CW7JZ,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5B3NLJ18,PK_IUFO_MEASURE_DATA_5B3NLJ18,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5B3WG69B,PK_IUFO_MEASURE_DATA_5B3WG69B,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5B7O9DSE,PK_IUFO_MEASURE_DATA_5B7O9DSE,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5B86FD7M,PK_IUFO_MEASURE_DATA_5B86FD7M,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5B88KAQE,PK_IUFO_MEASURE_DATA_5B88KAQE,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5B8HT0ZE,PK_IUFO_MEASURE_DATA_5B8HT0ZE,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5B8R49PG,PK_IUFO_MEASURE_DATA_5B8R49PG,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BB9EDM0,PK_IUFO_MEASURE_DATA_5BB9EDM0,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BCB14Q7,PK_IUFO_MEASURE_DATA_5BCB14Q7,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BDW1DVY,PK_IUFO_MEASURE_DATA_5BDW1DVY,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BES4NNX,PK_IUFO_MEASURE_DATA_5BES4NNX,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BFK9YKK,PK_IUFO_MEASURE_DATA_5BFK9YKK,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BFZG0HR,PK_IUFO_MEASURE_DATA_5BFZG0HR,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BHYH1Q9,PK_IUFO_MEASURE_DATA_5BHYH1Q9,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BLMX90H,PK_IUFO_MEASURE_DATA_5BLMX90H,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BLQR3Y1,PK_IUFO_MEASURE_DATA_5BLQR3Y1,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BLYAJ6O,PK_IUFO_MEASURE_DATA_5BLYAJ6O,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BM7YX90,PK_IUFO_MEASURE_DATA_5BM7YX90,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BNMIE3D,PK_IUFO_MEASURE_DATA_5BNMIE3D,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BQATK50,PK_IUFO_MEASURE_DATA_5BQATK50,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BQR7TJ3,PK_IUFO_MEASURE_DATA_5BQR7TJ3,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BRHD1QA,PK_IUFO_MEASURE_DATA_5BRHD1QA,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5BT25IGM,PK_IUFO_MEASURE_DATA_5BT25IGM,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5C1LGP3T,PK_IUFO_MEASURE_DATA_5C1LGP3T,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5C5EV8DZ,PK_IUFO_MEASURE_DATA_5C5EV8DZ,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5C5O6OM4,PK_IUFO_MEASURE_DATA_5C5O6OM4,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5C6RI0EZ,PK_IUFO_MEASURE_DATA_5C6RI0EZ,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5C9JNL38,PK_IUFO_MEASURE_DATA_5C9JNL38,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5C9O8252,PK_IUFO_MEASURE_DATA_5C9O8252,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5CAVXP6L,PK_IUFO_MEASURE_DATA_5CAVXP6L,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5CENLAKX,PK_IUFO_MEASURE_DATA_5CENLAKX,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5CP9BCIO,PK_IUFO_MEASURE_DATA_5CP9BCIO,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5CP9IT3Q,PK_IUFO_MEASURE_DATA_5CP9IT3Q,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5CRKYPC0,PK_IUFO_MEASURE_DATA_5CRKYPC0,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5CZT15ZR,PK_IUFO_MEASURE_DATA_5CZT15ZR,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5D11MUCR,PK_IUFO_MEASURE_DATA_5D11MUCR,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5D2C3KUS,PK_IUFO_MEASURE_DATA_5D2C3KUS,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5D4NBY6N,PK_IUFO_MEASURE_DATA_5D4NBY6N,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5D77TM61,PK_IUFO_MEASURE_DATA_5D77TM61,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5D8EK6T7,PK_IUFO_MEASURE_DATA_5D8EK6T7,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5D8R23AS,PK_IUFO_MEASURE_DATA_5D8R23AS,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DBS5CY1,PK_IUFO_MEASURE_DATA_5DBS5CY1,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DEPXF1S,PK_IUFO_MEASURE_DATA_5DEPXF1S,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DFIZ42T,PK_IUFO_MEASURE_DATA_5DFIZ42T,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DFSDZA4,PK_IUFO_MEASURE_DATA_5DFSDZA4,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DGL1U75,PK_IUFO_MEASURE_DATA_5DGL1U75,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DHMQ9S7,PK_IUFO_MEASURE_DATA_5DHMQ9S7,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DIQEUD8,PK_IUFO_MEASURE_DATA_5DIQEUD8,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DIRLGZF,PK_IUFO_MEASURE_DATA_5DIRLGZF,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DIV95XU,PK_IUFO_MEASURE_DATA_5DIV95XU,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DJ0XLLA,PK_IUFO_MEASURE_DATA_5DJ0XLLA,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DNMSN96,PK_IUFO_MEASURE_DATA_5DNMSN96,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DOFL8KV,PK_IUFO_MEASURE_DATA_5DOFL8KV,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DOGQMJH,PK_IUFO_MEASURE_DATA_5DOGQMJH,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DQD4A4H,PK_IUFO_MEASURE_DATA_5DQD4A4H,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DSSOQ5O,PK_IUFO_MEASURE_DATA_5DSSOQ5O,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5DVXHDJG,PK_IUFO_MEASURE_DATA_5DVXHDJG,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5E1J9J4R,PK_IUFO_MEASURE_DATA_5E1J9J4R,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5E2SZTNE,PK_IUFO_MEASURE_DATA_5E2SZTNE,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5E3YYZS3,PK_IUFO_MEASURE_DATA_5E3YYZS3,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5E3ZDY96,PK_IUFO_MEASURE_DATA_5E3ZDY96,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5E4BM9VN,PK_IUFO_MEASURE_DATA_5E4BM9VN,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5E4EPAAF,PK_IUFO_MEASURE_DATA_5E4EPAAF,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5E99GIEG,PK_IUFO_MEASURE_DATA_5E99GIEG,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5EAABTLQ,PK_IUFO_MEASURE_DATA_5EAABTLQ,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5EIGTNQW,PK_IUFO_MEASURE_DATA_5EIGTNQW,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5EJG95C8,PK_IUFO_MEASURE_DATA_5EJG95C8,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5EKP0TS6,PK_IUFO_MEASURE_DATA_5EKP0TS6,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5ENFUFK8,PK_IUFO_MEASURE_DATA_5ENFUFK8,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5EQ1GDPH,PK_IUFO_MEASURE_DATA_5EQ1GDPH,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5ESLJM0U,PK_IUFO_MEASURE_DATA_5ESLJM0U,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5ESR15EX,PK_IUFO_MEASURE_DATA_5ESR15EX,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5EU6UBUL,PK_IUFO_MEASURE_DATA_5EU6UBUL,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5EYZVDNV,PK_IUFO_MEASURE_DATA_5EYZVDNV,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5F2XKVKR,PK_IUFO_MEASURE_DATA_5F2XKVKR,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5F4UOTGJ,PK_IUFO_MEASURE_DATA_5F4UOTGJ,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5F6K0QSY,PK_IUFO_MEASURE_DATA_5F6K0QSY,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5F7ADE8J,PK_IUFO_MEASURE_DATA_5F7ADE8J,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5FFD9BFP,PK_IUFO_MEASURE_DATA_5FFD9BFP,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5FLGYZYV,PK_IUFO_MEASURE_DATA_5FLGYZYV,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5FLXD63J,PK_IUFO_MEASURE_DATA_5FLXD63J,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5FM4GSBR,PK_IUFO_MEASURE_DATA_5FM4GSBR,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5FM5KHVA,PK_IUFO_MEASURE_DATA_5FM5KHVA,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5FOCJUIK,PK_IUFO_MEASURE_DATA_5FOCJUIK,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5FP6KVKL,PK_IUFO_MEASURE_DATA_5FP6KVKL,UNIQUE,ALONE_ID,1
HRPSEY656,IUFO_MEASURE_DATA_5FPO8A8C,PK_IUFO_MEASURE_DATA_5FPO8A8C,UNIQUE,ALONE_ID,1
