source_system,source_db,owner,table_name,table_comment,num_rows_stats,blocks,last_analyzed,tablespace_name,inferred_domain,table_role,include_status,exclude_reason,column_count_in_current_file,has_primary_key,has_nonunique_index,cleanup_decision,cleanup_reason
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_BOOKCOMBINESTRU_V,,0,0,2022-01-02 14:09:01,NNC_DATA01,科室/组织,dimension,included,,37,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_BOOKORGREL,,0,0,2022-01-02 10:05:43,NNC_DATA01,科室/组织,dimension,included,,5,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_BOSMEMBER,,39,28,2026-03-24 22:17:46,NNC_DATA01,科室/组织,dimension,included,,25,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_BOSMEMBER_V,,39,28,2026-03-24 22:18:07,NNC_DATA01,科室/组织,dimension,included,,25,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_BOS_V,,1,28,2024-10-31 22:12:19,NNC_DATA01,科室/组织,dimension,included,,47,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_BRSMEMBER,,0,0,2022-01-02 14:09:00,NNC_DATA01,科室/组织,dimension,included,,17,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_BSSMEMBER,,39,28,2026-03-24 22:18:07,NNC_DATA01,科室/组织,dimension,included,,25,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_BSSMEMBER_V,,39,28,2026-03-24 22:18:08,NNC_DATA01,科室/组织,dimension,included,,25,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_BUDGETORGSTRU,,1,28,2024-10-31 22:12:21,NNC_DATA01,科室/组织,dimension,included,,47,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_BUSIREPORTSTRU,,0,0,2022-01-02 14:09:00,NNC_DATA01,科室/组织,dimension,included,,26,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_BUSI_FUNC,,0,0,2022-01-02 14:09:01,NNC_DATA01,科室/组织,dimension,included,,6,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_CCR_FINANCEORG,,0,0,2022-01-02 14:09:01,NNC_DATA01,科室/组织,dimension,included,,6,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_CHECKITEM,,16,32,2024-01-24 22:03:51,NNC_DATA01,科室/组织,dimension,included,,29,true,true,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_CHECKTYPE,,7,32,2024-01-24 22:03:51,NNC_DATA01,科室/组织,dimension,included,,20,true,true,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_CLOSEACC,,5279,155,2026-04-22 22:27:28,NNC_DATA01,科室/组织,dimension,included,,36,true,true,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_CORP,,3,32,2025-09-17 22:19:52,NNC_DATA01,科室/组织,dimension,included,,87,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_CORP_V,,3,32,2025-09-17 22:19:53,NNC_DATA01,科室/组织,dimension,included,,87,true,true,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_COSTORG,,1,5,2025-09-17 22:19:14,NNC_DATA01,科室/组织,dimension,included,,35,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_COSTORG_V,,1,5,2025-09-17 22:19:14,NNC_DATA01,科室/组织,dimension,included,,35,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_COSTREGION,,1,5,2022-11-23 22:03:35,NNC_DATA01,科室/组织,dimension,included,,27,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_CRECTLREGION,,0,0,2022-01-02 14:09:01,NNC_DATA01,科室/组织,dimension,included,,29,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_CR_STOCKORG,,0,0,2022-01-02 14:09:01,NNC_DATA01,科室/组织,dimension,included,,6,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_CR_STOCKSTORE,,0,0,2022-01-02 14:09:01,NNC_DATA01,科室/组织,dimension,included,,7,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_DATAVALIDATOR,,0,0,2022-01-02 10:05:41,NNC_DATA01,科室/组织,dimension,included,,8,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_DEPT,,325,32,2026-06-25 22:38:56,NNC_DATA01,科室/组织,dimension,included,,80,true,true,core_keep,核心表白名单
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_DEPTSTRUMEM_V,,233,28,2023-04-26 22:00:53,NNC_DATA01,科室/组织,dimension,included,,8,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_DEPTSTRU_V,,1,28,2023-04-28 22:04:36,NNC_DATA01,科室/组织,dimension,included,,9,true,true,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_DEPT_V,,328,32,2025-08-20 22:30:31,NNC_DATA01,科室/组织,dimension,included,,75,true,true,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_FACTORY,,0,0,2022-01-02 14:09:01,NNC_DATA01,科室/组织,dimension,included,,56,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_FACTORY_V,,0,0,2022-01-02 14:09:01,NNC_DATA01,科室/组织,dimension,included,,56,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_FINANCEORG,,3,32,2025-12-31 22:36:43,NNC_DATA01,科室/组织,dimension,included,,63,true,false,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_FINANCEORG_V,,3,32,2026-06-24 22:35:00,NNC_DATA01,科室/组织,dimension,included,,62,true,true,core_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_FINANCESTATSTRU,,0,0,2022-01-02 10:05:43,NNC_DATA01,科室/组织,dimension,included,,26,false,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_FINANCESTATSTRUMEMBER,,0,0,2022-01-02 10:05:43,NNC_DATA01,科室/组织,dimension,included,,14,false,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_FINORGMEMBER_V,,0,0,2022-01-02 14:09:01,NNC_DATA01,科室/组织,dimension,included,,8,true,false,core_candidate,NUM_ROWS=0
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ORG_FINORGSTRU_V,,0,0,2022-01-02 10:05:43,NNC_DATA01,科室/组织,dimension,included,,9,true,false,core_candidate,NUM_ROWS=0
