source_system,source_db,owner,view_name,text_length,referenced_count,referenced_objects,view_role
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,A_V_FLOW_VMI,206,1,IC_FLOW,review_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,A_V_IC_FLOWDETAIL,183,2,IC_FLOW;IC_FLOWDETAIL,review_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,A_V_PIBGR,314,3,BD_MARBASCLASS;BD_MATERIAL;PO_INVOICE_B,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,A_V_PIBSUM,473,3,BD_MARBASCLASS;BD_MATERIAL;PO_INVOICE_B,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,A_V_PIBSUM2,515,3,BD_MARBASCLASS;BD_MATERIAL;PO_INVOICE_B,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,A_V_PIBSUM3,730,4,BD_MARBASCLASS;BD_MATERIAL;PO_INVOICE;PO_INVOICE_B,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_MATERIALSTOCK_CP2,2107,1,BD_MATERIALSTOCK,review_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,EMR_HOS_INFORMATION,5448,8,BD_DEFDOC;BD_PSNCL;BD_PSNDOC;HI_PSNDOC_EDU;HI_PSNDOC_GLBDEF2;HI_PSNJOB;MD_ENUMVALUE;ORG_DEPT,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,EMR_HOS_PRACTITIONER,12828,9,BD_DEFDOC;BD_PSNCL;BD_PSNDOC;CDA_SECTION_MAP;HI_PSNDOC_EDU;HI_PSNDOC_GLBDEF2;HI_PSNJOB;MD_ENUMVALUE;ORG_DEPT,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FPL_GDZCFL,130,1,FA_CATEGORY,review_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,GYS_JBXX,306,2,BD_SUPPLIER;BD_SUPPLIERCLASS,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_HIS_HAOCAI,899,7,BD_DEFDOC;BD_MATERIAL;BD_MATERIALSTOCK;BD_MEASDOC;BD_STORDOC;IC_ONHANDDIM;IC_ONHANDNUM,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRP_HIS_HCCKXX,1242,10,BD_DEFDOC;BD_MARBASCLASS;BD_MATERIAL;BD_MEASDOC;BD_STORDOC;BD_SUPPLIER;IC_MATERIAL_B;IC_MATERIAL_H;ORG_ADMINORG;ORG_DEPT_V,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_LTXRY,693,4,BD_PSNCL;BD_PSNDOC;HI_PSNJOB;ORG_DEPT,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_LZXX,443,3,HI_PSNTRANSTER;ORG_ADMINORG;ORG_DEPT,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_ORG_DEPT_V,283,2,ORG_DEPT_V;SM_USER,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_RYDA,6792,13,BD_ADDRESS;BD_COUNTRYZONE;BD_DEFDOC;BD_PSNCL;BD_PSNDOC;HI_PSNDOC_CTRT;HI_PSNDOC_LANGABILITY;HI_PSNDOC_PSNCHG;HI_PSNDOC_TITLE;HI_PSNJOB;OM_JOB;ORG_ADMINORG;ORG_DEPT,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_RYLZXX,540,3,BD_PSNDOC;HI_PSNJOB;ORG_DEPT,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_RYRZXX,888,4,BD_PSNCL;BD_PSNDOC;HI_PSNJOB;ORG_DEPT,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HSTF_INSTOCKDATAB_VIEW,930,6,BD_DEFDOC;BD_MATERIAL;BD_MEASDOC;BD_RACK;HSTF_INSTOCKDATAB;SCM_BATCHCODE,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HSTF_INSTOCKDATA_VIEW,786,7,BD_BILLTYPE;BD_PSNDOC;BD_STORDOC;BD_SUPPLIER;HSTF_INSTOCKDATA;ORG_DEPT_V;ORG_STOCKORG,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HSTF_OUTSTOCKDATAB_VIEW,951,6,BD_DEFDOC;BD_MATERIAL;BD_MEASDOC;BD_RACK;HSTF_OUTSTOCKDATA_B;SCM_BATCHCODE,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HSTF_OUTSTOCKDATA_VIEW,886,7,BD_BILLTYPE;BD_PSNDOC;BD_STORDOC;BD_SUPPLIER;HSTF_OUTSTOCKDATA;ORG_DEPT_V;ORG_STOCKORG,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,LLL_FUNDSOURCE_TEMP,302,2,BD_FUNDSOURCE;FA_CAPITALSOURCE,review_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,LLL_FUNDSOURCE_TEMP1,290,2,BD_FUNDSOURCE;FA_CAPITALSOURCE,review_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,MATERIAL_ACCASOA_MAP_TMP,193,2,BD_MATERIAL;FIP_DOCVIEW_B,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,MTF_VO2VOVIEW,331,2,HPF_VO2VOO;HPF_VO2VOO_B,review_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PL_CWKSZD,233,1,ORG_DEPT,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PL_CWPZMX,595,5,BD_VOUCHERTYPE;GL_DETAIL;GL_DOCFREE1;ORG_DEPT;SM_USER,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PL_GDZCFL,130,1,FA_CATEGORY,review_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PL_GDZCZJMX,869,5,FA_CARD;FA_CARDHISTORY;FA_CATEGORY;FA_DEPTSCALE;ORG_DEPT,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PL_GZXZD,103,1,WA_ITEM,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PL_KJKMZD,147,1,BD_ACCOUNT,review_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PL_WZFLZD,100,1,BD_MARBASCLASS,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PL_WZXHMX,1028,8,BD_BILLTYPE;BD_MARBASCLASS;BD_MATERIAL;BD_MEASDOC;BD_STORDOC;IC_MATERIAL_B;IC_MATERIAL_H;ORG_DEPT,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PL_WZZD,335,3,BD_MARBASCLASS;BD_MATERIAL;BD_MEASDOC,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PL_ZGLB,110,1,BD_PSNCL,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SB_BYJL,295,3,ORG_ADMINORG;PAM_EQUIP;PAM_WARCONTRACT_R,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SB_DJKP,1347,7,BD_PSNDOC;BD_SUPPLIER;ORG_ADMINORG;ORG_DEPT;PAM_CATEGORY;PAM_EQUIP;PAM_STATUS,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SB_ZJJL,532,4,BD_SUPPLIER;ORG_ADMINORG;ORG_DEPT;PAM_EQUIP,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SCCS_JBXX,208,1,BD_DEFDOC,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SEYCAHR_VIEW,162,2,BD_PSNDOC;HI_PSNJOB,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SEY_HCCK,1018,10,BD_DEFDOC;BD_MARBASCLASS;BD_MATERIAL;BD_MEASDOC;BD_STORDOC;BD_SUPPLIER;IC_MATERIAL_B;IC_MATERIAL_H;ORG_ADMINORG;ORG_DEPT_V,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SEY_WZCK,1172,10,BD_DEFDOC;BD_MARBASCLASS;BD_MATERIAL;BD_MEASDOC;BD_STORDOC;BD_SUPPLIER;IC_MATERIAL_B;IC_MATERIAL_H;ORG_ADMINORG;ORG_DEPT_V,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_04SGN_1450,4684,5,BD_MATERIAL;BD_STORDOC;IC_ONHANDDIM;IC_ONHANDNUM;SCM_BATCHCODE,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_0B9WI_1738,1341,7,BD_PSNDOC;FA_CARD;FA_CARDHISTORY;FA_CARDSUB;ORG_DEPT;TEMP_FA_ASSETSD;TEMP_FA_CAPTIALSOURCE,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_0G36W_1130,1335,8,BD_PSNDOC;FA_CARD;FA_CARDHISTORY;FA_CARDSUB;FA_CATEGORY;ORG_DEPT;TEMP_FA_ASSETSD;TEMP_FA_CAPTIALSOURCE,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_0L5BY_1153,59,1,TEMQ_KSKKL_1153,exclude_temp_query_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_19JZD_1033,1494,8,BD_PSNDOC;FA_CARD;FA_CARDHISTORY;FA_CARDSUB;FA_CATEGORY;ORG_DEPT;TEMP_FA_ASSETSD;TEMP_FA_CAPTIALSOURCE,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_1MU8V_1003,1393,8,BD_PSNDOC;FA_CARD;FA_CARDHISTORY;FA_CARDSUB;FA_CATEGORY;ORG_DEPT;TEMP_FA_ASSETSD;TEMP_FA_CAPTIALSOURCE,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_275O7_1749,1257,8,BD_PSNDOC;FA_CARD;FA_CARDHISTORY;FA_CARDSUB;FA_CATEGORY;ORG_DEPT;TEMP_FA_ASSETSD;TEMP_FA_CAPTIALSOURCE,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_2A4UD_1750,1260,8,BD_PSNDOC;FA_CARD;FA_CARDHISTORY;FA_CARDSUB;FA_CATEGORY;ORG_DEPT;TEMP_FA_ASSETSD;TEMP_FA_CAPTIALSOURCE,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_2D49F_1413,6073,13,BD_ACCPERIODMONTH;BD_FUNDSOURCE;COST_ACCOUNT;COST_CODEPART;COST_COSTCLASS_H;COST_COSTPRO_H;COST_INCODECLASS_H;COST_INCODEPRO_H;COST_INCOMEBILL_B;COST_INCOMEBILL_H;COST_PARABILL_B;COST_PARABILL_H;COST_SPPARA,exclude_temp_query_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_2NYV6_1018,1671,10,BD_FUNDSOURCE;BD_PSNDOC;FA_CAPITALSOURCE;FA_CARD;FA_CARDHISTORY;FA_CARDSUB;FA_CATEGORY;ORG_DEPT;TEMP_FA_ASSETSD;TEMP_FA_CAPTIALSOURCE,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_2TUYX_1731,1327,7,BD_PSNDOC;FA_CARD;FA_CARDHISTORY;FA_CARDSUB;ORG_DEPT;TEMP_FA_ASSETSD;TEMP_FA_CAPTIALSOURCE,relationship_seed
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_3744B_1750,6073,13,BD_ACCPERIODMONTH;BD_FUNDSOURCE;COST_ACCOUNT;COST_CODEPART;COST_COSTCLASS_H;COST_COSTPRO_H;COST_INCODECLASS_H;COST_INCODEPRO_H;COST_INCOMEBILL_B;COST_INCOMEBILL_H;COST_PARABILL_B;COST_PARABILL_H;COST_SPPARA,exclude_temp_query_view
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TEMQ_3J44P_1802,6070,13,BD_ACCPERIODMONTH;BD_FUNDSOURCE;COST_ACCOUNT;COST_CODEPART;COST_COSTCLASS_H;COST_COSTPRO_H;COST_INCODECLASS_H;COST_INCODEPRO_H;COST_INCOMEBILL_B;COST_INCOMEBILL_H;COST_PARABILL_B;COST_PARABILL_H;COST_SPPARA,exclude_temp_query_view
