review_priority,suggested_action_code,owner,table_name,table_comment,num_rows_stats,inferred_domain_refined,column_count_in_current_file,has_primary_key,dependency_count,low_row_decision,low_row_reason
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIALCOST,,37921,供应商/物资,32,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_V,,37901,供应商/物资,81,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIALCOSTMOD,,35208,供应商/物资,39,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL20250722,,32165,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_20250227,,31264,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_V_20250227,,31264,供应商/物资,81,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL20240808,,29272,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIALCONVERT20240327,,28185,供应商/物资,27,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL20240327,,26382,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL20230808,,24180,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,SCM_INVQUALIFI,,22225,供应商/物资,67,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIALSTOCK20230607,,21327,供应商/物资,124,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL20230515,,21142,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_20230309,,19626,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_202303081642,,19622,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,EXPORT_HCCK202506,,17753,供应商/物资,13,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_20221108,,17423,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_20221104,,17372,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,EXPORT_HCRK202506,,14484,供应商/物资,12,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_C,,8929,供应商/物资,8,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_TJSQB,,5289,供应商/物资,34,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_INVCOUNT_H,,4611,供应商/物资,52,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,EXPORT_HCRK20260308BLK,,4234,供应商/物资,11,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_CUST_SUPPLIER,,2992,供应商/物资,24,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_20221102001,,2614,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_20221101001,,2593,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_20221101,,1841,供应商/物资,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_SUPSTOCK,,1631,供应商/物资,55,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,EXPORT_HCCK20260306,,1543,供应商/物资,11,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,EXPORT_HCCK20260308BLK,,1543,供应商/物资,11,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,SRMSM_SUPPLIEREXT_H,,1524,供应商/物资,79,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_PF,,1483,供应商/物资,41,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,SCM_INVSOURCELIST,,625,供应商/物资,12,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIALSTOCK_20241226,,452,供应商/物资,124,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIALTJSQ,,325,供应商/物资,44,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_INVCOUNT_SN,,294,供应商/物资,16,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIALSTOCK_CP1,,192,供应商/物资,3,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_SUPPLIER_PF,,63,供应商/物资,40,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COPRO_INVCOSTFLOW,,62,供应商/物资,37,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_MATERIAL_V_C,,58,供应商/物资,8,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_SUPPLIER_C,,21,供应商/物资,8,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PO_INVCTRANTYPE,,13,供应商/物资,11,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PO_PURCHASEINFI_B,,51714,采购/请购,182,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PO_INVOICE_B_20230401,,25929,采购/请购,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PO_INVOICE_B_20230403,,25929,采购/请购,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PO_PURCHASEINFI,,11164,采购/请购,56,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PO_PRAYBILL,,10540,采购/请购,58,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PO_INVOICE20230503,,1279,采购/请购,89,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PO_INVOICE230301,,785,采购/请购,89,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_ONHANDSN_20260531,,1396312,库存/出入库,19,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_MATERIAL_E,,1265617,库存/出入库,9,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_MATERIAL_E20260619,,1264777,库存/出入库,9,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_GENERALIN_L,,723323,库存/出入库,19,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_L,,684902,库存/出入库,19,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_MATERIAL_L,,597959,库存/出入库,19,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_GENERALIN_E,,319577,库存/出入库,7,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_E,,255134,库存/出入库,15,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_ONHANDDIM_20260531,,233053,库存/出入库,34,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_L20230427,,83812,库存/出入库,19,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_MATERIAL_E20230319,,73979,库存/出入库,9,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_MATERIAL_B20230317,,73096,库存/出入库,168,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_MATERIAL_B20230313,,69733,库存/出入库,168,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_B20230427,,35474,库存/出入库,195,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_MATERIAL_H20230317,,15943,库存/出入库,60,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_MATERIAL_H202303115,,15757,库存/出入库,60,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_MATERIAL_H20230313,,15269,库存/出入库,60,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_H20230428,,9700,库存/出入库,73,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_H20230427,,9690,库存/出入库,73,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_H20230330,,8142,库存/出入库,73,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_GENERALIN_E20230302,,6354,库存/出入库,7,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_H20230301,,6246,库存/出入库,73,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_GENERALIN_E20230227,,6214,库存/出入库,7,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_H20230228,,6128,库存/出入库,73,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_GENERALIN_E20230215,,4925,库存/出入库,7,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_H20230201,,4701,库存/出入库,73,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_H20220131,,4645,库存/出入库,73,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_GENERALIN_E_20230207,,4391,库存/出入库,7,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_GENERALIN_E20230116,,3290,库存/出入库,7,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_GENERALIN_E20230112,,3214,库存/出入库,7,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_H_20221129,,1791,库存/出入库,73,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_PURCHASEIN_B_20221107,,1666,库存/出入库,195,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IC_GENERALIN_B_20221112,,100,库存/出入库,118,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_RTDETAIL,,791572,财务/总账,113,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DTLFREEVALUE,,555804,财务/总账,34,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_BALANCE,,498998,财务/总账,36,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DIFFANALY,,380324,财务/总账,23,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DETAIL20230319,,215669,财务/总账,87,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DETAIL_20220809,,101548,财务/总账,87,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DETAIL_20220708,,85585,财务/总账,87,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VERIFYDETAIL,,75878,财务/总账,83,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DETAIL_20220610,,71696,财务/总账,87,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VOUCHERNOSUPPL,,65295,财务/总账,5,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DETAIL_20220511,,57654,财务/总账,87,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VOUCHER,,53960,财务/总账,69,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DETAIL_20220412,,45364,财务/总账,87,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_RTVOUCHER,,35018,财务/总账,65,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_FREEVALUE,,22105,财务/总账,14,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VERIFY_LOG,,10266,财务/总账,37,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DIFFRELATIONSET,,10150,财务/总账,35,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VOUCHER_20220809,,6125,财务/总账,69,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VOUCHER_20220708,,5189,财务/总账,69,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VOUCHER_20220610,,4208,财务/总账,69,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VOUCHER_20220511,,3323,财务/总账,69,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VOUCHER_20220412,,2783,财务/总账,69,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DIFFRELATIONSET_20220127,,1595,财务/总账,35,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_CONTRAST,,1444,财务/总账,22,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_BANKRECEIPT,,872,财务/总账,29,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_TRANSFERDETAIL,,846,财务/总账,18,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_TRANSFERHISTORY,,351,财务/总账,23,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VOUCHERMAXNO,,197,财务/总账,10,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_COMMONDETAIL,,149,财务/总账,41,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_UICONFIG,,116,财务/总账,24,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DEALCLASS,,71,财务/总账,9,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_BRRELATION,,42,财务/总账,12,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VERIFYOBJ,,41,财务/总账,19,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_VOUCHERUSER,,39,财务/总账,8,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_BRACCASOA,,34,财务/总账,5,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_EXTENDREPORT_PP,,29,财务/总账,22,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_INITBUILD,,26,财务/总账,8,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_EXTENDREPORT_IT,,23,财务/总账,9,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_BRSETTING,,21,财务/总账,33,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_DIFFBEGIN,,21,财务/总账,63,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_TRANSFER,,13,财务/总账,25,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_INFLUECEFACTOR,,12,财务/总账,20,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,GL_BRDEALCLASS,,7,财务/总账,10,true,0,keep,少行维度/分类根表
P1,REVIEW_INCLUDE,HRPSEY656,GL_PRINTDEALCLASS,,5,财务/总账,12,true,0,keep,少行维度/分类根表
P1,REVIEW_INCLUDE,HRPSEY656,GL_COMMNVCLASS,,3,财务/总账,8,true,0,keep,少行维度/分类根表
P1,REVIEW_INCLUDE,HRPSEY656,GL_CONTRASTCLASS,,3,财务/总账,7,true,0,keep,少行维度/分类根表
P1,REVIEW_INCLUDE,HRPSEY656,IA_PERIODNAB,,2106910,财务/辅助账,83,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_DETAILLEDGER20250425,,1897227,财务/辅助账,178,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_DETAILLEDGER20250402,,1841166,财务/辅助账,178,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I6BILL_B,,1284375,财务/辅助账,117,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I2BILL_B,,1118305,财务/辅助账,102,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I2BILL,,1071878,财务/辅助账,51,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_MONTHNAB,,771392,财务/辅助账,19,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_MONTHIN,,598056,财务/辅助账,83,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_MONTHOUT,,583701,财务/辅助账,83,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I7BILL_B,,342210,财务/辅助账,94,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I4BILL_B,,321004,财务/辅助账,87,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I6BILL,,165900,财务/辅助账,52,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I7BILL,,110372,财务/辅助账,52,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I4BILL,,107349,财务/辅助账,51,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_GENERALNAB,,101754,财务/辅助账,18,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I6BILL_B20230317,,77822,财务/辅助账,117,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I6BILL_B20230313,,73985,财务/辅助账,117,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_CALCRANGE,,57092,财务/辅助账,20,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I6BILL20230317,,16567,财务/辅助账,52,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I6BILL20230313,,15809,财务/辅助账,52,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_IABILL,,1239,财务/辅助账,54,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_IABILL_B,,1239,财务/辅助账,107,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I0BILL_B,,1232,财务/辅助账,87,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_IABILL20250425,,905,财务/辅助账,54,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_IABILL_B20250425,,905,财务/辅助账,107,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_IABILL20250402,,859,财务/辅助账,54,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_IABILL_B20250402,,859,财务/辅助账,107,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_DATAREPAIRLOG,,49,财务/辅助账,11,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_MAXSEQUENCE,,45,财务/辅助账,7,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_I0BILL,,11,财务/辅助账,48,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,IA_PERIOD,,8,财务/辅助账,6,false,0,keep,少行维度/分类根表
P1,REVIEW_INCLUDE,HRPSEY656,COST_ACCOUNT,,13293400,财务/成本,36,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_CLCOSTBILL_B,,936458,财务/成本,34,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_CALRESULT_B,,320582,财务/成本,34,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_INCOMEBILL_B,,126410,财务/成本,33,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_PARABILL_B,,39568,财务/成本,34,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_SYSREPORT,,4128,财务/成本,22,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_SPMETHOD_B,,2862,财务/成本,31,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_CALRESULT,,1058,财务/成本,52,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_CODEPART,,652,财务/成本,48,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_PARABILL_H,,648,财务/成本,53,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_UAP_DEPT,,560,财务/成本,35,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_SPMETHOD_H,,439,财务/成本,53,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_SPRELATION,,358,财务/成本,38,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_CODEPART_BF,,345,财务/成本,48,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_COSTPRO_H,,330,财务/成本,42,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_INCODEPRO_H,,250,财务/成本,34,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_CLCOSTBILL_H,,172,财务/成本,55,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_INCOMEBILL_H,,132,财务/成本,54,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_SPCHECKERROR,,53,财务/成本,7,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_MONTHLY,,51,财务/成本,50,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_COSTCLASS_H,,33,财务/成本,33,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_COSTCLASS_H20250716,,33,财务/成本,33,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_SPPARA,,31,财务/成本,41,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_DEPARTCLASS_H,,10,财务/成本,40,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,COST_SPGRADE,,6,财务/成本,38,true,0,keep,少行维度/分类根表
P1,REVIEW_INCLUDE,HRPSEY656,COST_INCODECLASS_H,,4,财务/成本,40,true,0,keep,少行维度/分类根表
P1,REVIEW_INCLUDE,HRPSEY656,PO_SETTLEBILL_B,,586250,财务,75,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,AP_ESTIPAYABLEBILL,,523604,财务,92,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,ARAP_BILLMAP,,193670,财务,21,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,AP_PAYABLEBILL,,25773,财务,87,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FIP_BILLITEM,,22762,财务,21,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,AP_PAYBILL,,18120,财务,109,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PO_SETTLEBILL,,9171,财务,17,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PUB_BILLACTION,,6586,财务,25,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FIP_BILLFACTOR,,6091,财务,13,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_BILLTYPE20250320,,1839,财务,43,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_REFINFO,,1708,财务,25,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_SUPFINANCE,,1670,财务,52,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FIP_CLASSDEFINE,,1382,财务,27,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PUB_BILLITFDEF,,981,财务,10,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_FWDBILLTYPE,,921,财务,8,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_BILLTYPE2,,606,财务,7,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PUB_BILLBUSINESS,,545,财务,12,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PUB_BILLSOURCE,,258,财务,7,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FIP_BILLREGISTER,,219,财务,29,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_REFINFOBASE,,81,财务,24,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,SSC_BILLITEMMAP,,31,财务,8,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,YER_YERPORTALBILLCLASS,,24,财务,0,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,CMP_PAYBILLDETAIL,,23,财务,127,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,BD_BILLTYPE_FUNC,,22,财务,9,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,HI_STBILL_ITEMSET,,18,财务,20,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,MID_PAY_PLAN_VOUCHER,,18,财务,43,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,CMP_PAYBILL,,17,财务,129,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,CMP_BILLTYPE,,16,财务,36,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,ER_BILLCONTRAST,,14,财务,18,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,ARAP_BILLTYPE,,11,财务,23,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PUB_BILLACTIONCONFIG,,10,财务,6,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,CMP_BILLTYPEREG,,9,财务,8,true,0,keep,少行维度/分类根表
P1,REVIEW_INCLUDE,HRPSEY656,BD_BILLTYPE_UPGRADE,,4,财务,5,false,0,keep,少行维度/分类根表
P1,REVIEW_INCLUDE,HRPSEY656,FIPUB_VOUCHERTYPERULE,,3,财务,20,true,0,keep,少行维度/分类根表
P1,REVIEW_INCLUDE,HRPSEY656,RESA_RESPVOUCHERTYPE,,1,财务,18,true,0,keep,少行维度/分类根表
P1,REVIEW_INCLUDE,HRPSEY656,FA_CAPITALSOURCEHISTORY,,1273680,固定资产/设备,14,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FA_FUNDSDEP,,713609,固定资产/设备,25,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FA_DEPGATHERSHEET,,612046,固定资产/设备,32,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PAM_ALTER_SHEET,,237934,固定资产/设备,7,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FA_DEPGATHER_B,,147110,固定资产/设备,32,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FA_LOG,,115012,固定资产/设备,17,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FA_CARD20240229,,112681,固定资产/设备,77,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FA_CARDSUB_BAT,,112143,固定资产/设备,83,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FA_CARD20230615,,110995,固定资产/设备,76,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PAM_EQUIP_0919,,51926,固定资产/设备,223,false,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,PAM_ALTER_B,,45504,固定资产/设备,33,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FA_ALTERSHEET,,41761,固定资产/设备,20,true,0,not_applied,
P1,REVIEW_INCLUDE,HRPSEY656,FA_ALTER_B,,34216,固定资产/设备,47,true,0,not_applied,
