system_category,source_system,source_system_cn,source_database,schema_name,table_name,table_name_cn,business_domain,table_role,row_count,column_count,include_status,pk,confidence,exclude_reason,ods_same_name_covered,note,source
ods_center,ods_other,超声,data_center_ods,CS,SKBCOLLECTIONDETAIL,,,,398560,17,candidate,,,,,,metadata
ods_center,ods_other,超声,data_center_ods,CS,BHOSCHECKUS,,,,916258,178,candidate,,,,,,metadata
ods_center,ods_other,超声,data_center_ods,CS,病人来源,,,,4,4,candidate,,,,,,metadata
ods_center,ods_other,超声,data_center_ods,CS,预约登记,,,,405037,103,candidate,,,,,,metadata
ods_center,ods_other,超声,data_center_ods,CS,三甲复审2026,,,,13011,28,candidate,,,,,,metadata
ods_center,ods_other,超声,data_center_ods,CS,异地住院,,,,2257,14,candidate,,,,,,metadata
ods_center,ods_other,超声,data_center_ods,CS,济南市住院,,,,2597,11,candidate,,,,,,metadata
ods_center,ods_other,输血,data_center_ods,SX,B_T_REACTIONS,,,,27642,83,candidate,,,,,,metadata
ods_center,ods_other,输血,data_center_ods,SX,B_T_REQD,,,,35464,54,candidate,,,,,,metadata
ods_center,ods_other,输血,data_center_ods,SX,B_T_XYXXB,,,,40122,46,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,KSBM1,,,,33,14,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,JCSFXM1,,,,325865,38,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,JCXX1,,,,6454,128,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,SFXM1,,,,302,47,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,SFXMTOSFWJ1,,,,1356,8,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,TJ_GNJCZB1,,,,139411,18,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,TJLB1,,,,4,2,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,TJXM1,,,,0,35,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,EBHB,,,,71627,12,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,FKB,,,,45558,12,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,JCSFXM,,,,482769,38,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,JCXX,,,,26372,128,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,KQB,,,,34411,12,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,KSBM,,,,32,14,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,NKB,,,,138162,11,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,SFXM,,,,352,47,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,SFXMTOSFWJ,,,,1452,8,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,TJXM,,,,3677,35,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,WKB,,,,106831,12,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,YBB,,,,74158,12,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,YKB,,,,23407,12,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,YHXX,,,,335,18,candidate,,,,,,metadata
ods_center,ods_other,体检,data_center_ods,TJ,JCMXX,,,,509,35,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD48,,,,41256,66,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD35,,,,7234,69,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD43,,,,3666,56,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EPR_INPATIENT,住院病历段落信息表。该表存储住院病历内容信息，以DATE_VALIDATED按年度进行分区存储。,电子病历(旧),,3948751,49,core,UHID|ID,A,,,DOC_TYPE_NAME like '%出院记录%' 等,curated
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EPR_COM_DATASOURCECONFIG,,,,649,28,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD31,,,,410988,37,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD51,,,,1193,62,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EPR_INPATIENT_DOCINDEX,存储住院病历索引信息，包括病历的状态,电子病历(旧),,239860,36,core,UHID,A,,,"P_INPATIENT_NO=INP_NO, P_INPATIENT_TIMES=VISIT_ID",curated
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EPR_TEMP_AUTHORITY,记录住院病历临时权限以及主动授权信息,,,985,12,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD40,,,,545,43,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD38,,,,704731,41,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD29,,,,26620,44,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD39,,,,499996,44,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD49,,,,225811,67,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD44,,,,5425,52,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,COM_PATIENTINFO,,,,1589979,68,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EPR_INPATIENTTREECONFIG,,,,197,29,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,HIS_MET_COM_DIAGNOSE,患者诊断表,,,1435092,28,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD50,,,,1088,64,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EPR_INPATIENT_LOG,住院病历操作日志表,,,128,13,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD_CONTENT,,电子病历(旧),,3946778,5,core,UHID|段落编号,A,,,段落内容为 CLOB;段落编号=EPR_INPATIENT.ID,curated
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD1,,,,0,87,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD41,,,,39,51,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD53,,,,42,75,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD37,,,,227895,49,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD42,,,,12841,61,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,PH_SS,,,,267,5,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD46,,,,64543,75,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD45,,,,22053,57,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD36,,,,159,64,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD16,,,,152,125,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD47,,,,14382,52,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD9,,,,57139,67,candidate,,,,,,metadata
ods_center,ods_emr,EMR/病历抽取区,data_center_ods,MTL,EMRSD34,,,,226223,128,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,FANCY_STAFF_SCHEDUL_2,门诊医生排班表,,,17010,6,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,在职人员花名册,,,,1842,13,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,TEST_EMAIL_SHOU,,,,1,13,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,TEST_SCHEDUL,,,,2,6,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,TEST_XITONGGONGGAO1,,,,1,10,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,TEST_XITONGGONGGAO,,,,1,10,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,TEST_INDEX,,,,5,5,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,FANCY_STAFF_SCHEDUL,,,,414269,18,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,OA_INFORMATION_VIEW,,,,567,10,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,TEST_ADDRESS_BOOK,,,,2,3,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,TEST_TONGZHIGONGGAO,,,,2,9,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,TEST_YIYUANWENJIAN,,,,2,9,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,TEST_DIANZIBINGLI_TZGG,,,,1,7,candidate,,,,,,metadata
ods_center,ods_portal,门户/单点登录,data_center_ods,PORTAL,TEST_OA,,,,1,20,candidate,,,,,,metadata
ods_center,ods_other,风险检查,data_center_ods,FXJCPT,CDA_DICTIONARY,,,,69708,7,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,DICTIONARY_TAGLIST,,,,40,4,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,DICTIONARY_SPECIMENNAME1,,,,233,9,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,DICTIONARY_TAG1,,,,245,10,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,DICTIONARY_TAGLIST1,,,,36,4,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,MOL_PATHOLOGICAL_EXAM_RECORD1,,,,172272,44,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,PATHOLOGICAL_EXAM_RECORD1,,,,154125,53,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,PITAYA1,,,,166352,220,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,PITAYA_ADDITIONALREPORT1,,,,2002,14,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,ROLEPERMISSIONS1,,,,13975,4,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,ROLES1,,,,17,3,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,DICTIONARY_SPECIMENNAME,,,,233,9,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,DICTIONARY_TAG,,,,255,10,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,PITAYA_ADDITIONALREPORT,,,,2655,14,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,PITAYA_ADVICE,,,,139890,23,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,PITAYA_FROZENREPORT,,,,10794,24,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,ROLEPERMISSIONS,,,,13902,4,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,ROLES,,,,17,3,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,PITAYA_DBTYPE,,,,17,9,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,PITAYA,,,,207591,238,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,MOL_PATHOLOGICAL_EXAM_RECORD,,,,185761,44,candidate,,,,,,metadata
ods_center,ods_other,病理,data_center_ods,BL,BS25015,病理检查报告表,,,0,49,candidate,,,,,,metadata
ods_center,ods_other,内镜,data_center_ods,NJ,BHOSCHECKES,,,,80480,215,candidate,,,,,,metadata
ods_center,ods_other,内镜,data_center_ods,NJ,BHOSCHECKES_NAVRECORD,,,,8,4,candidate,,,,,,metadata
ods_center,ods_other,内镜,data_center_ods,NJ,BHOSCHECKES_PSITEMS,,,,59792,8,candidate,,,,,,metadata
ods_center,ods_other,内镜,data_center_ods,NJ,SKBCOLLECTIONDETAIL,,,,57476,20,candidate,,,,,,metadata
ods_center,ods_other,内镜,data_center_ods,NJ,预约登记,,,,56584,110,candidate,,,,,,metadata
ods_center,ods_other,内镜,data_center_ods,NJ,病人来源,,,,4,4,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,PATIENT_CLASS_MST1,,,,5,4,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,RACE_MST1,,,,6,6,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,REPORT_TBL1,,,,285648,18,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,SEX_MST1,,,,3,4,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,STATUS_MST1,,,,7,3,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,STUDY_CLASS_MST1,,,,3,7,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,STUDY_TBL1,,,,373421,100,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,PATIENT_CLASS_MST,,,,5,4,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,RACE_MST,,,,6,6,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,REPORT_TBL,,,,301062,18,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,SEX_MST,,,,3,4,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,STATUS_MST,,,,7,3,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,STUDY_CLASS_MST,,,,3,7,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,STUDY_TBL,,,,393643,100,candidate,,,,,,metadata
ods_center,ods_other,消毒供应,data_center_ods,XD,ORDER_TBL,,,,326955,59,candidate,,,,,,metadata
ods_center,ods_other,影医,data_center_ods,YINGYI,DIS_PROVINCE_ILL1,省疾病信息,,,429771,13,candidate,,,,,,metadata
ods_center,ods_other,影医,data_center_ods,YINGYI,DIS_PROVINCE_BASEINFO1,省患者基本信息,,,79372,170,candidate,,,,,,metadata
ods_center,ods_other,影医,data_center_ods,YINGYI,DIS_PROVINCE_OPERAITON1,,,,103104,31,candidate,,,,,,metadata
ods_center,ods_other,影医,data_center_ods,YINGYI,DIS_PROVINCE_BASEINFO,,,,164048,170,candidate,,,,,,metadata
ods_center,ods_other,影医,data_center_ods,YINGYI,DIS_PROVINCE_ILL,,,,886726,13,candidate,,,,,,metadata
ods_center,ods_other,影医,data_center_ods,YINGYI,DIS_PROVINCE_OPERAITON,,,,221546,31,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,DEPTS,,,,229,27,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_DOC_INOUT,出入量记录单,,,6957944,26,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_MSYS_NURSINGLEVEL_CONF,,,,6,7,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,INPATIENTS,,护理,,276069,134,core,,B,,,PAT_INDEX_NO=MCS_ASSESS_FORM.PATIENT_UID,curated
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_ASSESS_FORM,全息评估记录主表,护理,,2382672,18,core,,B,,,PATIENT_UID 关联 INPATIENTS;GENERATOR_TYPE='manul' IS_VALID='1',curated
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_PATROL_INFO,,,,33501843,15,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,WARDS,,,,109,17,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_DAILY_SETTLE_DATA,,,,700076,12,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_PATIENT_ALLERY_HISTORY,,,,52934,20,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_DICT_INOUT,出入量字典表,,,92,5,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_DOC_NODES,文书模版节点,,,34822,75,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_NURSING_RECORD_TEMPLATE,,,,11,7,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_VITAL_ABNORMITY_INFO,,,,10,12,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_VITAL_CUSTOM,体征自定义项维护,,,12,10,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_ASSESS_FORM_RECORD,全息评估记录副表--明细表,护理,,38220934,14,core,ID,A,,,FORM_ID 关联 MCS_ASSESS_FORM.ID,curated
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_DOC_FORM,文书表单,护理,,11637762,40,core,ID,A,,,PATIENT_UID 关联 INPATIENTS,curated
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_NURSING_PLAN,,,,2130,6,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_ORDER_SCHEDULE,医嘱执行计划,,,37174930,74,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_DICT_VITALSIGN_TYPE,,,,38,7,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_DOC_FORM_RECORDS,文书表单节点记录,,,207503590,17,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_MY_PATIENTS_HISTORY,,,,26318,10,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_SCAN_TURNINOUT,扫描功能_转入转出,,,454,18,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_DAILY_SETTLE_DETAIL,,,,1855469,19,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_MY_PATIENTS,,,,3658,9,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_EVENT_INFO,,,,602853,16,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_VITAL_INFO,,,,14840642,42,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_WARD_GROUP_BEDS,,,,644,4,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_MSYS_PATIENT_CARD,,,,5,8,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_NURSING_PLAN_DETAILS,,,,2630,16,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_NURSING_PLAN_TEMPLATE,,,,294,7,candidate,,,,,,metadata
ods_center,ods_ydhl,移动护理抽取区,data_center_ods,YDHL,MCS_SYS_USERS,权限系统_用户,,,3874,10,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_PAT_MONITOR_DATA_EXT,,,,161007,18,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_BLOOD_GAS_MASTER,,,,2816,11,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_CUSTOM_DATA,,,,33090473,5,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_BLOOD_GAS_DETAIL,,,,92665,6,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_DEPT_DICT,,,,802,5,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_DIAGNOSIS_DICT,,,,20667,11,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_OPERATION_DICT,,,,18499,8,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_PAT_MASTER_INDEX,,,,132943,26,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_EMR_ARCHIVE_DETIAL,,,,173996,19,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_ANESTHESIA_COMM_DICT,,,,99,5,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_ANESTHESIA_EVENT,,,,2295510,26,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_ANESTHESIA_EVENT_OPEN,,,,237,36,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_ANESTHESIA_INPUT_DICT,,,,549,5,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_ANESTHESIA_INQUIRY,,,,0,66,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_ANESTHESIA_PLAN,,手术/麻醉,,128978,227,core,PATIENT_ID|VISIT_ID|OPER_ID,A,,,可按 PATIENT_ID+VISIT_ID+OPER_ID 挂 SM.MED_OPERATION_MASTER,curated
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_ANESTHESIA_SUMMARY,,,,87843,187,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_ANES_DRUG_UNITS_DESC,,,,6,4,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_OPERATING_ROOM,,,,65,13,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_OPERATION_CANCELED,,,,9316,39,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_OPERATION_MASTER,病人手术主记录,手术,,138005,147,core,PATIENT_ID|VISIT_ID|OPER_ID,A,,,手麻主表;不建议用 HIS.OPERATION.OPER_ID,curated
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_OPERATION_NAME,,手术,,141167,13,core,PATIENT_ID|VISIT_ID|OPER_ID|OPERATION_NO,A,,,一台手术多条操作,curated
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_OPERATION_NAME_CANCELED,,,,10413,12,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_OPERATION_SCHEDULE,,,,192439,61,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_PAT_MONITOR_DATA,,,,3145572,7,candidate,,,,,,metadata
ods_center,ods_sm,手麻抽取区,data_center_ods,SM,MED_SCHEDULED_OPERATION_NAME,,,,209342,12,candidate,,,,,,metadata
his_source,COMM,HIS COMM,ready_his,COMM,ADMINISTRATION_DICT,,字典,dimension,106,11,included,ADMINISTRATION_NAME,,,true,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,ADMISSION_CAUSE_DICT,,字典,dimension,4,4,included,ADMISSION_CAUSE_NAME,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,AIRCONDITION_CLASS_DICT,,字典,dimension,0,4,included,AIRCONDITION_CLASS_CODE,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,ANAESTHESIA_DICT,,字典,dimension,35,7,included,ANAESTHESIA_NAME,,,true,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,ANCI_EXAM_ITEM_DICT,,字典,dimension,0,4,included,DIAG_EXAM_CODE,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,ANCI_TREAT_ITEM_DICT,,字典,dimension,0,4,included,DIAG_TREAT_CODE,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,APPLICATIONS,,字典,dimension,99,4,included,APPLICATION,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,APPLICATIONS_PARA,,字典,dimension,98,11,included,CODE,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,APP_CONFIGER_BASEINFO,,字典,dimension,1505,6,included,APP_NAME+PARAMETER_NO+PARAMETER_NAME,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,APP_CONFIGER_PARAMETER,,字典,dimension,30354,7,included,APP_NAME+DEPT_CODE+EMP_NO+PARAMETER_NAME,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,APP_GRANTS,,字典,dimension,4841,5,included,APPLICATION+USER_ID+CAPABILITY,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,APP_GRANT_DICT,,字典,dimension,0,3,included,APPLICATION+GRANT_CODE,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,APP_PRINTER_PARAMETER,,字典,dimension,1,6,included,APP_NAME+DEPT_CODE+EMP_NO+PARAMETER_NAME,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,APP_ROLES,,字典,dimension,0,2,included,APPLICATION+ROLE,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,AREA_DICT,,字典,dimension,3018,11,included,AREA_CODE,,,true,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,AREA_DICT_20201111,,字典,dimension,3709,8,included,AREA_CODE,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,AREA_DICT_20201126,,字典,dimension,3675,8,included,AREA_CODE,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,AREA_DICT_BAK,,字典,dimension,3841,5,included,AREA_CODE,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,AREA_DICT_ZAL,,字典,dimension,0,6,included,AREA_CODE,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,ARMED_SERVICES_DICT,,字典,dimension,5,4,included,ARMED_SERVICES_NAME,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,AUTO_SETTING,,字典,dimension,0,11,included,ID,,,false,基础字典/维表,
his_source,COMM,HIS COMM,ready_his,COMM,AUTO_SETTING_ID,,字典,dimension,27,12,included,SERIAL_NO,,,false,基础字典/维表,
