left_table,left_column,right_table,right_column,view_count,edge_count,in_formal_relationships,conditions,views
HIS.CONSULTATION_DOCTOR_MASTER,CONSULTATION_DEPT,HIS.DEPT_DICT,DEPT_CODE,1,1,N,KS.DEPT_CODE = T.CONSULTATION_DEPT,V_EMR_HOS_CONSUL_RECORD
HIS.CONSULTATION_DOCTOR_MASTER,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,1,1,N,T.PATIENT_ID = T2.PATIENT_ID,V_EMR_HOS_CONSUL_RECORD
HIS.CONSULTATION_DOCTOR_MASTER,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,1,1,N,T.VISIT_ID = T2.VISIT_ID,V_EMR_HOS_CONSUL_RECORD
HIS.CONSULTATION_DOCTOR_MASTER,CONSULTATION_APPLY_DOCTOR,HIS.STAFF_DICT,EMP_NO,1,1,N,YG.EMP_NO = T.CONSULTATION_APPLY_DOCTOR,V_EMR_HOS_CONSUL_RECORD
HIS.COUNTRY_DICT,COUNTRY_CODE,HIS.PAT_MASTER_INDEX,CITIZENSHIP,1,1,N,CD.COUNTRY_CODE = A.CITIZENSHIP,CDR_PATIENT_INFO
HIS.DEPT_DICT,DEPT_CODE,HIS.DEPT_VS_WARD,DEPT_CODE,1,1,N,A.DEPT_CODE = B.DEPT_CODE,V_DEPTWARD
HIS.DEPT_DICT,DEPT_CODE,HIS.DEPT_VS_WARD,WARD_CODE,1,1,N,C.DEPT_CODE = A.WARD_CODE,V_DEPTWARD
HIS.DEPT_DICT,DEPT_CODE,HIS.DRUG_PRESC_MASTER,ORDERED_BY,1,1,N,A.ORDERED_BY = T.DEPT_CODE,CDR_OUT_PRESCRIPTION
HIS.DEPT_DICT,DEPT_CODE,HIS.DRUG_PRESC_MASTER,DISPENSARY,1,1,N,A.DISPENSARY = T.DEPT_CODE,CDR_OUT_PRESCRIPTION
HIS.DEPT_DICT,DEPT_CODE,HIS.INP_BILL_DETAIL,DEPT_CODE,1,1,N,B.DEPT_CODE = D.DEPT_CODE,V_EMR_CONSUMABLES
HIS.DEPT_DICT,DEPT_CODE,HIS.ORDERS,EXEC_DEPT_CODE,1,1,N,KS.DEPT_CODE = T.EXEC_DEPT_CODE,V_EMR_DOC_ORDER_CHECK
HIS.DEPT_DICT,DEPT_CODE,HIS.PATS_IN_HOSPITAL,WARD_CODE,1,1,N,A.WARD_CODE = KS.DEPT_CODE,INPAT_LIST
HIS.DEPT_DICT,RCPT_NO,HIS.STAFF_DICT,RCPT_NO,1,1,N,BB.RCPT_NO = AA.RCPT_NO,PL_SFXMMX
HIS.DEPT_DICT,DEPT_CODE,HIS.STAFF_DICT,DEPT_CODE,1,1,N,AA.DEPT_CODE = BB.DEPT_CODE,PL_SFXMMX
HIS.DEPT_DICT,ORDER_GROUP,HIS.STAFF_GROUP_DICT,GROUP_CODE,1,1,N,BB.ORDER_GROUP = CCC.GROUP_CODE,PL_SFXMMX
HIS.DEPT_DICT,DEPT_CODE,LIS.LAB_REPORT,REQ_DEPTNO,1,1,N,LAB.REQ_DEPTNO = HIS.DEPT_CODE,LAB_REPORT
HIS.DEPT_DICT,DEPT_CODE,UNKNOWN.CDA_VALUE_DOMAIN_MAP,ORDERING_DEPT,1,1,N,KS.DEPT_CODE = T.ORDERING_DEPT,V_EMR_DOC_ORDER_DRUG
HIS.DIAGNOSIS,PATIENT_ID,HIS.EXAM_MASTER,PATIENT_ID,1,1,N,A.PATIENT_ID = H.PATIENT_ID,V_ESBHL_CHECK_ROD
HIS.DIAGNOSIS,VISIT_ID,HIS.EXAM_MASTER,VISIT_ID,1,1,N,A.VISIT_ID = H.VISIT_ID,V_ESBHL_CHECK_ROD
HIS.DIAGNOSIS,PATIENT_ID,HIS.INP_BILL_DETAIL,PATIENT_ID,1,1,N,A.PATIENT_ID = I.PATIENT_ID,V_ESBHL_HIGH_VALUE_ROD
HIS.DIAGNOSIS,VISIT_ID,HIS.INP_BILL_DETAIL,VISIT_ID,1,1,N,A.VISIT_ID = I.VISIT_ID,V_ESBHL_HIGH_VALUE_ROD
HIS.DIAGNOSIS,PATIENT_ID,HIS.LAB_TEST_MASTER,PATIENT_ID,1,1,N,A.PATIENT_ID = I.PATIENT_ID,V_ESBHL_INSPECTION_ROD
HIS.DIAGNOSIS,VISIT_ID,HIS.LAB_TEST_MASTER,VISIT_ID,1,1,N,A.VISIT_ID = I.VISIT_ID,V_ESBHL_INSPECTION_ROD
HIS.DIAGNOSIS,DEPT_CODE,HIS.PAT_VISIT,DEPT_ADMISSION_TO,1,1,N,D.DEPT_CODE = P.DEPT_ADMISSION_TO,V_EMR_OPERATION_NURSING
HIS.DIAGNOSIS,DEPT_CODE,HIS.PAT_VISIT,DISCHARGE_WARD_CODE,1,1,N,D.DEPT_CODE = P.DISCHARGE_WARD_CODE,V_EMR_OPERATION_NURSING
HIS.DIAGNOSIS,PATIENT_ID,MTL.EPR_INPATIENT_DOCINDEX,P_CLINIC_ID,1,1,N,DD.PATIENT_ID = T.P_CLINIC_ID,V_EMR_HOS_PREOP_DISCUSS
HIS.DIAGNOSIS_DICT,DEPT_CODE,HIS.OUTP_MR_DIAG_DESC,ORDERING_DEPT,1,1,N,DD.DEPT_CODE = A.ORDERING_DEPT,CDR_APPLY
HIS.DISCHARGE_DISPOSITION_DICT,DISCHARGE_DISPOSITION_CODE,HIS.PAT_VISIT,DISCHARGE_DISPOSITION,1,1,N,G.DISCHARGE_DISPOSITION_CODE = A.DISCHARGE_DISPOSITION,V_ESBHL_INPUT_CASE_FIRP
HIS.DOCTOR_GROUP,DOCTOR,HIS.INP_BILL_DETAIL,ORDER_DOCTOR,1,1,N,DDD.DOCTOR = A.ORDER_DOCTOR,PL_SFXMMX
HIS.DOCTOR_GROUP,GROUP_CODE,HIS.INP_BILL_DETAIL,PERFORM_GROUP,1,1,N,S.GROUP_CODE = A.PERFORM_GROUP,PL_SFXMMX
HIS.DOCTOR_GROUP,GROUP_CODE,HIS.INP_BILL_DETAIL,PERFORMED_BY,1,1,N,S.GROUP_CODE = A.PERFORMED_BY,PL_SFXMMX
HIS.DOCTOR_GROUP,GROUP_CODE,HIS.INP_BILL_DETAIL,ORDER_GROUP,1,1,N,S.GROUP_CODE = A.ORDER_GROUP,PL_SFXMMX
HIS.DOCTOR_GROUP,ORDER_GROUP,HIS.RECK_ITEM_CLASS_DICT,GROUP_CODE,1,1,N,S.ORDER_GROUP = R.GROUP_CODE,PL_SFXMMX
HIS.DOCTOR_GROUP,ORDER_GROUP,HIS.STAFF_GROUP_DICT,GROUP_CODE,1,1,N,DDD.ORDER_GROUP = EEE.GROUP_CODE,PL_SFXMMX
HIS.DRUG_DICT,DRUG_CODE,HIS.PAT_MASTER_INDEX,DRUG_CODE,1,1,N,T.DRUG_CODE = P.DRUG_CODE,V_ESBHL_CHINESE_MEDI_PRES
HIS.DRUG_PRESC_DETAIL,DICT_CODE,HIS.MED_DICT_BASEINFO,ANTI_FLAG,1,1,N,T.DICT_CODE = M.ANTI_FLAG,V_EMR_OUTPATIENT_RECIPE_BAK
HIS.DRUG_PRESC_DETAIL,DRUG_CODE,HIS.MED_DICT_BASEINFO,ITEM_CODE,1,1,N,M.ITEM_CODE = T.DRUG_CODE,V_EMR_OUTPATIENT_RECIPE_BAK
HIS.DRUG_PRESC_MASTER,PRESC_NO,HIS.PAT_MASTER_INDEX,PRESC_NO,1,1,N,A.PRESC_NO = T.PRESC_NO,V_ESBHL_CHINESE_MEDI_PRES
HIS.DRUG_PRESC_MASTER,PRESC_DATE,HIS.PAT_MASTER_INDEX,PRESC_DATE,1,1,N,T.PRESC_DATE = A.PRESC_DATE,V_ESBHL_CHINESE_MEDI_PRES
HIS.DRUG_PRESC_MASTER,PRESCRIBED_BY,HIS.STAFF_DICT,EMP_NO,1,1,N,SD.EMP_NO = A.PRESCRIBED_BY,V_EMR_OUTPATIENT_RECIPE
HIS.DRUG_PRESC_MASTER,PRESCRIBED_BY,HIS.STAFF_DICT,NAME,1,1,N,SD.NAME = A.PRESCRIBED_BY,V_EMR_OUTPATIENT_RECIPE
HIS.DRUG_PRESC_MASTER,ENTERED_BY,HIS.STAFF_DICT,EMP_NO,1,1,N,SD.EMP_NO = A.ENTERED_BY,V_EMR_OUTPATIENT_RECIPE
HIS.DRUG_PRESC_MASTER,ENTERED_BY,HIS.STAFF_DICT,NAME,1,1,N,SD.NAME = A.ENTERED_BY,V_EMR_OUTPATIENT_RECIPE
HIS.EXAM_ITEMS,EXAM_NO,HIS.EXAM_MASTER,EXAM_NO,1,1,N,T.EXAM_NO = T1.EXAM_NO,V_EMR_ADMISSION_RECORD_EXAM
HIS.EXAM_MASTER,PATIENT_ID,HIS.OPERATION,PATIENT_ID,1,1,N,A.PATIENT_ID = O.PATIENT_ID,V_ESBHL_CHECK_ROD
HIS.EXAM_MASTER,VISIT_ID,HIS.OPERATION,VISIT_ID,1,1,N,A.VISIT_ID = O.VISIT_ID,V_ESBHL_CHECK_ROD
HIS.EXAM_MASTER,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,1,1,N,A.PATIENT_ID = I.PATIENT_ID,V_ESBHL_CHECK_ROD
HIS.EXAM_MASTER,REQ_PHYSICIAN,HIS.STAFF_DICT,NAME,1,1,N,YG.NAME = A.REQ_PHYSICIAN,V_BI_ZYJCSQ
HIS.EXAM_MASTER,TECHNICIAN,HIS.STAFF_DICT,EMP_NO,1,1,N,Y.EMP_NO = A.TECHNICIAN,V_ESBHL_CHECK_ROD
HIS.EXP_DICT_ZZD,EXP_CODE,HIS.INP_BILL_DETAIL,ITEM_CODE,1,1,N,A.ITEM_CODE = D.EXP_CODE,V_ESBHL_HIGH_VALUE_ROD
HIS.INP_BILL_DETAIL,PATIENT_ID,HIS.INP_SETTLE_MASTER_YB,PATIENT_ID,1,1,N,C.PATIENT_ID = A.PATIENT_ID,V_EMR_IN_FEE_INFO_CHILD
HIS.INP_BILL_DETAIL,VISIT_ID,HIS.INP_SETTLE_MASTER_YB,VISIT_ID,1,1,N,C.VISIT_ID = A.VISIT_ID,V_EMR_IN_FEE_INFO_CHILD
HIS.INP_BILL_DETAIL,ITEM_CLASS,HIS.PRICE_LIST,ITEM_CLASS,1,1,N,PL.ITEM_CLASS = A.ITEM_CLASS,V_EMR_IN_FEE_INFO_CHILD
HIS.INP_BILL_DETAIL,ITEM_CODE,HIS.PRICE_LIST,ITEM_CODE,1,1,N,PL.ITEM_CODE = A.ITEM_CODE,V_EMR_IN_FEE_INFO_CHILD
HIS.INP_BILL_DETAIL,CLASS_ON_RECKONING,HIS.RECK_ITEM_CLASS_DICT,CLASS_CODE,1,1,N,R.CLASS_CODE = A.CLASS_ON_RECKONING,PL_SFXMMX
HIS.INP_BILL_DETAIL,DOCTOR,HIS.STAFF_DICT,NAME,1,1,N,Y.NAME = A.DOCTOR,KFY_DETAIL
HIS.INP_BILL_DETAIL,PROCESSING_NURSE,HIS.STAFF_DICT,NAME,1,1,N,Y.NAME = A.PROCESSING_NURSE,KFY_DETAIL
HIS.INP_BILL_DETAIL,NURSE,HIS.STAFF_DICT,NAME,1,1,N,Y.NAME = A.NURSE,KFY_DETAIL
HIS.INP_BILL_DETAIL,DOCTOR_USER,HIS.STAFF_DICT,EMP_NO,1,1,N,A.DOCTOR_USER = SD.EMP_NO,PL_SFXMMX
HIS.INP_BILL_DETAIL,PERFORM_DOCTOR,HIS.STAFF_DICT,NAME,1,1,N,T.NAME = A.PERFORM_DOCTOR,PL_SFXMMX
HIS.INP_BILL_DETAIL,OPERATOR_NO,HIS.STAFF_DICT,EMP_NO,1,1,N,S.EMP_NO = A.OPERATOR_NO,V_EMR_IN_FEE_INFO_CHILD
HIS.INP_BILL_DETAIL,ORDER_GROUP,HIS.STAFF_GROUP_DICT,GROUP_CODE,1,1,N,EEE.GROUP_CODE = A.ORDER_GROUP,PL_SFXMMX
HIS.INP_BILL_DETAIL,ITEM_CODE,UNKNOWN.CDA_VALUE_DOMAIN_MAP,HOSPITAL_CODE,1,1,N,E.HOSPITAL_CODE = A.ITEM_CODE,V_EMR_IN_FEE_INFO_CHILD
HIS.LAB_TEST_MASTER,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,1,1,N,A.PATIENT_ID = R.PATIENT_ID,V_ESBHL_INSPECTION_ROD
HIS.LAB_TEST_MASTER,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,1,1,N,A.VISIT_ID = T.VISIT_ID,V_ESBHL_INSPECTION_ROD
HIS.LAB_TEST_MASTER,ORDERING_PROVIDER,HIS.STAFF_DICT,EMP_NO,1,1,N,YG.EMP_NO = A.ORDERING_PROVIDER,V_BI_ZYJYSQ
HIS.LAB_TEST_MASTER,PERFORMED_BY,HIS.STAFF_DICT,EMP_NO,1,1,N,H.EMP_NO = A.PERFORMED_BY,V_ESBHL_INSPECTION_ROD
HIS.MED_DICT_BASEINFO,PHY_CLASS,PORTAL_USER.PORTAL_SYS_DICT,DICT_CODE,1,1,N,M.PHY_CLASS = P.DICT_CODE,V_EMR_DOC_ORDER_DRUG
HIS.MED_DICT_BASEINFO,DRUG_ID,UNKNOWN.CDA_VALUE_DOMAIN_MAP,ORDER_CODE,1,1,N,M.DRUG_ID = T.ORDER_CODE,V_EMR_DOC_ORDER_DRUG
HIS.MED_DICT_BASEINFO,DOSE_MODEL_CODE,UNKNOWN.CDA_VALUE_DOMAIN_MAP,HOSPITAL_CODE,1,1,N,V.HOSPITAL_CODE = M.DOSE_MODEL_CODE,V_EMR_OUTPATIENT_RECIPE_BAK
HIS.MR_BASE_DICT,ITEM_CODE,HIS.PAT_MASTER_INDEX,ID_TYPE,1,1,N,MBD.ITEM_CODE = A.ID_TYPE,CDR_PATIENT_INFO
HIS.MR_BILL_COSTS,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,1,1,N,R.PATIENT_ID = O.PATIENT_ID,V_EMR_ICH_CHARGE
HIS.MR_BILL_COSTS,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,1,1,N,R.VISIT_ID = O.VISIT_ID,V_EMR_ICH_CHARGE
HIS.NATION_DICT,NATION_CODE,HIS.PAT_MASTER_INDEX,NATION,1,1,N,ND.NATION_CODE = A.NATION,CDR_PATIENT_INFO
HIS.NATION_DICT,NATION_NAME,HIS.PAT_MASTER_INDEX,NATION,1,1,N,ND.NATION_NAME = A.NATION,CDR_PATIENT_INFO
HIS.OCCUPATION_DICT,OCCUPATION_CODE,HIS.PAT_VISIT,OCCUPATION,1,1,N,I.OCCUPATION_CODE = A.OCCUPATION,V_ESBHL_OUTPUT_SUMMARY
HIS.OPERATION,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,1,1,N,PMI.PATIENT_ID = O.PATIENT_ID,V_EMR_ICH_OPERATION
HIS.OPERATION,OPERATOR,HIS.STAFF_DICT,USER_NAME,1,1,N,SD.USER_NAME = O.OPERATOR,V_EMR_HOS_PREOP_DISCUSS
HIS.OPERATION,ANESTHESIA_DOCTOR,HIS.STAFF_DICT,USER_NAME,1,1,N,SD.USER_NAME = O.ANESTHESIA_DOCTOR,V_EMR_HOS_PREOP_DISCUSS
HIS.OPERATION,PATIENT_ID,MTL.EPR_INPATIENT_DOCINDEX,P_CLINIC_ID,1,1,N,O.PATIENT_ID = T.P_CLINIC_ID,V_EMR_HOS_PREOP_DISCUSS
HIS.OPERATION,VISIT_ID,MTL.EPR_INPATIENT_DOCINDEX,P_INPATIENT_TIMES,1,1,N,O.VISIT_ID = T.P_INPATIENT_TIMES,V_EMR_HOS_PREOP_DISCUSS
HIS.OPERATION,OPERATOR,UNKNOWN.DOC_REGISTER_EMP_MATCH,EMP_NO,1,1,N,YG.EMP_NO = O.OPERATOR,V_EMR_OPERA_RECORD
HIS.OPERATION,ANESTHESIA_DOCTOR,UNKNOWN.DOC_REGISTER_EMP_MATCH,EMP_NO,1,1,N,YG.EMP_NO = O.ANESTHESIA_DOCTOR,V_EMR_OPERA_RECORD
HIS.ORDERS,ORDER_CLASS,HIS.ORDER_CLASS_DICT,ORDER_CLASS_CODE,1,1,N,D.ORDER_CLASS_CODE = A.ORDER_CLASS,V_ESBHL_OUTPUT_DOCADVICE
HIS.ORDERS,DOCTOR,HIS.STAFF_DICT,NAME,1,1,N,YG.NAME = A.DOCTOR,V_BI_ZYYZ
HIS.ORDERS,DOCTOR_USER,HIS.STAFF_DICT,EMP_NO,1,1,N,SD.EMP_NO = T.DOCTOR_USER,V_EMR_DOC_ORDER_CHECK
HIS.ORDERS,NURSE_USER,HIS.STAFF_DICT,EMP_NO,1,1,N,SD.EMP_NO = T.NURSE_USER,V_EMR_DOC_ORDER_CHECK
HIS.ORDERS,STOP_DOCTOR_USER,HIS.STAFF_DICT,EMP_NO,1,1,N,SD.EMP_NO = T.STOP_DOCTOR_USER,V_EMR_DOC_ORDER_CHECK
HIS.ORDERS,STOP_DOCTOR,HIS.STAFF_DICT,EMP_NO,1,1,N,R.EMP_NO = A.STOP_DOCTOR,V_ESBHL_OUTPUT_DOCADVICE
HIS.ORDERS,CANCEL_DOCTOR,HIS.STAFF_DICT,EMP_NO,1,1,N,R.EMP_NO = A.CANCEL_DOCTOR,V_ESBHL_OUTPUT_DOCADVICE
HIS.ORDERS,NAME,LIS.VIEW_PTBH,生成人,1,1,N,A.NAME = A1.生成人,JY_DETAIL
HIS.ORDERS,APP_NO,LIS.VIEW_PTBH,申请单号,1,1,N,A.APP_NO = A1.申请单号,JY_DETAIL
HIS.ORDERS,PATIENT_ID,LIS.VIEW_PTBH,患者ID,1,1,N,A.PATIENT_ID = A1.患者ID,JY_DETAIL
HIS.ORDERS,NAME,LIS.VIEW_PTBH,采样人,1,1,N,A.NAME = A1.采样人,JY_DETAIL
HIS.ORDERS,NAME,LIS.VIEW_PTBH,送出人,1,1,N,A.NAME = A1.送出人,JY_DETAIL
HIS.ORDERS,NAME,LIS.VIEW_PTBH,接收人,1,1,N,A.NAME = A1.接收人,JY_DETAIL
HIS.ORDERS,NAME,LIS.VIEW_PTBH,录入人,1,1,N,A.NAME = A1.录入人,JY_DETAIL
HIS.ORDERS,NAME,LIS.VIEW_PTBH,审核人,1,1,N,A.NAME = A1.审核人,JY_DETAIL
HIS.ORDERS,DOCTOR_USER,UNKNOWN.DOC_REGISTER_EMP_MATCH,EMP_NO,1,1,N,YG.EMP_NO = T.DOCTOR_USER,V_EMR_DOC_ORDER_CHECK
HIS.ORDERS,PATIENT_ID,YDHL.MCS_PATIENT_ALLERY_HISTORY,PATIENT_ID,1,1,N,A.PATIENT_ID = HL.PATIENT_ID,INP_INFO114
HIS.ORDERS,VISIT_ID,YDHL.MCS_PATIENT_ALLERY_HISTORY,VISIT_ID,1,1,N,A.VISIT_ID = HL.VISIT_ID,INP_INFO114
HIS.OUTP_BILL_ITEMS,ITEM_CODE,HIS.PAT_MASTER_INDEX,HOSPITAL_CODE,1,1,N,E.HOSPITAL_CODE = B.ITEM_CODE,V_EMR_OUT_FEE_INFO_CHILD
HIS.OUTP_BILL_ITEMS,ORDERED_BY_DOCTOR,HIS.STAFF_DICT,EMP_NO,1,1,N,S.EMP_NO = B.ORDERED_BY_DOCTOR,V_EMR_OUT_FEE_INFO_CHILD
HIS.OUTP_MR,DOCTOR,HIS.STAFF_DICT,EMP_NO,1,1,N,A.DOCTOR = C.EMP_NO,V_EMR_OUTPATIENT_DIAG_BAK
HIS.OUTP_MR,DOCTOR_NO,HIS.STAFF_DICT,EMP_NO,1,1,N,A.DOCTOR_NO = C.EMP_NO,V_EMR_OUTPATIENT_DIAG_BAK
HIS.OUTP_MR_DIAG_DESC,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,1,1,N,PV.PATIENT_ID = A.PATIENT_ID,CDR_APPLY
HIS.OUTP_MR_DIAG_DESC,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,1,1,N,PV.VISIT_ID = A.VISIT_ID,CDR_APPLY
HIS.OUTP_MR_DIAG_DESC,ORDERING_PROVIDER,HIS.STAFF_DICT,EMP_NO,1,1,N,SD.EMP_NO = A.ORDERING_PROVIDER,CDR_APPLY
HIS.OUTP_MR_DIAG_DESC,TRANSCRIPTIONIST,HIS.STAFF_DICT,NAME,1,1,N,A.TRANSCRIPTIONIST = SD.NAME,CDR_APPLY
HIS.OUTP_MR_DIAG_DESC,VERIFIED_BY,HIS.STAFF_DICT,NAME,1,1,N,A.VERIFIED_BY = SD.NAME,CDR_APPLY
HIS.OUTP_RCPT_MASTER,OPERATOR_NO,HIS.STAFF_DICT,EMP_NO,1,1,N,S.EMP_NO = A.OPERATOR_NO,V_EMR_OUT_FEE_INFO_CHILD
HIS.PATIENT_CLASS_DICT,PATIENT_CLASS_CODE,HIS.PAT_VISIT,PATIENT_CLASS,1,1,N,L.PATIENT_CLASS_CODE = A.PATIENT_CLASS,V_ESBHL_INPUT_CASE_FIRP
HIS.PATS_IN_HOSPITAL,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,1,1,N,A.PATIENT_ID = B.PATIENT_ID,INPAT_LIST
HIS.PAT_MASTER_INDEX,RELATIONSHIP,HIS.RELATIONSHIP_DICT,RELATIONSHIP_CODE,1,1,N,RD.RELATIONSHIP_CODE = A.RELATIONSHIP,CDR_PATIENT_INFO
HIS.PAT_MASTER_INDEX,ID_NO,SHUNNENG.APPOINTINFOVIEW,SFZH,1,1,N,AA.SFZH = B.ID_NO,V_EMR_OUTPATIENT_REGISTER
HIS.PAT_MASTER_INDEX,PATIENT_ID,SM.MED_ANESTHESIA_PLAN,PATIENT_ID,1,1,N,A.PATIENT_ID = R.PATIENT_ID,V_ESBHL_ANE_ROD
HIS.PAT_MASTER_INDEX,PATIENT_ID,UNKNOWN.CDA_VALUE_DOMAIN_MAP,PATIENT_ID,1,1,N,T.PATIENT_ID = T2.PATIENT_ID,V_EMR_DOC_ORDER_DRUG
HIS.PAT_MASTER_INDEX,PATIENT_ID,UNKNOWN.V_EMR_ADMISSION_RECORD,ADMISSION_ID,1,1,N,AR.ADMISSION_ID = TT.PATIENT_ID,V_EMR_ADMISSION_DEAD_RECORD_TF
HIS.PAT_MASTER_INDEX,PATIENT_ID,YDHL.MCS_PATIENT_ALLERY_HISTORY,PATIENT_ID,1,1,N,A.PATIENT_ID = B.PATIENT_ID,INP_INFO114
HIS.PAT_MASTER_INDEX,PAT_INDEX_NO,YDHL.MCS_PATIENT_ALLERY_HISTORY,PATIENT_UID,1,1,N,A.PATIENT_UID = B.PAT_INDEX_NO,INP_INFO114
HIS.PAT_VISIT,RELATIONSHIP,HIS.RELATIONSHIP_DICT,RELATIONSHIP_CODE,1,1,N,B.RELATIONSHIP_CODE = A.RELATIONSHIP,V_ESBHL_INPUT_CASE_FIRP
HIS.PAT_VISIT,ADVANCED_STUDIES_DOCTOR,HIS.STAFF_DICT,EMP_NO,1,1,N,D.EMP_NO = A.ADVANCED_STUDIES_DOCTOR,V_ESBHL_INPUT_CASE_FIRP
HIS.PAT_VISIT,PRACTICE_DOCTOR,HIS.STAFF_DICT,EMP_NO,1,1,N,D.EMP_NO = A.PRACTICE_DOCTOR,V_ESBHL_INPUT_CASE_FIRP
HIS.PAT_VISIT,BLOOD_TYPE,HIS.STAFF_DICT,BLOOD_TYPE_CODE,1,1,N,F.BLOOD_TYPE_CODE = A.BLOOD_TYPE,V_ESBHL_INPUT_CASE_FIRP
HIS.PAT_VISIT,BLOOD_TYPE_RH,HIS.STAFF_DICT,BLOOD_TYPE_CODE,1,1,N,F.BLOOD_TYPE_CODE = A.BLOOD_TYPE_RH,V_ESBHL_INPUT_CASE_FIRP
HIS.PAT_VISIT,DOCTOR_OF_CONTROL_QUALITY,HIS.STAFF_DICT,DEPT_CODE,1,1,N,F.DEPT_CODE = A.DOCTOR_OF_CONTROL_QUALITY,V_ESBHL_INPUT_CASE_FIRP
HIS.PAT_VISIT,NURSE_OF_CONTROL_QUALITY,HIS.STAFF_DICT,DEPT_CODE,1,1,N,F.DEPT_CODE = A.NURSE_OF_CONTROL_QUALITY,V_ESBHL_INPUT_CASE_FIRP
HIS.PAT_VISIT,CATALOGER,HIS.STAFF_DICT,NAME,1,1,N,SD.NAME = A.CATALOGER,CDR_MEDICAL
HIS.PAT_VISIT,PATIENT_ID,HIS.WARD_TRANSFER,PATIENT_ID,1,1,N,Q.PATIENT_ID = A.PATIENT_ID,CDR_HOSPITAL_ORDER
HIS.PAT_VISIT,VISIT_ID,HIS.WARD_TRANSFER,VISIT_ID,1,1,N,Q.VISIT_ID = A.VISIT_ID,CDR_HOSPITAL_ORDER
HIS.PAT_VISIT,DOCTOR_IN_CHARGE,MTL.EPR_INPATIENT_DOCINDEX,EMP_NO,1,1,N,PV.DOCTOR_IN_CHARGE = T.EMP_NO,V_ESBHL_INPUT_ROD
HIS.PAT_VISIT,ATTENDING_DOCTOR,MTL.EPR_INPATIENT_DOCINDEX,EMP_NO,1,1,N,PV.ATTENDING_DOCTOR = T.EMP_NO,V_ESBHL_INPUT_ROD
HIS.PAT_VISIT,PATIENT_ID,SX.B_T_REQD,HZBS,1,1,N,TR.HZBS = P.PATIENT_ID,V_EMR_INFOR_TRANS_BLOOD
HIS.PAT_VISIT,VISIT_ID,SX.B_T_REQD,ZYCS,1,1,N,TR.ZYCS = P.VISIT_ID,V_EMR_INFOR_TRANS_BLOOD
HIS.PAT_VISIT,PATIENT_ID,UNKNOWN.CDA_VALUE_DOMAIN_MAP,PATIENT_ID,1,1,N,T.PATIENT_ID = PV.PATIENT_ID,V_EMR_DOC_ORDER_DRUG
HIS.PAT_VISIT,VISIT_ID,UNKNOWN.CDA_VALUE_DOMAIN_MAP,VISIT_ID,1,1,N,T.VISIT_ID = PV.VISIT_ID,V_EMR_DOC_ORDER_DRUG
HIS.PAT_VISIT,DOCTOR_IN_CHARGE,UNKNOWN.DOC_REGISTER_EMP_MATCH,EMP_NO,1,1,N,YG.EMP_NO = T1.DOCTOR_IN_CHARGE,V_EMR_ADMISSION_DIAGNOSIS
HIS.PAT_VISIT,ATTENDING_DOCTOR,UNKNOWN.DOC_REGISTER_EMP_MATCH,EMP_NO,1,1,N,YG.EMP_NO = T.ATTENDING_DOCTOR,V_EMR_DISCHARGE_RECORD
HIS.PAT_VISIT,PATIENT_ID,YDHL.MCS_PATIENT_ALLERY_HISTORY,PATIENT_ID,1,1,N,A.PATIENT_ID = C.PATIENT_ID,INP_INFO114
HIS.PAT_VISIT,VISIT_ID,YDHL.MCS_PATIENT_ALLERY_HISTORY,VISIT_ID,1,1,N,A.VISIT_ID = C.VISIT_ID,INP_INFO114
HIS.RECK_ITEM_CLASS_DICT,GROUP_CODE,HIS.STAFF_DICT,PERFORMED_BY,1,1,N,AA.PERFORMED_BY = R.GROUP_CODE,PL_SFXMMX
HIS.RECK_ITEM_CLASS_DICT,CLASS_CODE,HIS.STAFF_DICT,CLASS_ON_RECKONING,1,1,N,R.CLASS_CODE = AA.CLASS_ON_RECKONING,PL_SFXMMX
HIS.STAFF_DICT,NAME,MTL.EMRSD47,ZCRXM,1,1,N,SD.NAME = T3.ZCRXM,V_EMR_HOS_PREOP_DISCUSS
HIS.STAFF_DICT,EMP_NO,MTL.EMRSD9,QXHSXM,1,1,N,SD.EMP_NO = T3.QXHSXM,V_EMR_OPERA_RECORD
HIS.STAFF_DICT,EMP_NO,MTL.EMRSD9,XTHSXM,1,1,N,SD.EMP_NO = T3.XTHSXM,V_EMR_OPERA_RECORD
HIS.STAFF_DICT,NAME,NJ.BHOSCHECKUS,REPORTDR,1,1,N,Y.NAME = BH.REPORTDR,JC_DETAIL
HIS.STAFF_DICT,NAME,NJ.BHOSCHECKUS,RECORDDR,1,1,N,Y.NAME = BH.RECORDDR,JC_DETAIL
