schema,table,domain,classify_reason,referenced_by_ods_view_count,referenced_by_ods_views,row_count_stats,column_count,comment
HIS,DIAGNOSIS,诊断,curated_exact,37,CDR_APPLY|CDR_MEDICAL_DIAG|EMR_DISCHARGE_RECORD_DIAGNOSIS|EMR_HOS_CHANGE_MAJOR_RECORD|V_EMR_ADMISSION_DEAD_RECORD_TF|V_EMR_ADMISSION_DIAGNOSIS|V_EMR_ANESTHESIA_RECORD|V_EMR_ANES_AFTER_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_DEATH_RECORD|V_EMR_DISCHARGE_RECORD|V_EMR_HOS_CHANGE_MAJOR_RECORD|V_EMR_HOS_DND_RECORD|V_EMR_HOS_PREOP_DISCUSS|V_EMR_HOS_SAVE_RECORD|V_EMR_HOS_SUCCESSION_RECORD|V_EMR_ICH|V_EMR_ICH_DIAGNOSIS|V_EMR_INFOR_ANESTHESIA|V_EMR_INFOR_CRITICALLY_ILL,3324186,23,诊断记录 
HIS,OUTP_PAYMENTS_MONEY,费用,ods_view_context:FEE/CHARGE/BILL,1,V_EMR_OUT_FEE_INFO_MAIN,11295386,9,门诊病人支付方式记录
HIS,BEDPATS_IN_HOSPITAL,患者/就诊,name_pattern:PAT/VISIT/INP_NO/CLINIC,1,PAT_VIEW,4830897,29,
HIS,DIAGNOSIS_TYPE_DICT,诊断字典,curated_exact,1,CDR_MEDICAL_DIAG,12,6,诊断类别字典
HIS,RELATIONSHIP_DICT,病案首页,ods_view_context:V_EMR_ICH/INPUT_CASE_FIRP,3,CDR_MEDICAL|CDR_PATIENT_INFO|V_ESBHL_INPUT_CASE_FIRP,25,10,社会关系字典
HIS,DISCHARGE_DISPOSITION_DICT,病案首页,ods_view_context:V_EMR_ICH/INPUT_CASE_FIRP,1,V_ESBHL_INPUT_CASE_FIRP,7,11,出院方式字典
HIS,SPECIAL_CONSUL_NOFEE_SETTING,费用,name_pattern:BILL/FEE/CHARGE/PRICE/COST/PAY/SETTLE/RCPT,0,,49,2,
HIS,DRUG_PRICE_LIST,门诊,ods_view_context:OUTPATIENT/OUT_PRESCRIPTION/MZ,2,V_EMR_OUTPATIENT_RECIPE_BAK|V_EMR_OUTPATIENT_RECIPE_ITEM,32190,29,药品价格
HIS,PATS_IN_HOSPITAL,就诊,curated_exact,8,CDR_ADMISSION_INFO|CDR_HOSPITAL|CDR_MEDICAL|INPAT_LIST|INP_INFO114|PAT_VIEW|V_EMR_ADMISSION_RECORD|V_EMR_DISCHARGE_RECORD,1250,34,在院病人记录
HIS,PATIENT_CLASS_DICT,病案首页,ods_view_context:V_EMR_ICH/INPUT_CASE_FIRP,1,V_ESBHL_INPUT_CASE_FIRP,4,4,入院方式字典
HIS,ORDER_STATUS_DICT,医嘱,name_pattern:ORDER/ORDERS,0,,8,4,医嘱状态字典
HIS,LAB_ITEM_CLASS_DICT,检验,name_pattern:LAB/TEST,0,,16,8,检验项目类别字典
HIS,ANAESTHESIA_DICT,字典,name_pattern:DICT/CODE/MAP,0,,35,7,麻醉方法字典
HIS,DEPT_CLINIC_ATTR_DICT,患者/就诊,name_pattern:PAT/VISIT/INP_NO/CLINIC,0,,6,4,科室临床属性字典
HIS,DIM_AREA_MAPPING,字典,name_pattern:DICT/CODE/MAP,0,,261,8,行政区划代码映射字典表
HIS,LAB_TEST_ITEMS_DETAIL,检验,name_pattern:LAB/TEST,0,,4045082,12,
HIS,TEST_ONE,检验,name_pattern:LAB/TEST,0,,2747,43,
HIS,BLOOD_TYPE_DICT,病案首页,ods_view_context:V_EMR_ICH/INPUT_CASE_FIRP,1,V_ESBHL_INPUT_CASE_FIRP,6,3,血型字典
HIS,MARITAL_STATUS_DICT,病案首页,ods_view_context:V_EMR_ICH/INPUT_CASE_FIRP,1,V_ESBHL_INPUT_CASE_FIRP,9,10,婚姻状况字典
HIS,BED_TRANS_LOG,医嘱,ods_view_context:ORDER/DOC_ORDER/ZYYZ,1,CDR_HOSPITAL_ORDER,1779988,9,
HIS,PORTAL_SYS_DICT,字典,name_pattern:DICT/CODE/MAP,0,,1772,18,
HIS,HIS_VS_HRP_DEPT,科室/组织,name_pattern:DEPT/WARD/BED/ROOM,0,,287,4,his_hrp科室对照
HIS,CONSULTATION_MDT_DETAIL,未分类,no_rule,0,,9,14,
HIS,INP_SETTLE_MASTER_YB,费用,ods_view_context:FEE/CHARGE/BILL,2,V_EMR_IN_FEE_INFO_CHILD|V_EMR_IN_FEE_INFO_MAIN,464715,49,省、市医保结算记录
HIS,STAFF_VS_GROUP,人员,name_pattern:STAFF/EMP/DOCTOR/NURSE/USER,0,,9376,6,工作人员分组情况
HIS,DRUG_DICT,医嘱,ods_view_context:ORDER/DOC_ORDER/ZYYZ,5,V_EMR_DOC_ORDER_DRUG|V_EMR_OUTPATIENT_RECIPE|V_EMR_OUTPATIENT_RECIPE_BAK|V_EMR_OUTPATIENT_RECIPE_ITEM|V_ESBHL_CHINESE_MEDI_PRES,6039,21,药品字典
HIS,ORDER_CLASS_DICT,医嘱,ods_view_context:ORDER/DOC_ORDER/ZYYZ,2,CDR_HOSPITAL_ORDER|V_ESBHL_OUTPUT_DOCADVICE,9,6,医嘱类别字典
HIS,TEMP_ORDER_FEE_DIAG_OPER,诊断,name_pattern:DIAG,0,,28840774,32,
HIS,OPS_EMERGENCY_TRIAGE_INFO,未分类,no_rule,0,,0,26,急诊分诊信息
HIS,CONSULTATION_MDT_MASTER,未分类,no_rule,0,,7,14,
HIS,OUTP_PRESC_T,费用,ods_view_context:FEE/CHARGE/BILL,1,V_EMR_OUT_FEE_INFO_CHILD,5852899,50,处方医嘱明细记录
HIS,INP_SETTLE_MASTER_YB_0122,费用,name_pattern:BILL/FEE/CHARGE/PRICE/COST/PAY/SETTLE/RCPT,0,,1,49,
HIS,CHARGE_TYPE_DICT,费用,name_pattern:BILL/FEE/CHARGE/PRICE/COST/PAY/SETTLE/RCPT,1,CDR_PATIENT_INFO,19,16,费别字典
HIS,PERFORM_FREQ_DICT,门诊,ods_view_context:OUTPATIENT/OUT_PRESCRIPTION/MZ,1,CDR_OUT_PRESCRIPTION,59,6,医嘱执行频率字典
HIS,OPERATION_DICT,病案首页,ods_view_context:V_EMR_ICH/INPUT_CASE_FIRP,1,V_EMR_ICH_OPERATION,16450,22,手术操作字典
HIS,EXAM_ITEMS,检查/影像,ods_view_context:EXAM/CHECK/PACS/IMAGE/XD,1,V_EMR_ADMISSION_RECORD_EXAM,4374561,12,检查项目记录
HIS,TEMP20260211,人员,name_pattern:STAFF/EMP/DOCTOR/NURSE/USER,0,,917,6,
HIS,ADT_LOG,电子病历,ods_view_context:EMR_HOS/CDR_EMR/EPR/JHMR,4,CDR_HOSPITAL|EMR_HOS_CHANGE_MAJOR_RECORD|V_EMR_HOS_CHANGE_MAJOR_RECORD|V_EMR_REFERRAL_HOS_RECORD,1326775,10,病人入出转及状态变化日志
HIS,LAB_RESULT_MAPPING,检验,name_pattern:LAB/TEST,0,,119,4,
HIS,DW_PROJECT_DOWNLOAD_LOG,未分类,no_rule,0,,840,12,
HIS,LS,未分类,no_rule,0,,0,9,
HIS,LS2,未分类,no_rule,0,,0,8,
HIS,LS3,未分类,no_rule,0,,0,8,
HIS,OPS_CLINIC_INFO_PROVINCE,患者/就诊,name_pattern:PAT/VISIT/INP_NO/CLINIC,0,,0,213,省平台门诊病案首页
HIS,LS4,未分类,no_rule,0,,0,8,
HIS,LS5,未分类,no_rule,0,,0,8,
HIS,MR_BILL_COSTS_PATIENTINF,患者/就诊,name_pattern:PAT/VISIT/INP_NO/CLINIC,0,,0,2,
HIS,异地出院,未分类,no_rule,0,,0,9,
HIS,职工住院,未分类,no_rule,0,,0,6,
HIS,居民住院,未分类,no_rule,0,,0,6,
HIS,XHAAA,未分类,no_rule,0,,0,1,
HIS,BI_OUTP_FEE_DAY_SUM,费用,name_pattern:BILL/FEE/CHARGE/PRICE/COST/PAY/SETTLE/RCPT,0,,0,10,
HIS,SPECIAL_DURG_RECORD,未分类,no_rule,0,,0,15,14天医嘱药品记录
HIS,EMPLCODELIST,人员,name_pattern:STAFF/EMP/DOCTOR/NURSE/USER,0,,0,1,
HIS,D07_EXAM_ITEM_MAP,检查/影像,name_pattern:EXAM/PACS/IMAGE/REPORT,0,,0,5,D07影像诊断报告院内检查项目与省级CV04.30.009检查项目对照表
