view,from_table,from_column,to_table,to_column,condition,source,confidence
V_ESBHL_ANE_ROD,SM.MED_ANESTHESIA_PLAN,OPER_ID,SM.MED_OPERATION_MASTER,OPER_ID,A.OPER_ID = B.OPER_ID,ods_view_ddl_static_parse,static
V_ESBHL_ANE_ROD,SM.MED_OPERATION_MASTER,DIAG_BEFORE_OPERATION,SM.MED_DIAGNOSIS_DICT,DIAGNOSIS_NAME,B.DIAG_BEFORE_OPERATION = C.DIAGNOSIS_NAME,ods_view_ddl_static_parse,static
V_ESBHL_CHECK_ROD,HIS.EXAM_MASTER,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,A.PATIENT_ID = I.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_CHECK_ROD,HIS.STAFF_DICT,EMP_NO,HIS.EXAM_MASTER,TECHNICIAN,Y.EMP_NO = A.TECHNICIAN,ods_view_ddl_static_parse,static
V_ESBHL_CHECK_ROD,HIS.EXAM_MASTER,REQ_DEPT,HIS.DEPT_DICT,DEPT_CODE,A.REQ_DEPT = Q.DEPT_CODE,ods_view_ddl_static_parse,static
V_ESBHL_CHECK_ROD,HIS.EXAM_MASTER,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,A.PATIENT_ID = T.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_CHECK_ROD,HIS.EXAM_MASTER,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,A.VISIT_ID = T.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_CHECK_ROD,HIS.PAT_VISIT,DEPT_ADMISSION_TO,HIS.DEPT_DICT,DEPT_CODE,T.DEPT_ADMISSION_TO = Q.DEPT_CODE,ods_view_ddl_static_parse,static
V_ESBHL_CHECK_ROD,HIS.PAT_VISIT,ADT_ROOM_NO,HIS.DEPT_DICT,DEPT_CODE,T.ADT_ROOM_NO = Q.DEPT_CODE,ods_view_ddl_static_parse,static
V_ESBHL_CHECK_ROD,HIS.EXAM_MASTER,PATIENT_ID,HIS.DIAGNOSIS,PATIENT_ID,A.PATIENT_ID = H.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_CHECK_ROD,HIS.EXAM_MASTER,VISIT_ID,HIS.DIAGNOSIS,VISIT_ID,A.VISIT_ID = H.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_CHECK_ROD,HIS.EXAM_MASTER,PATIENT_ID,HIS.OPERATION,PATIENT_ID,A.PATIENT_ID = O.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_CHECK_ROD,HIS.EXAM_MASTER,VISIT_ID,HIS.OPERATION,VISIT_ID,A.VISIT_ID = O.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_CHINESE_MEDI_PRES,HIS.PAT_MASTER_INDEX,PATIENT_ID,HIS.DRUG_PRESC_MASTER,PATIENT_ID,T.PATIENT_ID = A.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_CHINESE_MEDI_PRES,HIS.PAT_MASTER_INDEX,DRUG_CODE,HIS.DRUG_DICT,DRUG_CODE,T.DRUG_CODE = P.DRUG_CODE,ods_view_ddl_static_parse,static
V_ESBHL_CHINESE_MEDI_PRES,HIS.DRUG_PRESC_MASTER,PRESC_NO,HIS.PAT_MASTER_INDEX,PRESC_NO,A.PRESC_NO = T.PRESC_NO,ods_view_ddl_static_parse,static
V_ESBHL_CHINESE_MEDI_PRES,HIS.PAT_MASTER_INDEX,PRESC_DATE,HIS.DRUG_PRESC_MASTER,PRESC_DATE,T.PRESC_DATE = A.PRESC_DATE,ods_view_ddl_static_parse,static
V_ESBHL_DYING_NUR_ROD,YDHL.INPATIENTS,NURSING_CLASS,YDHL.MCS_MSYS_NURSINGLEVEL_CONF,NURSING_LEVEL,N.NURSING_CLASS = B.NURSING_LEVEL,ods_view_ddl_static_parse,static
V_ESBHL_DYING_NUR_ROD,YDHL.MCS_VITAL_INFO,PATIENT_UID,YDHL.INPATIENTS,PAT_INDEX_NO,A.PATIENT_UID = N.PAT_INDEX_NO,ods_view_ddl_static_parse,static
V_ESBHL_GEN_NUR_ROD,YDHL.MCS_VITAL_INFO,PATIENT_UID,YDHL.INPATIENTS,PAT_INDEX_NO,A.PATIENT_UID = I.PAT_INDEX_NO,ods_view_ddl_static_parse,static
V_ESBHL_HIGH_VALUE_ROD,HIS.INP_BILL_DETAIL,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,A.PATIENT_ID = T.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_HIGH_VALUE_ROD,HIS.INP_BILL_DETAIL,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,A.PATIENT_ID = V.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_HIGH_VALUE_ROD,HIS.INP_BILL_DETAIL,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,A.VISIT_ID = V.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_HIGH_VALUE_ROD,HIS.INP_BILL_DETAIL,ITEM_CODE,HIS.EXP_DICT_ZZD,EXP_CODE,A.ITEM_CODE = D.EXP_CODE,ods_view_ddl_static_parse,static
V_ESBHL_HIGH_VALUE_ROD,HIS.INP_BILL_DETAIL,PATIENT_ID,HIS.DIAGNOSIS,PATIENT_ID,A.PATIENT_ID = I.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_HIGH_VALUE_ROD,HIS.INP_BILL_DETAIL,VISIT_ID,HIS.DIAGNOSIS,VISIT_ID,A.VISIT_ID = I.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.STAFF_DICT,EMP_NO,HIS.PAT_VISIT,DIRECTOR,D.EMP_NO = A.DIRECTOR,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.STAFF_DICT,EMP_NO,HIS.PAT_VISIT,PRACTICE_DOCTOR_OF_GRADUATE,D.EMP_NO = A.PRACTICE_DOCTOR_OF_GRADUATE,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.STAFF_DICT,EMP_NO,HIS.PAT_VISIT,ATTENDING_DOCTOR,D.EMP_NO = A.ATTENDING_DOCTOR,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.STAFF_DICT,EMP_NO,HIS.PAT_VISIT,DUTY_NURSE,D.EMP_NO = A.DUTY_NURSE,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.STAFF_DICT,EMP_NO,HIS.PAT_VISIT,ADVANCED_STUDIES_DOCTOR,D.EMP_NO = A.ADVANCED_STUDIES_DOCTOR,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.STAFF_DICT,EMP_NO,HIS.PAT_VISIT,PRACTICE_DOCTOR,D.EMP_NO = A.PRACTICE_DOCTOR,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.STAFF_DICT,EMP_NO,HIS.PAT_VISIT,CATALOGER,D.EMP_NO = A.CATALOGER,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.RELATIONSHIP_DICT,RELATIONSHIP_CODE,HIS.PAT_VISIT,RELATIONSHIP,B.RELATIONSHIP_CODE = A.RELATIONSHIP,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.PATIENT_CLASS_DICT,PATIENT_CLASS_CODE,HIS.PAT_VISIT,PATIENT_CLASS,L.PATIENT_CLASS_CODE = A.PATIENT_CLASS,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.DEPT_DICT,DEPT_CODE,HIS.PAT_VISIT,DEPT_ADMISSION_TO,U.DEPT_CODE = A.DEPT_ADMISSION_TO,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.DIAGNOSIS,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,E.PATIENT_ID = A.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.PAT_VISIT,VISIT_ID,HIS.DIAGNOSIS,VISIT_ID,A.VISIT_ID = E.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.DISCHARGE_DISPOSITION_DICT,DISCHARGE_DISPOSITION_CODE,HIS.PAT_VISIT,DISCHARGE_DISPOSITION,G.DISCHARGE_DISPOSITION_CODE = A.DISCHARGE_DISPOSITION,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.STAFF_DICT,BLOOD_TYPE_CODE,HIS.PAT_VISIT,BLOOD_TYPE,F.BLOOD_TYPE_CODE = A.BLOOD_TYPE,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.STAFF_DICT,BLOOD_TYPE_CODE,HIS.PAT_VISIT,BLOOD_TYPE_RH,F.BLOOD_TYPE_CODE = A.BLOOD_TYPE_RH,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.OPERATION,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,O.PATIENT_ID = A.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.PAT_VISIT,VISIT_ID,HIS.OPERATION,VISIT_ID,A.VISIT_ID = O.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.DEPT_DICT,DEPT_CODE,HIS.PAT_VISIT,DEPT_DISCHARGE_FROM,U.DEPT_CODE = A.DEPT_DISCHARGE_FROM,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.STAFF_DICT,DEPT_CODE,HIS.PAT_VISIT,DOCTOR_OF_CONTROL_QUALITY,F.DEPT_CODE = A.DOCTOR_OF_CONTROL_QUALITY,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_CASE_FIRP,HIS.STAFF_DICT,DEPT_CODE,HIS.PAT_VISIT,NURSE_OF_CONTROL_QUALITY,F.DEPT_CODE = A.NURSE_OF_CONTROL_QUALITY,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_ROD,HIS.PAT_VISIT,DOCTOR_IN_CHARGE,MTL.EPR_INPATIENT_DOCINDEX,EMP_NO,PV.DOCTOR_IN_CHARGE = T.EMP_NO,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_ROD,HIS.PAT_VISIT,ATTENDING_DOCTOR,MTL.EPR_INPATIENT_DOCINDEX,EMP_NO,PV.ATTENDING_DOCTOR = T.EMP_NO,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_ROD,HIS.DEPT_DICT,DEPT_CODE,HIS.PAT_VISIT,DEPT_DISCHARGE_FROM,D.DEPT_CODE = PV.DEPT_DISCHARGE_FROM,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_ROD,HIS.DEPT_DICT,DEPT_CODE,HIS.PAT_VISIT,ADT_ROOM_NO,D.DEPT_CODE = PV.ADT_ROOM_NO,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_ROD,MTL.EPR_INPATIENT_DOCINDEX,UHID,MTL.EPR_INPATIENT,UHID,T.UHID = T1.UHID,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_ROD,MTL.EMRSD34,段落编号,MTL.EPR_INPATIENT,ID,T3.段落编号 = T1.ID,ods_view_ddl_static_parse,static
V_ESBHL_INPUT_ROD,HIS.PAT_VISIT,VISIT_ID,MTL.EPR_INPATIENT_DOCINDEX,P_INPATIENT_TIMES,PV.VISIT_ID = T.P_INPATIENT_TIMES,ods_view_ddl_static_parse,static
V_ESBHL_INSPECTION_ROD,HIS.LAB_TEST_MASTER,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,A.PATIENT_ID = T.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_INSPECTION_ROD,HIS.STAFF_DICT,EMP_NO,HIS.LAB_TEST_MASTER,PERFORMED_BY,H.EMP_NO = A.PERFORMED_BY,ods_view_ddl_static_parse,static
V_ESBHL_INSPECTION_ROD,HIS.LAB_TEST_MASTER,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,A.PATIENT_ID = R.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_INSPECTION_ROD,HIS.DEPT_DICT,DEPT_CODE,HIS.LAB_TEST_MASTER,ORDERING_DEPT,D.DEPT_CODE = A.ORDERING_DEPT,ods_view_ddl_static_parse,static
V_ESBHL_INSPECTION_ROD,HIS.LAB_TEST_MASTER,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,A.VISIT_ID = T.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_INSPECTION_ROD,HIS.LAB_TEST_MASTER,PATIENT_ID,HIS.DIAGNOSIS,PATIENT_ID,A.PATIENT_ID = I.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_INSPECTION_ROD,HIS.LAB_TEST_MASTER,VISIT_ID,HIS.DIAGNOSIS,VISIT_ID,A.VISIT_ID = I.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_NUR_PLAN,YDHL.INPATIENTS,NURSING_CLASS,YDHL.MCS_MSYS_NURSINGLEVEL_CONF,NURSING_LEVEL,A.NURSING_CLASS = C.NURSING_LEVEL,ods_view_ddl_static_parse,static
V_ESBHL_OPER_ROD,HIS.DEPT_DICT,DEPT_CODE,HIS.PAT_VISIT,DEPT_ADMISSION_TO,D.DEPT_CODE = PV.DEPT_ADMISSION_TO,ods_view_ddl_static_parse,static
V_ESBHL_OPER_ROD,HIS.DEPT_DICT,DEPT_CODE,HIS.PAT_VISIT,DEPT_DISCHARGE_FROM,D.DEPT_CODE = PV.DEPT_DISCHARGE_FROM,ods_view_ddl_static_parse,static
V_ESBHL_OPER_ROD,MTL.EPR_INPATIENT_DOCINDEX,UHID,MTL.EPR_INPATIENT,UHID,T.UHID = T1.UHID,ods_view_ddl_static_parse,static
V_ESBHL_OPER_ROD,MTL.EMRSD9,段落编号,MTL.EPR_INPATIENT,ID,T3.段落编号 = T1.ID,ods_view_ddl_static_parse,static
V_ESBHL_OPER_ROD,HIS.PAT_VISIT,VISIT_ID,MTL.EPR_INPATIENT_DOCINDEX,P_INPATIENT_TIMES,PV.VISIT_ID = T.P_INPATIENT_TIMES,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_DOCADVICE,HIS.PAT_MASTER_INDEX,PATIENT_ID,HIS.ORDERS,PATIENT_ID,M.PATIENT_ID = A.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_DOCADVICE,HIS.PAT_VISIT,PATIENT_ID,HIS.ORDERS,PATIENT_ID,T.PATIENT_ID = A.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_DOCADVICE,HIS.PAT_VISIT,VISIT_ID,HIS.ORDERS,VISIT_ID,T.VISIT_ID = A.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_DOCADVICE,HIS.ORDER_CLASS_DICT,ORDER_CLASS_CODE,HIS.ORDERS,ORDER_CLASS,D.ORDER_CLASS_CODE = A.ORDER_CLASS,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_DOCADVICE,HIS.STAFF_DICT,EMP_NO,HIS.ORDERS,STOP_DOCTOR,R.EMP_NO = A.STOP_DOCTOR,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_DOCADVICE,HIS.STAFF_DICT,EMP_NO,HIS.ORDERS,CANCEL_DOCTOR,R.EMP_NO = A.CANCEL_DOCTOR,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_SUMMARY,HIS.PAT_MASTER_INDEX,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,D.PATIENT_ID = A.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_SUMMARY,HIS.OCCUPATION_DICT,OCCUPATION_CODE,HIS.PAT_VISIT,OCCUPATION,I.OCCUPATION_CODE = A.OCCUPATION,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_SUMMARY,HIS.DEPT_DICT,DEPT_CODE,HIS.PAT_VISIT,DEPT_ADMISSION_TO,E.DEPT_CODE = A.DEPT_ADMISSION_TO,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_SUMMARY,HIS.DEPT_DICT,DEPT_CODE,HIS.PAT_VISIT,ADT_ROOM_NO,E.DEPT_CODE = A.ADT_ROOM_NO,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_SUMMARY,HIS.PAT_VISIT,PATIENT_ID,HIS.DIAGNOSIS,PATIENT_ID,A.PATIENT_ID = B.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_SUMMARY,HIS.PAT_VISIT,VISIT_ID,HIS.DIAGNOSIS,VISIT_ID,A.VISIT_ID = B.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_SUMMARY,HIS.PAT_VISIT,PATIENT_ID,HIS.OPERATION,PATIENT_ID,A.PATIENT_ID = T.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_OUTPUT_SUMMARY,HIS.PAT_VISIT,VISIT_ID,HIS.OPERATION,VISIT_ID,A.VISIT_ID = T.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_TRE_ROD,HIS.INP_BILL_DETAIL,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,A.PATIENT_ID = T.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_TRE_ROD,HIS.INP_BILL_DETAIL,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,A.PATIENT_ID = R.PATIENT_ID,ods_view_ddl_static_parse,static
V_ESBHL_TRE_ROD,HIS.INP_BILL_DETAIL,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,A.VISIT_ID = T.VISIT_ID,ods_view_ddl_static_parse,static
V_ESBHL_VS_MEASURE_ROD,YDHL.MCS_VITAL_INFO,PATIENT_UID,YDHL.INPATIENTS,PAT_INDEX_NO,A.PATIENT_UID = I.PAT_INDEX_NO,ods_view_ddl_static_parse,static
CDR_ADMISSION_INFO,HIS.PATS_IN_HOSPITAL,DEPT_CODE,HIS.DEPT_DICT,DEPT_CODE,A.DEPT_CODE = T.DEPT_CODE,ods_view_ddl_static_parse,static
CDR_APPLY,HIS.DIAGNOSIS_DICT,DEPT_CODE,HIS.OUTP_MR_DIAG_DESC,ORDERING_DEPT,DD.DEPT_CODE = A.ORDERING_DEPT,ods_view_ddl_static_parse,static
CDR_APPLY,HIS.STAFF_DICT,EMP_NO,HIS.OUTP_MR_DIAG_DESC,ORDERING_PROVIDER,SD.EMP_NO = A.ORDERING_PROVIDER,ods_view_ddl_static_parse,static
CDR_APPLY,HIS.OUTP_MR_DIAG_DESC,TRANSCRIPTIONIST,HIS.STAFF_DICT,NAME,A.TRANSCRIPTIONIST = SD.NAME,ods_view_ddl_static_parse,static
CDR_APPLY,HIS.OUTP_MR_DIAG_DESC,VERIFIED_BY,HIS.STAFF_DICT,NAME,A.VERIFIED_BY = SD.NAME,ods_view_ddl_static_parse,static
CDR_APPLY,HIS.OUTP_MR_DIAG_DESC,PATIENT_ID,HIS.CLINIC_MASTER,PATIENT_ID,A.PATIENT_ID = CM.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_APPLY,HIS.PAT_VISIT,PATIENT_ID,HIS.OUTP_MR_DIAG_DESC,PATIENT_ID,PV.PATIENT_ID = A.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_APPLY,HIS.PAT_VISIT,VISIT_ID,HIS.OUTP_MR_DIAG_DESC,VISIT_ID,PV.VISIT_ID = A.VISIT_ID,ods_view_ddl_static_parse,static
CDR_EMR_DOCUMENT,JHEMR.JHMR_FILE_CONTENT_TEXT,FILE_UNIQUE_ID,JHEMR.JHMR_FILE_INDEX,FILE_UNIQUE_ID,A.FILE_UNIQUE_ID = B.FILE_UNIQUE_ID,ods_view_ddl_static_parse,static
CDR_HOSPITAL_ORDER,HIS.WARD_TRANSFER,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,Q.PATIENT_ID = A.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_HOSPITAL_ORDER,HIS.WARD_TRANSFER,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,Q.VISIT_ID = A.VISIT_ID,ods_view_ddl_static_parse,static
CDR_HOSPITAL_ORDER,HIS.BED_TRANS_LOG,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,AA.PATIENT_ID = A.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_HOSPITAL_ORDER,HIS.BED_TRANS_LOG,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,AA.VISIT_ID = A.VISIT_ID,ods_view_ddl_static_parse,static
CDR_MEDICAL,HIS.PAT_VISIT,DEPT_ADMISSION_TO,HIS.DEPT_DICT,DEPT_CODE,A.DEPT_ADMISSION_TO = T.DEPT_CODE,ods_view_ddl_static_parse,static
CDR_MEDICAL,HIS.PAT_VISIT,ADT_ROOM_NO,HIS.DEPT_DICT,DEPT_CODE,A.ADT_ROOM_NO = T.DEPT_CODE,ods_view_ddl_static_parse,static
CDR_MEDICAL,HIS.PAT_VISIT,DEPT_DISCHARGE_FROM,HIS.DEPT_DICT,DEPT_CODE,A.DEPT_DISCHARGE_FROM = T.DEPT_CODE,ods_view_ddl_static_parse,static
CDR_MEDICAL,HIS.PAT_VISIT,DISCHARGE_WARD_CODE,HIS.DEPT_DICT,DEPT_CODE,A.DISCHARGE_WARD_CODE = T.DEPT_CODE,ods_view_ddl_static_parse,static
CDR_MEDICAL,HIS.STAFF_DICT,NAME,HIS.PAT_VISIT,CATALOGER,SD.NAME = A.CATALOGER,ods_view_ddl_static_parse,static
CDR_MEDICAL,HIS.STAFF_DICT,EMP_NO,HIS.PAT_VISIT,CATALOGER,SD.EMP_NO = A.CATALOGER,ods_view_ddl_static_parse,static
CDR_MEDICAL_DIAG,HIS.CLINIC_MASTER,VISIT_DEPT,HIS.DEPT_DICT,DEPT_CODE,D.VISIT_DEPT = A1.DEPT_CODE,ods_view_ddl_static_parse,static
CDR_MEDICAL_DIAG,HIS.PAT_VISIT,DEPT_ADMISSION_TO,HIS.CLINIC_MASTER,DEPT_CODE,C.DEPT_ADMISSION_TO = D.DEPT_CODE,ods_view_ddl_static_parse,static
CDR_MEDICAL_DIAG,HIS.PAT_VISIT,ATTENDING_DOCTOR,HIS.CLINIC_MASTER,EMP_NO,C.ATTENDING_DOCTOR = D.EMP_NO,ods_view_ddl_static_parse,static
CDR_MEDICAL_DIAG,HIS.DIAGNOSIS,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,A.PATIENT_ID = B.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_MEDICAL_DIAG,HIS.DIAGNOSIS,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,A.PATIENT_ID = C.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_MEDICAL_DIAG,HIS.DIAGNOSIS,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,A.VISIT_ID = C.VISIT_ID,ods_view_ddl_static_parse,static
CDR_MEDICAL_DIAG,HIS.DIAGNOSIS,PATIENT_ID,HIS.CLINIC_MASTER,PATIENT_ID,A.PATIENT_ID = D.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_AFTER,SM.MED_CUSTOM_DATA,PATIENT_ID,SM.MED_OPERATION_MASTER,PATIENT_ID,MCD.PATIENT_ID = MOM.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_AFTER,SM.MED_CUSTOM_DATA,VISIT_ID,SM.MED_OPERATION_MASTER,VISIT_ID,MCD.VISIT_ID = MOM.VISIT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_AFTER,SM.MED_CUSTOM_DATA,OPER_ID,SM.MED_OPERATION_MASTER,OPER_ID,MCD.OPER_ID = MOM.OPER_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_AFTER,SM.MED_OPERATION_MASTER,PATIENT_ID,SM.MED_PAT_MASTER_INDEX,PATIENT_ID,MOM.PATIENT_ID = MPMI.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_APPLY,SM.MED_OPERATION_MASTER,PATIENT_ID,SM.MED_OPERATION_SCHEDULE,PATIENT_ID,MOM.PATIENT_ID = MOS.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_APPLY,SM.MED_OPERATION_MASTER,OPERATION_NAME,SM.MED_OPERATION_SCHEDULE,OPERATION_NAME,MOM.OPERATION_NAME = MOS.OPERATION_NAME,ods_view_ddl_static_parse,static
CDR_OPERATION_APPLY,SM.MED_OPERATION_MASTER,VISIT_ID,SM.MED_OPERATION_SCHEDULE,VISIT_ID,MOM.VISIT_ID = MOS.VISIT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_APPLY,SM.MED_OPERATION_MASTER,OPER_ID,SM.MED_OPERATION_SCHEDULE,OPER_ID,MOM.OPER_ID = MOS.OPER_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_PHARMACY,SM.MED_OPERATION_MASTER,PATIENT_ID,SM.MED_ANESTHESIA_EVENT,PATIENT_ID,MOM.PATIENT_ID = MAE.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_PHARMACY,SM.MED_OPERATION_MASTER,VISIT_ID,SM.MED_ANESTHESIA_EVENT,VISIT_ID,MOM.VISIT_ID = MAE.VISIT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_PHARMACY,SM.MED_OPERATION_MASTER,OPER_ID,SM.MED_ANESTHESIA_EVENT,OPER_ID,MOM.OPER_ID = MAE.OPER_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_RECOVERY,SM.MED_CUSTOM_DATA,PATIENT_ID,SM.MED_OPERATION_MASTER,PATIENT_ID,MCD.PATIENT_ID = MOM.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_RECOVERY,SM.MED_CUSTOM_DATA,VISIT_ID,SM.MED_OPERATION_MASTER,VISIT_ID,MCD.VISIT_ID = MOM.VISIT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_RECOVERY,SM.MED_CUSTOM_DATA,OPER_ID,SM.MED_OPERATION_MASTER,OPER_ID,MCD.OPER_ID = MOM.OPER_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_VISIT,SM.MED_CUSTOM_DATA,PATIENT_ID,SM.MED_OPERATION_MASTER,PATIENT_ID,MCD.PATIENT_ID = MOM.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_VISIT,SM.MED_CUSTOM_DATA,VISIT_ID,SM.MED_OPERATION_MASTER,VISIT_ID,MCD.VISIT_ID = MOM.VISIT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_VISIT,SM.MED_CUSTOM_DATA,OPER_ID,SM.MED_OPERATION_MASTER,OPER_ID,MCD.OPER_ID = MOM.OPER_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_VISIT,SM.MED_OPERATION_MASTER,PATIENT_ID,SM.MED_ANESTHESIA_PLAN,PATIENT_ID,MOM.PATIENT_ID = MAP.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_VISIT,SM.MED_OPERATION_MASTER,VISIT_ID,SM.MED_ANESTHESIA_PLAN,VISIT_ID,MOM.VISIT_ID = MAP.VISIT_ID,ods_view_ddl_static_parse,static
CDR_OPERATION_VISIT,SM.MED_OPERATION_MASTER,OPER_ID,SM.MED_ANESTHESIA_PLAN,OPER_ID,MOM.OPER_ID = MAP.OPER_ID,ods_view_ddl_static_parse,static
