source_db,source_owner,table_name,full_name,domain,table_role,include_status,exclude_reason,include_note,num_rows_stats,column_count,primary_key,ods_same_name_covered,ods_field_coverage_ratio
10.10.10.15:1521/his,COMM,RESPON_VS_HIS_DEPT,COMM.RESPON_VS_HIS_DEPT,组织人员,dimension,included,,基础字典/维表,59,9,RESPON_DEPT_CODE+HIS_DEPT_CODE,false,0
10.10.10.15:1521/his,COMM,ROOM_DICT,COMM.ROOM_DICT,字典,dimension,included,,基础字典/维表,3,5,ROOM_CODE,false,0
10.10.10.15:1521/his,COMM,SECURITY_APPS,COMM.SECURITY_APPS,公共字典/基础资料,dimension,included,,基础字典/维表,0,2,APPLICATION,false,0
10.10.10.15:1521/his,COMM,SECURITY_GROUPINGS,COMM.SECURITY_GROUPINGS,公共字典/基础资料,dimension,included,,基础字典/维表,145,3,GROUP_NAME+APPLICATION,false,0
10.10.10.15:1521/his,COMM,SECURITY_INFO,COMM.SECURITY_INFO,公共字典/基础资料,dimension,included,,基础字典/维表,4955,5,APPLICATION+WINDOW+CONTROL+GROUP_NAME,false,0
10.10.10.15:1521/his,COMM,SECURITY_INFO_PRG,COMM.SECURITY_INFO_PRG,公共字典/基础资料,dimension,included,,基础字典/维表,0,4,APPLICATION+GROUP_NAME+RIGHT,false,0
10.10.10.15:1521/his,COMM,SECURITY_RIGHT_DESCRIPTION,COMM.SECURITY_RIGHT_DESCRIPTION,公共字典/基础资料,dimension,included,,基础字典/维表,0,4,APPLICATION+RIGHT,false,0
10.10.10.15:1521/his,COMM,SECURITY_TEMPLATE,COMM.SECURITY_TEMPLATE,组织人员,excluded,excluded,临时/备份/测试表，第一版排除,,3662,8,APPLICATION+WINDOW+CONTROL+ITEM_NO,false,0
10.10.10.15:1521/his,COMM,SECURITY_USERS,COMM.SECURITY_USERS,组织人员,dimension,included,,基础字典/维表,5025,6,,false,0
10.10.10.15:1521/his,COMM,SETTLE_TRANS_TYPE_DICT,COMM.SETTLE_TRANS_TYPE_DICT,费用,dimension,included,,基础字典/维表,3,4,TRANSACT_TYPE_CODE,false,0
10.10.10.15:1521/his,COMM,SEX_DICT,COMM.SEX_DICT,字典,dimension,included,,基础字典/维表,4,9,SEX_NAME,false,0
10.10.10.15:1521/his,COMM,SPARE_MEDICINES_DICT,COMM.SPARE_MEDICINES_DICT,字典,dimension,included,,基础字典/维表,32,20,,false,0
10.10.10.15:1521/his,COMM,SPECIAL_CLINIC_DICT,COMM.SPECIAL_CLINIC_DICT,字典,dimension,included,,基础字典/维表,0,4,SPECIAL_CLINIC_NAME,false,0
10.10.10.15:1521/his,COMM,SPECIAL_CLINIC_PRICE,COMM.SPECIAL_CLINIC_PRICE,费用,dimension,included,,基础字典/维表,0,2,CLINIC_TYPE,false,0
10.10.10.15:1521/his,COMM,SPECIMAN_DICT,COMM.SPECIMAN_DICT,字典,dimension,included,,基础字典/维表,240,12,SPECIMAN_CODE,true,1.0
10.10.10.15:1521/his,COMM,STAFF_DICT,COMM.STAFF_DICT,组织人员,dimension,included,,人员字典，用户确认纳入,4196,30,,true,1.0
10.10.10.15:1521/his,COMM,STAFF_DICT_20231206,COMM.STAFF_DICT_20231206,组织人员,dimension,included,,基础字典/维表,3776,29,,false,0
10.10.10.15:1521/his,COMM,STAFF_DICT_BAK,COMM.STAFF_DICT_BAK,组织人员,dimension,included,,基础字典/维表,0,11,,false,0
10.10.10.15:1521/his,COMM,STAFF_DICT_BAK_2,COMM.STAFF_DICT_BAK_2,组织人员,dimension,included,,基础字典/维表,0,11,,false,0
10.10.10.15:1521/his,COMM,STAFF_DICT_TITLE,COMM.STAFF_DICT_TITLE,组织人员,dimension,included,,基础字典/维表,106,3,,false,0
10.10.10.15:1521/his,COMM,STAFF_GROUP_CLASS_DICT,COMM.STAFF_GROUP_CLASS_DICT,组织人员,dimension,included,,基础字典/维表,15,2,GROUP_CLASS,true,1.0
10.10.10.15:1521/his,COMM,STAFF_GROUP_DICT,COMM.STAFF_GROUP_DICT,组织人员,dimension,included,,基础字典/维表,558,7,GROUP_CLASS+GROUP_CODE,true,1.0
10.10.10.15:1521/his,COMM,STAFF_IN_CONTRACT,COMM.STAFF_IN_CONTRACT,组织人员,dimension,included,,基础字典/维表,0,3,UNIT_CODE+IDENTITY,false,0
10.10.10.15:1521/his,COMM,STAFF_RESPON_GROUP,COMM.STAFF_RESPON_GROUP,组织人员,dimension,included,,基础字典/维表,153,15,,false,0
10.10.10.15:1521/his,COMM,STAFF_VS_CARD,COMM.STAFF_VS_CARD,组织人员,dimension,included,,基础字典/维表,500,1,CARD_NO,false,0
10.10.10.15:1521/his,COMM,STAFF_VS_GROUP,COMM.STAFF_VS_GROUP,组织人员,dimension,included,,基础字典/维表,9376,6,GROUP_CLASS+GROUP_CODE+EMP_NO,true,1.0
10.10.10.15:1521/his,COMM,SUPPLIER_CLASS_DICT,COMM.SUPPLIER_CLASS_DICT,字典,dimension,included,,基础字典/维表,6,3,,false,0
10.10.10.15:1521/his,COMM,SYS_CODE,COMM.SYS_CODE,字典,dimension,included,,基础字典/维表,0,5,TYPEID+CODEID,false,0
10.10.10.15:1521/his,COMM,SYS_PASS,COMM.SYS_PASS,公共字典/基础资料,dimension,included,,基础字典/维表,1,2,DB_USER,false,0
10.10.10.15:1521/his,COMM,TABLE_COLUMNS_SET,COMM.TABLE_COLUMNS_SET,公共字典/基础资料,dimension,included,,基础字典/维表,0,9,OWNER+TABLE_NAME+COLUMN_NAME,false,0
10.10.10.15:1521/his,COMM,TABLE_ROLE_SET,COMM.TABLE_ROLE_SET,公共字典/基础资料,dimension,included,,基础字典/维表,0,4,ROLE+OWNER+TABLE_NAME+PRIVILEGE,false,0
10.10.10.15:1521/his,COMM,TABLE_SYNONYM_SET,COMM.TABLE_SYNONYM_SET,公共字典/基础资料,dimension,included,,基础字典/维表,0,4,SYNAME+CREATER+TNAME+TABTYPE,false,0
10.10.10.15:1521/his,COMM,TALLY_SUBJECT_DICT,COMM.TALLY_SUBJECT_DICT,字典,dimension,included,,基础字典/维表,22,5,SUBJ_CODE,false,0
10.10.10.15:1521/his,COMM,TENDER_DRUG_DICT,COMM.TENDER_DRUG_DICT,药品,dimension,included,,基础字典/维表,0,11,ORDER_BATCH+TENDER_NO+DRUG_CODE+PACK_SPEC+FIRM_ID,false,0
10.10.10.15:1521/his,COMM,TENDER_PRICE_CLASS,COMM.TENDER_PRICE_CLASS,费用,dimension,included,,基础字典/维表,3,3,PRICE_CLASS_CODE,false,0
10.10.10.15:1521/his,COMM,TIME_INTERVAL_DICT,COMM.TIME_INTERVAL_DICT,字典,dimension,included,,基础字典/维表,7,4,TIME_INTERVAL_NAME,false,0
10.10.10.15:1521/his,COMM,TIME_UNITS_DICT,COMM.TIME_UNITS_DICT,字典,dimension,included,,基础字典/维表,8,4,TIME_UNITS_NAME,false,0
10.10.10.15:1521/his,COMM,TITLE_DICT,COMM.TITLE_DICT,字典,dimension,included,,基础字典/维表,60,6,TITLE_CODE,false,0
10.10.10.15:1521/his,COMM,TJHIS_MESSAGE_DEPT_RECEIVE,COMM.TJHIS_MESSAGE_DEPT_RECEIVE,组织人员,dimension,included,,基础字典/维表,0,7,,false,0
10.10.10.15:1521/his,COMM,TJ_ERROR_LOG,COMM.TJ_ERROR_LOG,公共字典/基础资料,excluded,excluded,日志类表，用户确认第一版排除,,0,10,ERROR_DATE,false,0
10.10.10.15:1521/his,COMM,TJ_ERROR_MESSAGE,COMM.TJ_ERROR_MESSAGE,公共字典/基础资料,dimension,included,,基础字典/维表,0,6,ERROR_PRG_NAME+ERROR_CODE,false,0
10.10.10.15:1521/his,COMM,TJ_LOG_MESSAGE,COMM.TJ_LOG_MESSAGE,公共字典/基础资料,excluded,excluded,日志类表，用户确认第一版排除,,0,7,LOG_DATE,false,0
10.10.10.15:1521/his,COMM,TJ_PRG_FUNCTION_CONTROL,COMM.TJ_PRG_FUNCTION_CONTROL,公共字典/基础资料,dimension,included,,基础字典/维表,0,10,DB_USER+PRG_NAME+WINDOW_NAME+CONTROL_NAME,false,0
10.10.10.15:1521/his,COMM,TJ_PRG_FUNCTION_NAME,COMM.TJ_PRG_FUNCTION_NAME,公共字典/基础资料,dimension,included,,基础字典/维表,0,7,PRG_NAME+WINDOW_NAME+CONTROL_NAME,false,0
10.10.10.15:1521/his,COMM,TJ_REPORT_COLUMN_CONTROL,COMM.TJ_REPORT_COLUMN_CONTROL,检查,dimension,included,,基础字典/维表,0,12,DB_USER+PRG_NAME+WINDOW_NAME+DATAWINDOW_NAME+COLUMN_NAME,false,0
10.10.10.15:1521/his,COMM,TJ_REPORT_COLUMN_NAME,COMM.TJ_REPORT_COLUMN_NAME,检查,dimension,included,,基础字典/维表,0,9,PRG_NAME+WINDOW_NAME+DATAWINDOW_NAME+COLUMN_NAME,false,0
10.10.10.15:1521/his,COMM,TOP_UNIT_DICT,COMM.TOP_UNIT_DICT,字典,dimension,included,,基础字典/维表,0,3,TOP_UNIT_CODE,false,0
10.10.10.15:1521/his,COMM,TREATING_RESULT_DICT,COMM.TREATING_RESULT_DICT,字典,dimension,included,,基础字典/维表,6,6,TREATING_RESULT_NAME,false,0
10.10.10.15:1521/his,COMM,TUMOR_DICT,COMM.TUMOR_DICT,字典,dimension,included,,基础字典/维表,4,2,,false,0
10.10.10.15:1521/his,COMM,T_JIXIAO_PROJECT,COMM.T_JIXIAO_PROJECT,公共字典/基础资料,dimension,included,,基础字典/维表,0,3,TYPE+ITEM_CODE,false,0
10.10.10.15:1521/his,COMM,T_WX_ZFB,COMM.T_WX_ZFB,公共字典/基础资料,dimension,included,,基础字典/维表,208,12,,false,0
10.10.10.15:1521/his,COMM,T_ZHIKONG_DATA,COMM.T_ZHIKONG_DATA,公共字典/基础资料,dimension,included,,基础字典/维表,4591,17,,false,0
10.10.10.15:1521/his,COMM,UNIT_IN_CONTRACT,COMM.UNIT_IN_CONTRACT,公共字典/基础资料,dimension,included,,基础字典/维表,1,11,UNIT_CODE,false,0
10.10.10.15:1521/his,COMM,UNIT_TYPE_DICT,COMM.UNIT_TYPE_DICT,字典,dimension,included,,基础字典/维表,7,4,UNIT_TYPE_CODE,false,0
10.10.10.15:1521/his,COMM,UPDATE_LOG,COMM.UPDATE_LOG,公共字典/基础资料,excluded,excluded,日志类表，用户确认第一版排除,,9184838,7,,false,0
10.10.10.15:1521/his,COMM,UPDATE_PARA,COMM.UPDATE_PARA,公共字典/基础资料,dimension,included,,基础字典/维表,6,4,CODE,false,0
10.10.10.15:1521/his,COMM,USERS_BACK,COMM.USERS_BACK,组织人员,dimension,included,,基础字典/维表,0,7,,false,0
10.10.10.15:1521/his,COMM,USERS_BAK,COMM.USERS_BAK,组织人员,dimension,included,,基础字典/维表,0,7,,false,0
10.10.10.15:1521/his,COMM,USER_PERMISSION,COMM.USER_PERMISSION,组织人员,dimension,included,,基础字典/维表,46,6,CODE,false,0
10.10.10.15:1521/his,COMM,V_EXECUTE_DATA,COMM.V_EXECUTE_DATA,公共字典/基础资料,dimension,included,,基础字典/维表,0,4,,false,0
10.10.10.15:1521/his,COMM,WARD_DICT,COMM.WARD_DICT,组织人员,dimension,included,,基础字典/维表,0,6,,false,0
10.10.10.15:1521/his,COMM,WOUND_GRADE_DICT,COMM.WOUND_GRADE_DICT,字典,dimension,included,,基础字典/维表,3,4,WOUND_GRADE_CODE,false,0
10.10.10.15:1521/his,COMM,YFRYLB_DICT,COMM.YFRYLB_DICT,字典,dimension,included,,基础字典/维表,3,2,,false,0
10.10.10.15:1521/his,COMM,YIBAO,COMM.YIBAO,公共字典/基础资料,dimension,included,,基础字典/维表,0,5,,false,0
10.10.10.15:1521/his,COMM,YINYI_MACHINE_OPERATOR,COMM.YINYI_MACHINE_OPERATOR,手术,dimension,included,,基础字典/维表,0,5,OPERATOR_ID,false,0
10.10.10.15:1521/his,COMM,ZZ_DRUG_DICT,COMM.ZZ_DRUG_DICT,药品,dimension,included,,基础字典/维表,9184,27,,false,0
10.10.10.15:1521/his,COMM,ZZ_DRUG_DICT_NEW,COMM.ZZ_DRUG_DICT_NEW,药品,dimension,included,,基础字典/维表,11828,18,,false,0
10.10.10.15:1521/his,COMM,ZZ_EXP_DICT,COMM.ZZ_EXP_DICT,字典,dimension,included,,基础字典/维表,2348,14,,false,0
10.10.10.15:1521/his,COMM,ZZ_PRICE_LIST,COMM.ZZ_PRICE_LIST,费用,dimension,included,,基础字典/维表,6672,16,,false,0
10.10.10.15:1521/his,COMM,ZZ_PRICE_LIST_S,COMM.ZZ_PRICE_LIST_S,费用,dimension,included,,基础字典/维表,1744,16,,false,0
10.10.10.15:1521/his,DRUG_USER,2025-07-17MED_DICT_PRICE,DRUG_USER.2025-07-17MED_DICT_PRICE,费用,candidate,candidate,,非核心表，保留候选,7589,46,DRUG_PRI,false,0
10.10.10.15:1521/his,DRUG_USER,20260325MED_DICT_BASEINFO,DRUG_USER.20260325MED_DICT_BASEINFO,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,5949,99,DRUG_CODE,false,0
10.10.10.15:1521/his,DRUG_USER,6.30MED_DICT_BASEINFO,DRUG_USER.6.30MED_DICT_BASEINFO,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,5565,97,DRUG_CODE,false,0
10.10.10.15:1521/his,DRUG_USER,6.30MED_DICT_PRICE,DRUG_USER.6.30MED_DICT_PRICE,费用,candidate,candidate,,非核心表，保留候选,7361,46,DRUG_PRI,false,0
10.10.10.15:1521/his,DRUG_USER,7月出院患者,DRUG_USER.7月出院患者,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,5361,9,,false,0
10.10.10.15:1521/his,DRUG_USER,CS_SECTION,DRUG_USER.CS_SECTION,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,226,2,,false,0
10.10.10.15:1521/his,DRUG_USER,DATAPRESCRIPTIONDETAIL_DATA,DRUG_USER.DATAPRESCRIPTIONDETAIL_DATA,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,0,15,,false,0
10.10.10.15:1521/his,DRUG_USER,DATAPRESCRIPTION_DATA,DRUG_USER.DATAPRESCRIPTION_DATA,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,0,35,,false,0
10.10.10.15:1521/his,DRUG_USER,DOCK_CALL_LOG,DRUG_USER.DOCK_CALL_LOG,药品,excluded,excluded,日志类表，用户确认第一版排除,,3198052,32,LOG_ID,false,0
10.10.10.15:1521/his,DRUG_USER,DOCUMENT_UPLOAD_RECORD,DRUG_USER.DOCUMENT_UPLOAD_RECORD,药品,excluded,excluded,接口中间表，第一版排除,,0,7,ID,false,0
10.10.10.15:1521/his,DRUG_USER,DRUG_EXPORT_DETAIL,DRUG_USER.DRUG_EXPORT_DETAIL,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,427342,22,DOCUMENT_NO+ITEM_NO,false,0
10.10.10.15:1521/his,DRUG_USER,DRUG_EXPORT_MASTER,DRUG_USER.DRUG_EXPORT_MASTER,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,92763,18,DOCUMENT_NO,false,0
10.10.10.15:1521/his,DRUG_USER,DRUG_IMPORT_DETAIL,DRUG_USER.DRUG_IMPORT_DETAIL,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,522665,34,DOCUMENT_NO+ITEM_NO,false,0
10.10.10.15:1521/his,DRUG_USER,DRUG_IMPORT_MASTER,DRUG_USER.DRUG_IMPORT_MASTER,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,172382,21,DOCUMENT_NO,false,0
10.10.10.15:1521/his,DRUG_USER,DRUG_OTHER_INFO,DRUG_USER.DRUG_OTHER_INFO,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,2494,36,,false,0
10.10.10.15:1521/his,DRUG_USER,DRUG_SUPPLY_GUARANTEE,DRUG_USER.DRUG_SUPPLY_GUARANTEE,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,0,27,ID,false,0
10.10.10.15:1521/his,DRUG_USER,DRUG_YPID,DRUG_USER.DRUG_YPID,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,1411,6,,false,0
10.10.10.15:1521/his,DRUG_USER,DS_EXCLOUD_DRUG,DRUG_USER.DS_EXCLOUD_DRUG,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,303,1,,false,0
10.10.10.15:1521/his,DRUG_USER,GJZXBZDW,DRUG_USER.GJZXBZDW,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,3485,4,,false,0
10.10.10.15:1521/his,DRUG_USER,INIT_ACCOUNT_LOG,DRUG_USER.INIT_ACCOUNT_LOG,药品,excluded,excluded,日志类表，用户确认第一版排除,,13,13,ID,false,0
10.10.10.15:1521/his,DRUG_USER,INP_ORDER_EXECDATA,DRUG_USER.INP_ORDER_EXECDATA,医嘱,execution_fact,included,,住院用药/医嘱执行事实，已样本验证,53550000,39,,false,0
10.10.10.15:1521/his,DRUG_USER,INP_PATIENT_LOG,DRUG_USER.INP_PATIENT_LOG,药品,excluded,excluded,日志类表，用户确认第一版排除,,157701,15,,false,0
10.10.10.15:1521/his,DRUG_USER,MED_ADJUST_PRICE_DETAIL,DRUG_USER.MED_ADJUST_PRICE_DETAIL,费用,candidate,candidate,,非核心表，保留候选,784,22,RECORD_ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_ADJUST_PRICE_LIST,DRUG_USER.MED_ADJUST_PRICE_LIST,费用,candidate,candidate,,非核心表，保留候选,1693,27,RECORD_NO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_ADJUST_PRICE_MASTER,DRUG_USER.MED_ADJUST_PRICE_MASTER,费用,candidate,candidate,,非核心表，保留候选,442,21,ADJUST_BILLNO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_CARE_DETAIL,DRUG_USER.MED_CARE_DETAIL,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,0,18,RECORD_NO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_CARE_MASTER,DRUG_USER.MED_CARE_MASTER,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,0,9,,false,0
10.10.10.15:1521/his,DRUG_USER,MED_CHECK_DETAIL,DRUG_USER.MED_CHECK_DETAIL,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,28540,36,,false,0
10.10.10.15:1521/his,DRUG_USER,MED_CHECK_DETAIL_2025-9-1,DRUG_USER.MED_CHECK_DETAIL_2025-9-1,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,5274,37,,false,0
10.10.10.15:1521/his,DRUG_USER,MED_CHECK_DETAIL_COPY1,DRUG_USER.MED_CHECK_DETAIL_COPY1,药品,excluded,excluded,临时/备份/测试表，第一版排除,,5274,36,,false,
10.10.10.15:1521/his,DRUG_USER,MED_CHECK_MASTER,DRUG_USER.MED_CHECK_MASTER,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,37,24,CHECK_NO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_CODE_GENERATE_RULE,DRUG_USER.MED_CODE_GENERATE_RULE,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,0,19,ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_CODE_MASTER,DRUG_USER.MED_CODE_MASTER,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,0,15,ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DETAIL_STORAGE,DRUG_USER.MED_DETAIL_STORAGE,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,96569,25,,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_BASEINFO,DRUG_USER.MED_DICT_BASEINFO,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,6040,102,DRUG_CODE,true,1.0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_BASEINFO_RECORD,DRUG_USER.MED_DICT_BASEINFO_RECORD,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,1484,17,,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_DEPT,DRUG_USER.MED_DICT_DEPT,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,20,21,,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_FACTORY,DRUG_USER.MED_DICT_FACTORY,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,1569,48,FACTORY_ID,true,1.0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_FACTORY_COPY1,DRUG_USER.MED_DICT_FACTORY_COPY1,药品,excluded,excluded,临时/备份/测试表，第一版排除,,1562,48,FACTORY_ID,false,
10.10.10.15:1521/his,DRUG_USER,MED_DICT_INTYPE,DRUG_USER.MED_DICT_INTYPE,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,17,18,IN_KIND,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_LOC,DRUG_USER.MED_DICT_LOC,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,1500,13,ORG_CODE+STORE_CODE+LOC_CODE,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_LOCRULE,DRUG_USER.MED_DICT_LOCRULE,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,20,5,SORT_NO+ORG_CODE+STORE_CODE,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_OUTTYPE,DRUG_USER.MED_DICT_OUTTYPE,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,21,20,OUT_TYPE_ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_PRICE,DRUG_USER.MED_DICT_PRICE,费用,candidate,candidate,,非核心表，保留候选,8488,47,DRUG_PRI,true,1.0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_PRICE_20250822,DRUG_USER.MED_DICT_PRICE_20250822,费用,candidate,candidate,,非核心表，保留候选,7623,46,DRUG_PRI,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_PRICE_20250826,DRUG_USER.MED_DICT_PRICE_20250826,费用,candidate,candidate,,非核心表，保留候选,7626,46,DRUG_PRI,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_PRICE_20260616,DRUG_USER.MED_DICT_PRICE_20260616,费用,candidate,candidate,,非核心表，保留候选,8488,47,DRUG_PRI,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_PRICE_RECORD,DRUG_USER.MED_DICT_PRICE_RECORD,费用,candidate,candidate,,非核心表，保留候选,119,6,UPDATE_PRICE_ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DICT_SUPPLIER,DRUG_USER.MED_DICT_SUPPLIER,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,70,48,SUPPLIER_ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DRUG_LOC,DRUG_USER.MED_DRUG_LOC,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,8506,7,BIND_ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DRUG_LOC_2025-10-30,DRUG_USER.MED_DRUG_LOC_2025-10-30,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,12364,7,BIND_ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_DRUG_LOC_COPY1,DRUG_USER.MED_DRUG_LOC_COPY1,药品,excluded,excluded,临时/备份/测试表，第一版排除,,17691,7,BIND_ID,false,
10.10.10.15:1521/his,DRUG_USER,MED_FIN_DAYDETAIL,DRUG_USER.MED_FIN_DAYDETAIL,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,0,13,RECORD_NO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_FIN_DAYSETTLE,DRUG_USER.MED_FIN_DAYSETTLE,费用,candidate,candidate,,非核心表，保留候选,0,7,FIN_ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_FIN_MONTHDETAIL,DRUG_USER.MED_FIN_MONTHDETAIL,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,890,23,RECORD_NO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_FIN_MONTHSETTLE,DRUG_USER.MED_FIN_MONTHSETTLE,费用,candidate,candidate,,非核心表，保留候选,2,19,FIN_ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_INIT_ACCOUNT,DRUG_USER.MED_INIT_ACCOUNT,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,1222,35,ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_IN_DETAIL,DRUG_USER.MED_IN_DETAIL,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,116288,40,SORT_NO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_IN_DETAIL_2025-9-1,DRUG_USER.MED_IN_DETAIL_2025-9-1,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,18717,40,SORT_NO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_IN_MASTER,DRUG_USER.MED_IN_MASTER,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,42788,39,IN_BILLNO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_IN_PAY,DRUG_USER.MED_IN_PAY,费用,candidate,candidate,,非核心表，保留候选,0,21,ORG_CODE+ORDER_NO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_IN_PAYDETAIL,DRUG_USER.MED_IN_PAYDETAIL,费用,candidate,candidate,,非核心表，保留候选,0,19,ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_IN_PLAN,DRUG_USER.MED_IN_PLAN,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,36,36,ORG_CODE+PLAN_BILLNO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_IN_PLAN_DETAIL,DRUG_USER.MED_IN_PLAN_DETAIL,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,40031,21,,false,0
10.10.10.15:1521/his,DRUG_USER,MED_OUT_DETAIL,DRUG_USER.MED_OUT_DETAIL,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,133386,33,RECORD_NO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_OUT_MASTER,DRUG_USER.MED_OUT_MASTER,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,25856,37,OUT_BILLNO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_PHARMACY,DRUG_USER.MED_PHARMACY,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,0,4,ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_STORAGE,DRUG_USER.MED_STORAGE,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,13797,29,RECORD_NO,false,0
10.10.10.15:1521/his,DRUG_USER,MED_STORAGE_DAY,DRUG_USER.MED_STORAGE_DAY,药品,excluded,excluded,统计日/月汇总表，第一版排除,,2620393,32,ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_SUPPLIER_INFO,DRUG_USER.MED_SUPPLIER_INFO,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,0,17,ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_TRACE_RECORD,DRUG_USER.MED_TRACE_RECORD,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,6267417,30,RECORD_ID,false,0
10.10.10.15:1521/his,DRUG_USER,MED_TRACE_RECORD_COPY1,DRUG_USER.MED_TRACE_RECORD_COPY1,药品,excluded,excluded,临时/备份/测试表，第一版排除,,30,27,RECORD_ID,false,
10.10.10.15:1521/his,DRUG_USER,MED_TRACE_STORGE,DRUG_USER.MED_TRACE_STORGE,药品,candidate,candidate,,药品相关扩展表，待药品闭环二次确认,4591694,24,RECORD_ID,false,0
