system_code,source_code,schema_name,table_name,object_type,comment,column_count,pk,documented
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_drc_content,TABLE,上报卡管理-业务类-关联性病例监测卡,23,card_id,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_file_index,TABLE,"上报卡管理- 业务类-winfrom传染上报卡索引表
",25,"patient_id,visit_id,card_id",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_file_oper_log,TABLE,上报卡管理-日志类-winFORM报卡操作日志,9,"card_id,user_id,modify_date_time",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_foodborne_content,TABLE,上报卡管理-业务类-食源性疾病报卡,55,card_id,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_foodborne_info,TABLE,上报卡管理-业务类-食源性上报卡食品信息,27,"card_id,no",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_foodborne_sample,TABLE,上报卡管理-业务类-食源性上报卡样本,10,"card_id,no",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_hb_content,TABLE,上报卡管理-winfrom 窗体版肝炎附卡信息表,11,card_id,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_infection_anti_drug,TABLE,上报卡管理-业务类-winfrom 窗体版抗感染药物敏感试验,6,"card_id,antibacterial_druy",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_infection_card,TABLE,上报卡管理-业务类-winfrom 窗体版院内感染上报卡登记表,44,card_id,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_infection_operation,TABLE,上报卡管理-业务类-院感报卡手术信息,17,"card_id,operating_date,operation_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_infection_site,TABLE,上报卡管理-业务类-winfrom 窗体版医院感染病例登记表,5,card_id,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_main_content,TABLE,上报卡管理-业务类-winfrom 窗体版感染上报内容信息表,46,card_id,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_med_diag_vs_card,TABLE,上报卡管理-业务类- 下传染诊断不填上报卡原因存储,11,"visit_id,diagnosis_code,card_type,patient_id,hospital_no",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_report_data,TABLE,上报卡管理-业务类-winform流感报告信息表,13,"report_date,report_dept,hospital_no",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_sex_content,TABLE,上报卡管理-业务类-winform性病附卡,97,card_id,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_tb_content,TABLE,上报卡管理-业务类-winform肺结核附卡信息表,24,card_id,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcgcard_venereal_content,TABLE,上报卡管理-业务类-性病附卡（三明）,85,card_id,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhclinics_preview,TABLE,病历文书-业务类-诊疗预览,10,"patient_id,de_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcon_defect_control,TABLE,质控管理-医务类-病历质量事中控制-缺陷控制表,6,type_id,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcon_diagnosis_control,TABLE,质控管理-业务类-诊断质量事中控制,5,type_id,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcon_lack_control,TABLE,质控管理-业务类-病历质量事中控制-缺写控制表,9,type_id,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcon_patientcontent_control,TABLE,患者列表内容事中控制,5,,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcon_patientcontent_data,TABLE,患者列表内容质控表,4,,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcon_state_control,TABLE,质控管理-业务类-病历质量事中控制-状态控制表,10,"type_id,type_note",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhconfig_action,TABLE,API接口方法表,8,"api_code,action_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhconfig_action_result,TABLE, API接口方法返回结果表,7,"patient_id,visit_id,api_code,action_code,action_result_code,action_return_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhconfig_action_return,TABLE,API接口方法返回字段信息表,9,"api_code,action_code,action_return_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhconfig_api,TABLE,API信息主表,10,,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhconfig_webservice_invoke,TABLE,病案首页-配置类-首页调用webservice,12,"id,hospital_no",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcriticalvalues,TABLE,危急值管理-业务类-危机值确认记录,31,criticalvalues_no,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcriticalvalues_msg,TABLE,危急值管理-业务类-危机值未处理记录,16,,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhcriticalvalues_user,TABLE,危急值管理-业务类-用户消息数,1,,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdata_elementsource,TABLE,病历文书-配置类-元素模板提取配置表,9,id,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdead_cerno,TABLE,死亡证明-字典类-死亡证明号段维护,9,"year,cerno_type",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdead_cerno_patient,TABLE,死亡证明-配置类-患者对应国家号,6,patient_cerid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdead_certificate,TABLE,死亡证明-业务类-死亡证明书,42,cerid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdead_certificate_operate,TABLE,死亡证明-业务类-死亡医学证明操作表（死亡患者信息）,56,operate_id,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdead_dict,TABLE,死亡证明书字典,6,dict_id,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdead_dict_type,TABLE,死亡证明-字典类-死亡字典类型表,2,dict_type_id,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdead_reprint,TABLE,死亡证明-业务类-死亡证明书补打记录,16,reprint_id,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdead_setting,TABLE,死亡证明-配置类-死亡证明设置表,5,name,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_enter_criterion,TABLE,疾病分组-映射类-入组标准诊断手术关联疾病分组,7,"dg_code,dg_sub_code,diag_oper_code,diag_oper_name",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_extended_prop_class,TABLE,疾病分组-字典类-疾病分组扩展属性,3,dg_ext_prop_code,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_extended_prop_details,TABLE,疾病分组-业务类-扩展属性详细表,9,"serial_no,dg_ext_prop_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_extended_prop_items,TABLE,疾病分组-映射类-疾病分组与扩展属性映射表,8,"dg_code,dg_sub_code,dg_ext_prop_code,map_item_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_hos_bzcontrast,TABLE,诊断手术-映射类-院内诊断对应标准诊断字典表 ,9,"id,hos_diagcode,hos_diagdesc",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_hos_icdcontrast,TABLE,诊断手术-映射类-院内手术对应ICD字典表 ,11,"id,hos_opercode,hos_opername",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_key_indicators,TABLE,疾病分组-映射类-疾病关键指标,11,"dg_code,dg_sub_code,indicator_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_know_diaope_set,TABLE,疾病分组-作废类-诊断手术表  ,5,,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_know_key_index,TABLE,疾病分组-作废类-诊断关键指标表,10,,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_know_main_orders,TABLE,疾病分组-作废类-诊断常用医嘱表 ,5,,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_know_ops_dangerindex,TABLE,疾病分组-作废类-手术风险指标表,13,,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_master_index,TABLE,疾病分组-业务类-同类疾病分组主索引,16,"dg_code,dg_sub_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_nursing_plan,TABLE,疾病分组-业务类-护理计划,12,"dg_code,dg_sub_code,plan_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_problem_list,TABLE,疾病分组-业务类-常见问题列表,6,"dg_code,dg_sub_code,problem_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_treatment_plan,TABLE,疾病分组-业务类-诊疗计划,7,"dg_code,dg_sub_code,plan_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdg_vs_druglist,TABLE,疾病分组-映射类-疾病与数据元关联,6,"dg_code,dg_sub_code,de_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdict_clinic_vs_dept,TABLE,配置管理-映射类-科室临床诊断映射表2012.06.07陈联忠,3,"dept_code,hospital_no,serial_no",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdict_icd_vs_clinic,TABLE,配置管理-映射类-ICD诊断和临床诊断映射 2012.06.07陈联忠,10,serial_no,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdict_items,TABLE,系统字典-字典类-输入法字典项目表,6,dict_code,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdict_master_index,TABLE,系统字典-字典类-输入法字典索引表,6,dict_table,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdict_operation_vs_clinic,TABLE,配置管理-映射类-ICD手术和临床手术对照表,10,serial_no,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdoct_transfer_record,TABLE,医生交接班-业务类-黄石市中心医院医师交接班,16,"patient_id,visit_id,shift_date_time,dept_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdoctorvsoperationdict,TABLE,病案首页-映射类-人员对应手术编码字典 ,6,"id,doctor_id",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdoctorvsoperationlevel,TABLE,病案首页-映射类-人员对应手术级别字典 ,6,"id,doctor_id",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_basic_dict,TABLE,HQMS上报-字典类-数据元值域代码表 国标,5,"dict_class,field_value,field_name",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_basic_dict_level,TABLE,HQMS上报-映射类-值域,5,"dict_class,field_value",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_log,TABLE,HQMS上报-日志类-HQMS上报日志,19,token,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_rc020_icd_bj,TABLE,HQMS上报-字典类-北京版RC20-ICD-10诊断编码,3,"diagnosis_code,diagnosis_name",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_rc020_icd_qg,TABLE,HQMS上报-字典类-全国版RC20-ICD-10诊断编码,3,"diagnosis_code,diagnosis_name",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_rc021_icd_bj,TABLE,HQMS上报-字典类-北京版RC021-ICD-10形态学编码,5,"item_name,item_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_rc021_icd_qg,TABLE,HQMS上报-字典类-全国版RC021-ICD-10形态学编码,3,"morphology_code,morphology_name",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_rc021_vs_icd,TABLE,HQMS上报-映射类-院内病理和标准病理字典对照表,6,"hospital_morphology,standard_morphology",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_rc022_icd_9_norm,TABLE,HQMS上报-字典类-全国版标准手术编码,4,"operation_code,operation_name",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_temp,TABLE,HQMS上报-业务类-转换后标准数据,346,"p2,p3",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_temp_date,TABLE,HQMS上报-业务类-标准数据上传日期,7,"patient_id,visit_id",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_vs_dept,TABLE,HQMS上报-映射类-院内科室编码与上报标准科室编码对照,5,"dept_code_hqms,dept_code_hospital",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_vs_diagnosis,TABLE,HQMS上报-映射类-院内诊断与标准诊断映射,5,"diagnosis_code_hospital,diagnosis_code_hqms",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_vs_dict,TABLE,HQMS上报-映射类-本地字典与上报标准字典映射,4,"local_code,hqms_item_code,hqms_vs_type",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdr_vs_operation,TABLE,HQMS上报-映射类-院内手术与标准手术映射,5,"operation_code_hqms,operation_code_hospital",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_anesthesia_approve_log,TABLE,麻醉审核日志,8,guid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_anesthesia_flag_dict,TABLE,日间手术麻醉字典,3,anes_flag_code,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_approve_record,TABLE,日间手术审核记录,7,"hospital_no,operation_apply_no",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_basic_project,TABLE,准入基本项目,8,"hospital_no,disease_code,operation_stage,project_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_bring_oper_apply,TABLE,纳入日间手术申请,10,"patient_id,hospital_no,visit_id",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_disease_dict,TABLE,手术病种字典表,7,"hospital_no,disease_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_disease_factortype_dict,TABLE,日间手术取消或爽约因素,4,"reason_type_code,hospital_no",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_disease_reason_dict,TABLE,日间手术 取消原因字典,8,"reason_code,hospital_no",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_disease_type_dict,TABLE,日间手术病种分类表,4,,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_exclude_diag,TABLE,排除诊断标识,6,"hospital_no,disease_code,exclude_diags_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_inform_recore,TABLE,日间手术患者通知记录表,9,guid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_oper_specification,TABLE,日间手术操作规范,14,"hospital_no,disease_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_operation_status_log,TABLE,日间手术完成状态操作日志表,9,guid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_operator_approve_log,TABLE,日间手术主刀医师审批日志表,8,guid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_permid_dept,TABLE,准入科室表,6,"disease_code,hospital_no,dept_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_permid_dept_log,TABLE,准入科室操作日志表,9,guid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_permid_diag,TABLE,准入诊断表,6,"hospital_no,disease_code,diagnosis_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_permid_diag_log,TABLE,准入诊断操作日志表,9,guid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_permid_operation,TABLE,准入手术表,6,"hospital_no,disease_code,operation_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_permid_operation_log,TABLE,准入手术操作日志表,9,guid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_permid_patient,TABLE,准入患者信息,5,"hospital_no,disease_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_permid_user,TABLE,准入主刀医师,6,"hospital_no,disease_code,operation_user_id",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_permid_user_log,TABLE,准入医师操作日志表,9,guid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_project_dict,TABLE,基本项目字典,6,"hospital_no,project_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_push_appoint_log,TABLE,日间手术推送手术申请日志表,7,guid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_register_appoint,TABLE,日间手术预约登记表,72,"register_id,hospital_no",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_register_operation,TABLE,日间手术预约登记手术表,10,"hospital_no,register_id,operation_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_review_item,TABLE,日间手术病种复核项目字典表,5,"hospital_no,disease_code,item_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_review_oper_log,TABLE,日间手术手术复核操作日志表,8,guid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_user_apply,TABLE,日间手术主刀医师资质申请记录,18,"hospital_no,apply_id",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhdsis_user_apply_log,TABLE,日间手术主刀医师资质申请日志,9,guid,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_assistant_formula,TABLE,病历助手-计算公式主表,6,"lable,id",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_autofile_queue,TABLE,,19,"serial_no,patient_id,visit_id,mr_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_autofile_queue_dg,TABLE,,4,"id,q_no",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_autofile_queue_log,TABLE,,18,,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_autofile_vs_content_dg,TABLE,,10,,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_disease_name_dict,TABLE,"字典管理-术语字典表

配置管理相关表",6,id,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_first_page_check_log,TABLE,病案首页-业务类-首页复审日志,9,"patient_id,visit_id,hospital_no,unique_id",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_formula_unit,TABLE,病历助手-计算公式明细表,5,"assistantformulaid,itemname",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_monitor_type,TABLE,质控管理-质控项目类型表,12,"code_id,code_name,hospital_no",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_qc_diagnose_order,TABLE,质控管理-诊断质控医嘱,6,diagnosis_code,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_quality_name_dict,TABLE,字典管理-属性字典表 ,3,quality_number,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_role_menu,TABLE,病历书写-自定义右键功能,8,"id,role,app_class_type",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_user_qc_rights,TABLE,质控管理-,9,"user_id,dept_code",False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_user_ward_group,TABLE,用户管理-北医三院病房组管理,5,,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhemr_web_anonymity,TABLE,,4,id,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhextra_operation_appointse,TABLE,手术申请主索引表,71,operation_id,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhextra_operation_plan_diag,TABLE,手术申请管理-手术申请拟诊断编码,3,"operation_id,diagnosis_id",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhextra_operation_plan_oper,TABLE,手术申请管理-手术申请拟手术编码,22,"operation_id,operation_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhextra_operation_surgery,TABLE,手术申请管理-手术申请—术者，助手,4,"operation_id,user_id,role_id",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhextra_qxt_baby,TABLE,生长曲线-中国0-3岁儿童曲线图,11,"patient_id,visit_id,hospital_no,recorddatetime",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhextra_qxt_children,TABLE,生长曲线-中国2-18岁儿童生长曲线,15,"patient_id,visit_id,hospital_no,nianling",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhextra_qxt_preterm,TABLE,生长曲线-中国胎儿生长曲线,11,"patient_id,visit_id,hospital_no,nianling",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhextra_qxt_settings,TABLE,生长曲线-生长曲线图的模板对应表,3,id,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_diagnose_group,TABLE,疾病管理-患者诊断分组记录 2012.06.12  陈联忠,10,"patient_id,visit_id,diagnosis_type,diagnosis_no,diagnosis_date,hospital_no",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_doctor_diag_path,TABLE,患者病房流转记录,14,"patient_id,visit_id,diagnosis_type,diagnosis_no,hospital_no",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_grade_detail,TABLE,质控管理.病历质量-评分计算明细,8,"patient_id,visit_id,error_code,dept_code,score_date,hospital_no",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_grade_detail_history,TABLE,质控管理.病历质量-评分计算明细,8,"patient_id,visit_id,error_code,dept_code,score_date",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_grade_master,TABLE,质控管理.病历质量-评分计算日志,16,"patient_id,visit_id,hospital_no,score_date,dept_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_grade_master_history,TABLE,质控管理.病历质量-评分计算日志主,16,"patient_id,visit_id,hospital_no,score_date,dept_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_maintain_apply,TABLE,病案返修-业务类-文档维护申请表,17,"patient_id,visit_id,hospital_no,maintain_apply_time",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_monitorcompute_log,TABLE,质控管理-质控和评分计算日志,8,"com_start_time,hospital_no,compute_item",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_mr_grading_class,TABLE,质控管理-病案评分类别字典,5,grading_class_code,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_mr_grading_class_other,TABLE,质控管理-病案首页评分类别字典,4,grading_class_code,False
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_mr_grading_items,TABLE,质控管理-病案评分明细,14,"grading_class_code,grading_item_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_mr_grading_vs_tclass,TABLE,质控管理-病案评分类别关联模板国标临床文档基础代码,2,"grading_class_code,mr_class_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_mr_monitor_items,TABLE,质控管理-字典类-病案自动质控项目字典,16,monitor_item_code,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_mr_monitor_log,TABLE,质控管理-住院病历文书自动质控归档,19,"patient_id,visit_id,hospital_no,enter_date,monitor_item_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_mr_monitor_mrcommit,TABLE,质控管理-病历提交触发质控规则表,8,"monitor_code,action_monitor_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_mr_monitor_order,TABLE,质控管理-自动质控触发医嘱,7,"monitor_item_code,order_code,hospital_no,create_date_time",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_mr_monitor_vs_item,TABLE,质控管理-质控监控代码对照表,2,"monitor_item_code,relate_item_code",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_mr_on_line,TABLE,质控管理-病历在线记录2012.07.03陈联忠,12,"patient_id,visit_id,dept_code,doctor_or_nurser_flag,request_date_time,hospital_no",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_mr_on_line_log,TABLE,质控管理-病历在线记录日志,14,"patient_id,visit_id,request_date_time,dept_code,doctor_or_nurser_flag,hospital_no,log_date_time",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_nurse_diag_path,TABLE,患者病房流转记录?？,14,"patient_id,visit_id,diagnosis_type,diagnosis_no,hospital_no",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_pat_visit_relation,TABLE,患者诊疗关联记录（如生殖与移植等）,5,"patient_id,visit_id,hospital_no,related_patient_id,related_visit_id",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_remind_item_dict,TABLE,住院医疗日常提醒项目字典,3,remind_item_code,True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_scale_score,TABLE,评分表,6,"patient_id,visit_id,score_date_time,scalescore_code,baby_no",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_scale_score_items,TABLE,评分项目明细,8,"patient_id,visit_id,score_date_time,scalescore_code,baby_no,de_code,cv_value",True
JHEMR_VASTBASE,jhemr_vastbase_10_10_8_177,jhemr,jhinpat_synchronous_log,TABLE,接口同步-日志类-数据源数据同步日志,6,"syn_start_time,data_source,hospital_no",True
