system_code,source_code,source_db,source_owner,namespace_name,schema_name,table_name,full_name,table_comment,domain,table_role,include_status,governance_import_status,review_status,num_rows_stats,last_analyzed,column_count,primary_key,primary_key_status,unique_key_count,scope_note
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,STAFF_GROUP_DICT,COMM.STAFF_GROUP_DICT,工作组字典,组织人员,dimension,included,active,approved,558,2026-02-27T22:01:52,7,GROUP_CLASS+GROUP_CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,STAFF_IN_CONTRACT,COMM.STAFF_IN_CONTRACT,合同单位人员分类情况,组织人员,dimension,included,active,approved,0,2025-02-06T22:02:17,3,UNIT_CODE+IDENTITY,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,STAFF_RESPON_GROUP,COMM.STAFF_RESPON_GROUP,人员责任组,组织人员,dimension,included,active,approved,153,2022-02-22T22:00:04,15,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,STAFF_VS_CARD,COMM.STAFF_VS_CARD,,组织人员,dimension,included,active,approved,500,2021-11-25T19:43:10,1,CARD_NO,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,STAFF_VS_GROUP,COMM.STAFF_VS_GROUP,工作人员分组情况,组织人员,dimension,included,active,approved,9376,2026-07-01T22:01:36,6,GROUP_CLASS+GROUP_CODE+EMP_NO,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,SUPPLIER_CLASS_DICT,COMM.SUPPLIER_CLASS_DICT,供应商类别字典,字典,dimension,included,active,approved,6,2025-02-06T22:02:23,3,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,SYS_CODE,COMM.SYS_CODE,,字典,dimension,included,active,approved,0,2025-02-06T22:02:20,5,TYPEID+CODEID,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,SYS_PASS,COMM.SYS_PASS,,公共字典/基础资料,dimension,included,active,approved,1,2025-02-06T22:02:23,2,DB_USER,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TABLE_COLUMNS_SET,COMM.TABLE_COLUMNS_SET,,公共字典/基础资料,dimension,included,active,approved,0,2025-02-06T22:02:16,9,OWNER+TABLE_NAME+COLUMN_NAME,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TABLE_ROLE_SET,COMM.TABLE_ROLE_SET,,公共字典/基础资料,dimension,included,active,approved,0,2021-11-25T19:43:43,4,ROLE+OWNER+TABLE_NAME+PRIVILEGE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TABLE_SYNONYM_SET,COMM.TABLE_SYNONYM_SET,,公共字典/基础资料,dimension,included,active,approved,0,2021-11-25T19:43:43,4,SYNAME+CREATER+TNAME+TABTYPE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TALLY_SUBJECT_DICT,COMM.TALLY_SUBJECT_DICT,会计科目字典,字典,dimension,included,active,approved,22,2024-10-22T22:00:10,5,SUBJ_CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TENDER_DRUG_DICT,COMM.TENDER_DRUG_DICT,,药品,dimension,included,active,approved,0,2025-02-06T22:02:18,11,ORDER_BATCH+TENDER_NO+DRUG_CODE+PACK_SPEC+FIRM_ID,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TENDER_PRICE_CLASS,COMM.TENDER_PRICE_CLASS,,费用,dimension,included,active,approved,3,2025-02-06T22:02:23,3,PRICE_CLASS_CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TIME_INTERVAL_DICT,COMM.TIME_INTERVAL_DICT,时间段字典,字典,dimension,included,active,approved,7,2025-02-06T22:02:23,4,TIME_INTERVAL_NAME,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TIME_UNITS_DICT,COMM.TIME_UNITS_DICT,时间单位字典,字典,dimension,included,active,approved,8,2025-02-06T22:02:22,4,TIME_UNITS_NAME,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TITLE_DICT,COMM.TITLE_DICT,技术职务字典,字典,dimension,included,active,approved,60,2025-02-06T22:02:22,6,TITLE_CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TJHIS_MESSAGE_DEPT_RECEIVE,COMM.TJHIS_MESSAGE_DEPT_RECEIVE,护理消息接收科室,组织人员,dimension,included,active,approved,0,2025-02-06T22:02:26,7,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TJ_ERROR_LOG,COMM.TJ_ERROR_LOG,,公共字典/基础资料,excluded,excluded,excluded,unreviewed,0,2025-02-06T22:02:18,10,ERROR_DATE,present,0,日志类表，23 已确认第一版排除
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TJ_ERROR_MESSAGE,COMM.TJ_ERROR_MESSAGE,,公共字典/基础资料,dimension,included,active,approved,0,2025-02-06T22:02:16,6,ERROR_PRG_NAME+ERROR_CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TJ_LOG_MESSAGE,COMM.TJ_LOG_MESSAGE,,公共字典/基础资料,excluded,excluded,excluded,unreviewed,0,2025-02-06T22:02:20,7,LOG_DATE,present,0,日志类表，23 已确认第一版排除
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TJ_PRG_FUNCTION_CONTROL,COMM.TJ_PRG_FUNCTION_CONTROL,,公共字典/基础资料,dimension,included,active,approved,0,2025-02-06T22:02:20,10,DB_USER+PRG_NAME+WINDOW_NAME+CONTROL_NAME,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TJ_PRG_FUNCTION_NAME,COMM.TJ_PRG_FUNCTION_NAME,,公共字典/基础资料,dimension,included,active,approved,0,2025-02-06T22:02:20,7,PRG_NAME+WINDOW_NAME+CONTROL_NAME,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TJ_REPORT_COLUMN_CONTROL,COMM.TJ_REPORT_COLUMN_CONTROL,,检查,dimension,included,active,approved,0,2025-02-06T22:02:17,12,DB_USER+PRG_NAME+WINDOW_NAME+DATAWINDOW_NAME+COLUMN_NAME,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TJ_REPORT_COLUMN_NAME,COMM.TJ_REPORT_COLUMN_NAME,,检查,dimension,included,active,approved,0,2025-02-06T22:02:21,9,PRG_NAME+WINDOW_NAME+DATAWINDOW_NAME+COLUMN_NAME,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TOP_UNIT_DICT,COMM.TOP_UNIT_DICT,大单位字典,字典,dimension,included,active,approved,0,2025-02-06T22:02:16,3,TOP_UNIT_CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TREATING_RESULT_DICT,COMM.TREATING_RESULT_DICT,治疗结果字典,字典,dimension,included,active,approved,6,2023-04-11T22:00:03,6,TREATING_RESULT_NAME,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,TUMOR_DICT,COMM.TUMOR_DICT,TNM肿瘤分期代码表,字典,dimension,included,active,approved,4,2025-12-30T22:00:05,2,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,T_JIXIAO_PROJECT,COMM.T_JIXIAO_PROJECT,,公共字典/基础资料,dimension,included,active,approved,0,2022-08-18T22:00:03,3,TYPE+ITEM_CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,T_WX_ZFB,COMM.T_WX_ZFB,,公共字典/基础资料,dimension,included,active,approved,208,2022-05-19T22:00:09,12,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,T_ZHIKONG_DATA,COMM.T_ZHIKONG_DATA,质控办提供数据进行计算,公共字典/基础资料,dimension,included,active,approved,4591,2023-01-31T22:00:05,17,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,UNIT_IN_CONTRACT,COMM.UNIT_IN_CONTRACT,合同单位记录,公共字典/基础资料,dimension,included,active,approved,1,2025-02-06T22:02:22,11,UNIT_CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,UNIT_TYPE_DICT,COMM.UNIT_TYPE_DICT,单位性质字典,字典,dimension,included,active,approved,7,2025-02-06T22:02:23,4,UNIT_TYPE_CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,UPDATE_LOG,COMM.UPDATE_LOG,,公共字典/基础资料,excluded,excluded,excluded,unreviewed,9184838,2025-09-29T22:01:21,7,,missing,0,日志类表，23 已确认第一版排除
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,UPDATE_PARA,COMM.UPDATE_PARA,,公共字典/基础资料,dimension,included,active,approved,6,2023-03-20T22:01:11,4,CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,USERS_BACK,COMM.USERS_BACK,用户记录,组织人员,dimension,included,active,approved,0,2025-02-06T22:02:21,7,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,USERS_BAK,COMM.USERS_BAK,,组织人员,dimension,included,active,approved,0,2025-02-06T22:02:17,7,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,USER_PERMISSION,COMM.USER_PERMISSION,,组织人员,dimension,included,active,approved,46,2025-02-06T22:02:25,6,CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,V_EXECUTE_DATA,COMM.V_EXECUTE_DATA,,公共字典/基础资料,dimension,included,active,approved,0,2024-04-29T22:00:03,4,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,WARD_DICT,COMM.WARD_DICT,护理单元科室,组织人员,dimension,included,active,approved,0,2021-11-30T22:00:11,6,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,WOUND_GRADE_DICT,COMM.WOUND_GRADE_DICT,切口等级字典,字典,dimension,included,active,approved,3,2025-02-06T22:02:24,4,WOUND_GRADE_CODE,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,YFRYLB_DICT,COMM.YFRYLB_DICT,,字典,dimension,included,active,approved,3,2023-06-05T22:00:05,2,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,YIBAO,COMM.YIBAO,手麻系统视图，不建个表，PB保存不了。,公共字典/基础资料,dimension,included,active,approved,0,2025-02-06T22:02:22,5,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,YINYI_MACHINE_OPERATOR,COMM.YINYI_MACHINE_OPERATOR,,手术,dimension,included,active,approved,0,2025-02-06T22:02:23,5,OPERATOR_ID,present,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,ZZ_DRUG_DICT,COMM.ZZ_DRUG_DICT,,药品,dimension,included,active,approved,9184,2025-02-06T22:02:27,27,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,ZZ_DRUG_DICT_NEW,COMM.ZZ_DRUG_DICT_NEW,,药品,dimension,included,active,approved,11828,2025-02-06T22:02:27,18,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,ZZ_EXP_DICT,COMM.ZZ_EXP_DICT,,字典,dimension,included,active,approved,2348,2025-02-06T22:02:26,14,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,ZZ_PRICE_LIST,COMM.ZZ_PRICE_LIST,,费用,dimension,included,active,approved,6672,2025-02-06T22:02:27,16,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,COMM,COMM,COMM,ZZ_PRICE_LIST_S,COMM.ZZ_PRICE_LIST_S,,费用,dimension,included,active,approved,1744,2025-02-06T22:02:26,16,,missing,0,沿用 25 HIS 源端资产包纳入口径
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,2025-07-17MED_DICT_PRICE,DRUG_USER.2025-07-17MED_DICT_PRICE,药品产地价格表,费用,candidate,candidate,pending_review,unreviewed,7589,2025-07-17T22:00:03,46,DRUG_PRI,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,20260325MED_DICT_BASEINFO,DRUG_USER.20260325MED_DICT_BASEINFO,药品目录表,药品,candidate,candidate,pending_review,unreviewed,5949,2026-03-25T22:00:11,99,DRUG_CODE,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,6.30MED_DICT_BASEINFO,DRUG_USER.6.30MED_DICT_BASEINFO,药品目录表,药品,candidate,candidate,pending_review,unreviewed,5565,2025-06-30T22:00:08,97,DRUG_CODE,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,6.30MED_DICT_PRICE,DRUG_USER.6.30MED_DICT_PRICE,药品产地价格表,费用,candidate,candidate,pending_review,unreviewed,7361,2025-06-30T22:00:08,46,DRUG_PRI,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,7月出院患者,DRUG_USER.7月出院患者,,药品,candidate,candidate,pending_review,unreviewed,5361,2026-02-06T22:00:09,9,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,CS_SECTION,DRUG_USER.CS_SECTION,,药品,candidate,candidate,pending_review,unreviewed,226,2025-11-11T22:00:03,2,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DATAPRESCRIPTIONDETAIL_DATA,DRUG_USER.DATAPRESCRIPTIONDETAIL_DATA,,药品,candidate,candidate,pending_review,unreviewed,0,2025-04-01T22:00:10,15,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DATAPRESCRIPTION_DATA,DRUG_USER.DATAPRESCRIPTION_DATA,,药品,candidate,candidate,pending_review,unreviewed,0,2025-04-01T22:00:10,35,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DOCK_CALL_LOG,DRUG_USER.DOCK_CALL_LOG,对接三方的日志,药品,excluded,excluded,excluded,unreviewed,3198052,2026-06-20T14:03:23,32,LOG_ID,present,0,日志类表，23 已确认第一版排除
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DOCUMENT_UPLOAD_RECORD,DRUG_USER.DOCUMENT_UPLOAD_RECORD,单据上传记录表,药品,excluded,excluded,excluded,unreviewed,0,2025-11-21T22:00:08,7,ID,present,0,接口中间表，第一版排除
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DRUG_EXPORT_DETAIL,DRUG_USER.DRUG_EXPORT_DETAIL,药品出库明细记录,药品,candidate,candidate,pending_review,unreviewed,427342,2025-08-08T22:05:46,22,DOCUMENT_NO+ITEM_NO,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DRUG_EXPORT_MASTER,DRUG_USER.DRUG_EXPORT_MASTER,药品出库主记录,药品,candidate,candidate,pending_review,unreviewed,92763,2025-08-08T22:05:40,18,DOCUMENT_NO,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DRUG_IMPORT_DETAIL,DRUG_USER.DRUG_IMPORT_DETAIL,药品入库明细记录,药品,candidate,candidate,pending_review,unreviewed,522665,2025-08-08T22:05:55,34,DOCUMENT_NO+ITEM_NO,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DRUG_IMPORT_MASTER,DRUG_USER.DRUG_IMPORT_MASTER,药品入库主记录,药品,candidate,candidate,pending_review,unreviewed,172382,2025-08-08T22:05:41,21,DOCUMENT_NO,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DRUG_OTHER_INFO,DRUG_USER.DRUG_OTHER_INFO,,药品,candidate,candidate,pending_review,unreviewed,2494,2026-05-21T22:00:06,36,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DRUG_SUPPLY_GUARANTEE,DRUG_USER.DRUG_SUPPLY_GUARANTEE,药品供应保障监测数据,药品,candidate,candidate,pending_review,unreviewed,0,2025-04-01T22:00:10,27,ID,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DRUG_YPID,DRUG_USER.DRUG_YPID,药品ID临时表,药品,candidate,candidate,pending_review,unreviewed,1411,2025-07-17T22:00:03,6,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,DS_EXCLOUD_DRUG,DRUG_USER.DS_EXCLOUD_DRUG,,药品,candidate,candidate,pending_review,unreviewed,303,2026-06-18T22:00:10,1,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,GJZXBZDW,DRUG_USER.GJZXBZDW,,药品,candidate,candidate,pending_review,unreviewed,3485,2026-07-02T22:00:11,4,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,INIT_ACCOUNT_LOG,DRUG_USER.INIT_ACCOUNT_LOG,,药品,excluded,excluded,excluded,unreviewed,13,2025-07-09T22:01:18,13,ID,present,0,日志类表，23 已确认第一版排除
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,INP_ORDER_EXECDATA,DRUG_USER.INP_ORDER_EXECDATA,,医嘱,execution_fact,included,active,approved,53550000,2026-03-10T22:03:02,39,,missing,0,住院用药/医嘱执行事实，23/25 已样本验证
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,INP_PATIENT_LOG,DRUG_USER.INP_PATIENT_LOG,,药品,excluded,excluded,excluded,unreviewed,157701,2026-05-25T22:02:11,15,,missing,0,日志类表，23 已确认第一版排除
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_ADJUST_PRICE_DETAIL,DRUG_USER.MED_ADJUST_PRICE_DETAIL,调价明细表,费用,candidate,candidate,pending_review,unreviewed,784,2026-07-01T22:03:14,22,RECORD_ID,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_ADJUST_PRICE_LIST,DRUG_USER.MED_ADJUST_PRICE_LIST,调价盈亏记录表,费用,candidate,candidate,pending_review,unreviewed,1693,2026-05-15T22:01:37,27,RECORD_NO,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_ADJUST_PRICE_MASTER,DRUG_USER.MED_ADJUST_PRICE_MASTER,调价主表,费用,candidate,candidate,pending_review,unreviewed,442,2026-06-30T22:03:15,21,ADJUST_BILLNO,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_CARE_DETAIL,DRUG_USER.MED_CARE_DETAIL,药品养护记录明细表,药品,candidate,candidate,pending_review,unreviewed,0,2025-04-01T22:00:10,18,RECORD_NO,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_CARE_MASTER,DRUG_USER.MED_CARE_MASTER,药品养护记录主表,药品,candidate,candidate,pending_review,unreviewed,0,2025-04-01T22:00:10,9,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_CHECK_DETAIL,DRUG_USER.MED_CHECK_DETAIL,盘点明细表,药品,candidate,candidate,pending_review,unreviewed,28540,2026-06-30T22:03:07,36,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_CHECK_DETAIL_2025-9-1,DRUG_USER.MED_CHECK_DETAIL_2025-9-1,盘点明细表,药品,candidate,candidate,pending_review,unreviewed,5274,2025-09-01T22:00:03,37,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_CHECK_DETAIL_copy1,DRUG_USER.MED_CHECK_DETAIL_copy1,盘点明细表,药品,excluded,excluded,excluded,unreviewed,5274,2025-08-29T22:00:08,36,,missing,0,临时/备份/测试表，第一版排除
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_CHECK_MASTER,DRUG_USER.MED_CHECK_MASTER,盘点主表,药品,candidate,candidate,pending_review,unreviewed,37,2026-06-30T22:01:53,24,CHECK_NO,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_CODE_GENERATE_RULE,DRUG_USER.MED_CODE_GENERATE_RULE,单号生成规则表,药品,candidate,candidate,pending_review,unreviewed,0,2025-04-01T22:00:11,19,ID,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_CODE_MASTER,DRUG_USER.MED_CODE_MASTER,单号主表,药品,candidate,candidate,pending_review,unreviewed,0,2025-04-01T22:00:11,15,ID,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_DETAIL_STORAGE,DRUG_USER.MED_DETAIL_STORAGE,药品结存记录,药品,candidate,candidate,pending_review,unreviewed,96569,2026-06-17T22:02:00,25,,missing,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_DICT_BASEINFO,DRUG_USER.MED_DICT_BASEINFO,药品目录表,药品,candidate,candidate,pending_review,unreviewed,6040,2026-07-02T22:01:52,102,DRUG_CODE,present,0,ready_his 活库快速分类，待人工复核
HIS_SOURCE,his_ready_10_10_10_15,10.10.10.15:1521/his,DRUG_USER,DRUG_USER,DRUG_USER,MED_DICT_BASEINFO_RECORD,DRUG_USER.MED_DICT_BASEINFO_RECORD,药品修改记录表,药品,candidate,candidate,pending_review,unreviewed,1484,2026-05-19T22:01:55,17,,missing,0,ready_his 活库快速分类，待人工复核
