系统,库名,表名,字段名,字段含义,字段类型,是否关键字段,建议质量规则,优先级,是否本轮分析,是否后续分析
HIS_SOURCE,his_ready_10_10_10_15,ORDADM.VITAL_SIGNS_REC,VITAL_CODE,项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,ORDADM.VITAL_SIGNS_REC,WARD_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,ORDADM.hp_appointment,SCHEDULE_ITEM_CODE,排班项唯一ID,NVARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,ORDADM.hp_appointment,NOON_CODE,预约午别,NVARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,ORDADM.hp_appointment,PATIENT_ID,预约就诊人中间件ID,NVARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,ORDADM.hp_appointment,REGTYPE,需要人工确认,NVARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,ORDADM.hp_appointment,PROJECTTYPE,需要人工确认,NVARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,ORDADM.hp_appointment,CHARGE_TYPE_NO,需要人工确认,NVARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,ORDADM.hp_appointment,IDCARDTYPE,需要人工确认,NVARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,ORDADM.hp_appointment,PRODUCTTYPE,需要人工确认,NVARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.APPOINTINFOVIEW,STATUS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_APPOINTS,PATIENT_ID,病人标识号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_APPOINTS,MODE_CODE,预约模式,CHAR,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_APPOINTS,CHARGE_TYPE,费别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_APPOINTS,INSURANCE_TYPE,保险类型,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_APPOINTS_SIGN,PATIENT_ID,病人标识号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_BILL_ITEMS,PATIENT_ID,病人ID,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_BILL_ITEMS,ITEM_NO,费用序号,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_BILL_ITEMS,ITEM_CODE,费用代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_BILL_ITEMS,INSUR_CODE,医保项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_INDEX,INPUT_CODE,输入码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_INDEX_HSJC,INPUT_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER,PATIENT_ID,病人标识号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER,CHARGE_TYPE,费别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER,INSURANCE_TYPE,医保类别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER,REGISTRATION_STATUS,挂号状态,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER,MODE_CODE,挂号模式 A 医保，B 自费,CHAR,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER,PAT_TYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER,INSUR_CODE,医保项目编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER,MED_TYPE,drg医疗统筹类别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER,INSUTYPE,drg险种类型,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER,REGISTTYPE,医保挂号类型 1:普通、便民、义诊号、优抚、核酸检测 4:专家号副、专家副 5:知名、专家主 6:急诊号 7:留观,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER,APPCODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER_BK,PATIENT_ID,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER_BK,CHARGE_TYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER_BK,INSURANCE_TYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER_BK,REGISTRATION_STATUS,需要人工确认,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER_BK,MODE_CODE,需要人工确认,CHAR,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER_BK,PAT_TYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER_BK,INSUR_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER_BK,MED_TYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER_BK,INSUTYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER_BK,REGISTTYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_MASTER_REFERRAL,PATIENT_ID,病人标识号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_PAYMENTS_MONEY,MONEY_TYPE,金额类型,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_PRICE,CHARGE_TYPE,费别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_RETURNED_ACCT,PATIENT_ID,病人标识,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.CLINIC_RETURNED_ACCT_BK,PATIENT_ID,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.FEVER_STATE,PATIENT_ID,病人ID,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.MR_REQUEST_QUEUE,PATIENT_ID,病人标识号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.MR_REQUEST_QUEUE_BACKUP,PATIENT_ID,病人标识号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_COUNSELED_CLIPAT,PATIENT_ID,病人Id,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_COUNSELED_CLIPAT,ROOM_CODE,诊室编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_COUNSELED_EXAMPAT,EXAM_NO,申请号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_COUNSELED_EXAMPAT,PATIENT_ID,病人ID,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_COUNSELED_EXAMPAT,ROOM_CODE,诊室编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_COUNSEL_DEPT,DEPT_CODE,科室编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_COUNSEL_DOCTOR,ROOM_CODE,诊室,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_COUNSEL_PATIENT_SOURCE,PATIENT_ID,病人ID,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_COUNSEL_PATIENT_SOURCE,CHARGE_TYPE,费别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_COUNSEL_PATIENT_SOURCE,STATUS,状态,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_COUNSEL_REQUEST_INFO,REQUEST_TYPE,信息类型,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_QUEUE_DICT,DEPT_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.OUTP_QUEUE_SEQUENCE,QUEUE_CODE,队列编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.REGIST_ACCT_DETAIL,TALLY_FEE_CLASS,费用帐目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.REGIST_ACCT_MONEY,MONEY_TYPE,金额类别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.REGIST_REPRINT_LOG,PATIENT_ID,病人ID,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPADM.SPECIAL_REGIST_PRICE,CHARGE_TYPE,费别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.CHARGE_REDUCE_DETAIL,RCPT_NO,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.CHARGE_REDUCE_DETAIL,ITEM_NO,需要人工确认,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.CHARGE_REDUCE_MASTER,RCPT_NO,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.CHARGE_REDUCE_MASTER,PATIENT_ID,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.CHARGE_REDUCE_MASTER,VISIT_ID,需要人工确认,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.CHARGE_REDUCE_MASTER,CHARGE_TYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.EINV_COMM_DATA,TYPE_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.EINV_COMM_DATA,ITEM_NO,需要人工确认,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.EINV_COMM_DATA,HIS_DICT_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.EINV_COMM_DATA,EINV_DICT_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.EINV_RCPT_MASTER,PATIENT_ID,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.EINV_RCPT_MASTER,VISIT_ID,需要人工确认,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.EINV_RCPT_MASTER,RCPT_NO,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.EINV_RCPT_MASTER,TRANSACT_TYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_ACCT_DETAIL,TALLY_FEE_CLASS,费用帐目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_ACCT_MONEY,MONEY_TYPE,金额类别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS,RCPT_NO,收据号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS,ITEM_NO,序号,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS,ITEM_CLASS,价表项目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS,ITEM_CODE,项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS,CLASS_ON_RECKONING,核算科目,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS,SUBJ_CODE,会计科目,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS,ORDER_NO,处方组号,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS,CWTJ_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS,OPER_CODE,识别码，用于退费时识别医嘱计费表并写退费标志-20170303蔡和思,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS,INSUR_CODE,医院项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS,BARCODE,高值耗材条码号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BACK,RCPT_NO,收据号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BACK,ITEM_NO,序号,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BACK,ITEM_CLASS,价表项目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BACK,ITEM_CODE,项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BACK,ORDER_NO,需要人工确认,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BK,RCPT_NO,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BK,ITEM_NO,需要人工确认,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BK,ITEM_CLASS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BK,ITEM_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BK,CLASS_ON_RECKONING,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BK,SUBJ_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BK,ORDER_NO,需要人工确认,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BK,CWTJ_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BK,OPER_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_BK,INSUR_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_HRP,RCPT_NO,outp_bill_items.rcpt_No,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_HRP,ITEM_NO,outp_bill_items.item_no,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_HRP,BARCODE,HRP条码号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_TEMP,RCPT_NO,收据号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_TEMP,ITEM_NO,序号,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_TEMP,ITEM_CLASS,价表项目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_TEMP,ITEM_CODE,项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_TEMP,CLASS_ON_RECKONING,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_BILL_ITEMS_TEMP,SUBJ_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_CARD_RCPT_MASTER,RCPT_NO,收据号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_CARD_RCPT_MASTER,PATIENT_ID,病人标识号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,OUTPBILL.OUTP_CARD_RCPT_MASTER,CHARGE_TYPE,费别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
