系统,库名,表名,字段名,字段含义,字段类型,是否关键字段,建议质量规则,优先级,是否本轮分析,是否后续分析
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_BASEINFO,FIN_CODE,会计账类别（会计科目）,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_BASEINFO,FEE_CODE,费用类别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_BASEINFO,DRUG_CLASS,药品目录,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_BASEINFO,DOSE_MODEL_CODE,剂型,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_BASEINFO,ANTI_CLASS,抗生素分类（字典项）,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_BASEINFO,CASE_CLASS,病案分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_BASEINFO,IN_HOSPITAL_CLASS,住院收据费用分类：西药费、成药费、草药费（作用于发票）,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_BASEINFO,OUT_HOSPITAL_CLASS,门诊收据费用分类：西药费、成药费、草药费（作用于发票),VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_PRICE,DRUG_CODE,med_dict_base的code，用来区分一个药品,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_PRICE,FACTORY_CODE,生产单位编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_PRICE,BAR_CODE,条形码，或者是商品二维码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_PRICE,GB_CODE,国标码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.6.30MED_DICT_PRICE,INSUR_CODE,医保编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DATAPRESCRIPTIONDETAIL_DATA,STATUS,需要人工确认,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DATAPRESCRIPTION_DATA,PAYMENTTYPE,处方缴费类型,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DATAPRESCRIPTION_DATA,PAYMENTSTATUS,缴费状态,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DATAPRESCRIPTION_DATA,PROCESSSTATUS,内部处理状态,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DOCK_CALL_LOG,STATUS,状态 0成功 -1失败,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DOCK_CALL_LOG,UPLOAD_TYPE,上传类型 1门诊 2住院,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DOCK_CALL_LOG,MDT_SETL_TYPE,医保结算标志 1医保结算 2自费结算,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DOCUMENT_UPLOAD_RECORD,BUSINESS_TYPE,业务类型,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DOCUMENT_UPLOAD_RECORD,STATUS,状态：0-未上传，1-已上传,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_EXPORT_DETAIL,ITEM_NO,项目序号,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_EXPORT_DETAIL,DRUG_CODE,药品代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_EXPORT_MASTER,EXPORT_CLASS,出库类别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_IMPORT_DETAIL,ITEM_NO,项目序号,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_IMPORT_DETAIL,DRUG_CODE,药品代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_IMPORT_DETAIL,DRG_STATUS,drg上传标志0未传 1传了,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_IMPORT_MASTER,IMPORT_CLASS,入库类别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_IMPORT_MASTER,DRG_STATUS,drg上传标志0未传 1上传,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_SUPPLY_GUARANTEE,ORG_CODE,组织机构代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_SUPPLY_GUARANTEE,HOS_CODE,医疗机构代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_SUPPLY_GUARANTEE,HOS_DRUG_CODE,院内药品唯一码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_YPID,YP_CODE,药品代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DRUG_YPID,DRUG_CODE,药品Code,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.DS_EXCLOUD_DRUG,DRUG_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.GJZXBZDW,DRUG_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INIT_ACCOUNT_LOG,STORE_CODE,药房、药库库房识别码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INP_ORDER_EXECDATA,ORDER_NO,医嘱号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INP_ORDER_EXECDATA,ORDER_SUB_NO,医嘱子序号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INP_ORDER_EXECDATA,PATIENT_ID,患者ID,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INP_ORDER_EXECDATA,VISIT_ID,住院次数,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INP_ORDER_EXECDATA,DOSE_MODEL_CODE,剂型编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INP_ORDER_EXECDATA,SPELL_CODE,药品拼音码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INP_ORDER_EXECDATA,DRUG_CODE,药品编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INP_ORDER_EXECDATA,PHA_CODE,药房编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INP_PATIENT_LOG,PATIENT_ID,患者ID,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INP_PATIENT_LOG,VISIT_ID,住院次数,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.INP_PATIENT_LOG,CHARGE_TYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_ADJUST_PRICE_DETAIL,ORG_CODE,机构ID,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_ADJUST_PRICE_DETAIL,STORE_CODE,库房编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_ADJUST_PRICE_DETAIL,ADJUST_TYPE,调价方式,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_ADJUST_PRICE_LIST,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_ADJUST_PRICE_LIST,STORE_CODE,库房编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_ADJUST_PRICE_LIST,ADJUST_TYPE,调价类型,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_ADJUST_PRICE_MASTER,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_ADJUST_PRICE_MASTER,STORE_CODE,库房编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_ADJUST_PRICE_MASTER,ADJUST_TYPE,调价类型 1 立即生效 2 定时生效,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_ADJUST_PRICE_MASTER,OPERATOR_CODE,操作工号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CARE_DETAIL,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CARE_DETAIL,STORE_CODE,库房编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CARE_DETAIL,STORE_TYPE,库存性质,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CARE_MASTER,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CARE_MASTER,STORE_CODE,库房编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CHECK_DETAIL,ORG_CODE,机构代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CHECK_DETAIL,STORE_CODE,库房编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CHECK_DETAIL,STORE_TYPE,库存类型,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CHECK_DETAIL_2025-9-1,ORG_CODE,机构代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CHECK_DETAIL_2025-9-1,STORE_CODE,库房编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CHECK_DETAIL_2025-9-1,STORE_TYPE,库存类型,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CHECK_DETAIL_copy1,ORG_CODE,机构代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CHECK_DETAIL_copy1,STORE_CODE,库房编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CHECK_DETAIL_copy1,STORE_TYPE,库存类型,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CHECK_MASTER,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CHECK_MASTER,DRUG_TYPE,药品类别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CODE_GENERATE_RULE,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CODE_GENERATE_RULE,CODE_TYPE,出入库类型编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CODE_GENERATE_RULE,CODE_PREFIX,出入库单号前缀,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CODE_GENERATE_RULE,FIXED_CODE,固定编码 位于前缀后面（出入库类型大写）,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CODE_GENERATE_RULE,CODE_BEGIN_RULE,日期重置规则 1-每天从1开始 2-每月从1开始 3-每年从1开始,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CODE_GENERATE_RULE,CODE_LENGTH,单号长度,NUMBER,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CODE_MASTER,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CODE_MASTER,CODE_TYPE,出入库类型,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_CODE_MASTER,CODE_NO,单号序号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DETAIL_STORAGE,STORE_CODE,库房识别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DETAIL_STORAGE,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DETAIL_STORAGE,IN_OUT_TYPE,出入库标识 in 入库 out 出库,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,DRUG_CODE,药品编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,SPELL_CODE,药品名拼音简码（--取老系统化学名）,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,WB_CODE,药品名五笔简码（--取老系统化学名）,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,DRUG_TYPE,药品类别1.西药，2.中成药，3.草药,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,PHY_CLASS,药理分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,FIN_CODE,会计账类别（会计科目）,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,FEE_CODE,费用类别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,DRUG_CLASS,药品目录,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,DOSE_MODEL_CODE,剂型,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,ANTI_CLASS,抗生素分类（字典项）,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,CASE_CLASS,病案分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,IN_HOSPITAL_CLASS,住院收据费用分类：西药费、成药费、草药费（作用于发票）,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_BASEINFO,OUT_HOSPITAL_CLASS,门诊收据费用分类：西药费、成药费、草药费（作用于发票),VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_DEPT,STORE_CODE,药房编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_DEPT,SPELL_CODE,拼音码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_DEPT,DEPT_CODE,科室编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_DEPT,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_DEPT,PACKAGE_TYPE,1 门诊 2 住院  3 未选择,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY,SPELL_CODE,拼音简码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY,WB_CODE,五笔编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY,FACTORY_CODE,厂家编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY,TAXCODE,税号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY,ISRECEIPTTYPE,是否一般纳税人1-是；0-否,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY_copy1,SPELL_CODE,拼音简码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY_copy1,WB_CODE,五笔编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY_copy1,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY_copy1,FACTORY_CODE,厂家编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY_copy1,TAXCODE,税号,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_FACTORY_copy1,ISRECEIPTTYPE,是否一般纳税人1-是；0-否,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_INTYPE,SPELL_CODE,拼音码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_INTYPE,WB_CODE,五笔码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER.MED_DICT_LOC,ORG_CODE,机构编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
