系统,库名,Schema,表名,表中文名,业务域,时间字段,字段类型,是否推荐业务时间,推荐依据
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_STORGE,药品追溯码库存表,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_STORGE,药品追溯码库存表,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_STORGE,药品追溯码库存表,药品,CREATE_TIME,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_STORGE_copy1,药品追溯码库存表,药品,EXPIRE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_STORGE_copy1,药品追溯码库存表,药品,PRODUCT_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_STORGE_copy1,药品追溯码库存表,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_STORGE_copy1,药品追溯码库存表,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_STORGE_copy1,药品追溯码库存表,药品,CREATE_TIME,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MESSAGE_CENTER,PDA消息提醒,药品,MSG_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,OPS_PRESC_DATA,,处方,PRESC_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,OPS_PRESC_DATA,,处方,ADMISSION_DATE_TIME,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,OPS_PRESC_DATA,,处方,DEPT_ADMISSION_TO,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,OPS_PRESC_DATA,,处方,DISCHARGE_DATE_TIME,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,OPS_PRESC_DATA,,处方,DEPT_DISCHARGE_FROM,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_ALLOCAT_MASTER,药房调拨主表,药品,REQUEST_NO,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_ALLOCAT_MASTER,药房调拨主表,药品,REQUEST_PHA,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_ALLOCAT_MASTER,药房调拨主表,药品,REUEST_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_ALLOCAT_MASTER,药房调拨主表,药品,OUT_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_ALLOCAT_MASTER,药房调拨主表,药品,IN_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_ALOOCAT_DETAIL,药房调拨明细表,药品,REQUEST_NO,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_ALOOCAT_DETAIL,药房调拨明细表,药品,DRUG_QUANTITY,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_ALOOCAT_DETAIL,药房调拨明细表,药品,REQUEST_PACKAGE,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_ALOOCAT_DETAIL,药房调拨明细表,药品,REQUEST_SPECS,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_ALOOCAT_DETAIL,药房调拨明细表,药品,REQUEST_UNIT,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_BALANCE,药房价格差额表（平账表）,药品,BALANCE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_BALANCE,药房价格差额表（平账表）,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_BALANCE,药房价格差额表（平账表）,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_BALANCE,药房价格差额表（平账表）,药品,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_BALANCE,药房价格差额表（平账表）,药品,MODIFY_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_DETAIL,药房盘点明细表,药品,PRODUCT_DATE,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_DETAIL,药房盘点明细表,药品,EXPIRE_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_DETAIL,药房盘点明细表,药品,START_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_DETAIL,药房盘点明细表,药品,REAL_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_DETAIL,药房盘点明细表,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_DETAIL_copy1,药房盘点明细表,药品,PRODUCT_DATE,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_DETAIL_copy1,药房盘点明细表,药品,EXPIRE_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_DETAIL_copy1,药房盘点明细表,药品,START_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_DETAIL_copy1,药房盘点明细表,药品,REAL_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_DETAIL_copy1,药房盘点明细表,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_MASTER,药房盘点主表,药品,CHECK_DATE,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_MASTER,药房盘点主表,药品,FINISH_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_MASTER,药房盘点主表,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_MASTER,药房盘点主表,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_MASTER,药房盘点主表,药品,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CLI_REQUEST_DRUG,门诊发药申请表,门诊就诊,REQUEST_NO,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CLI_REQUEST_DRUG,门诊发药申请表,门诊就诊,PAT_BIRTHDAY,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CLI_REQUEST_DRUG,门诊发药申请表,门诊就诊,PRESC_CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CLI_REQUEST_DRUG,门诊发药申请表,门诊就诊,FEE_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CLI_REQUEST_DRUG,门诊发药申请表,门诊就诊,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_DETAIL_STORAGE,药房库存结存信息,药品,EXPIRE_DATE,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_DETAIL_STORAGE,药房库存结存信息,药品,INOUT_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_DETAIL_STORAGE,药房库存结存信息,药品,PRODUCT_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_DETAIL_STORAGE,药房库存结存信息,药品,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_DICT_MEDINFO,药品字典药房药品,药品,CREATE_USER_ID,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_DICT_MEDINFO,药品字典药房药品,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_DICT_MEDINFO,药品字典药房药品,药品,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_DICT_MEDINFO,药品字典药房药品,药品,MODIFY_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_DICT_MEDINFO,药品字典药房药品,药品,MODIFY_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FALSE_STORAGE,药房库存信息,药品,REQ_PRI,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FALSE_STORAGE,药房库存信息,药品,REQ_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_DAYSETTLE,财务月结主表,药品,SETTLE_DAY,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_DAYSETTLE,财务月结主表,药品,START_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_DAYSETTLE,财务月结主表,药品,END_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_DAYSETTLE,财务月结主表,药品,SETTLE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHDETAIL,财务月结明细表,药品,CREATE_USER_ID,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHDETAIL,财务月结明细表,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHDETAIL,财务月结明细表,药品,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHDETAIL,财务月结明细表,药品,MODIFY_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHDETAIL,财务月结明细表,药品,MODIFY_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHDETAIL_copy1,财务月结明细表,药品,CREATE_USER_ID,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHDETAIL_copy1,财务月结明细表,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHDETAIL_copy1,财务月结明细表,药品,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHDETAIL_copy1,财务月结明细表,药品,MODIFY_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHDETAIL_copy1,财务月结明细表,药品,MODIFY_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHSETTLE,财务月结主表,药品,START_TIME,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHSETTLE,财务月结主表,药品,END_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHSETTLE,财务月结主表,药品,SETTLE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHSETTLE,财务月结主表,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHSETTLE,财务月结主表,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHSETTLE_copy1,财务月结主表,药品,START_TIME,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHSETTLE_copy1,财务月结主表,药品,END_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHSETTLE_copy1,财务月结主表,药品,SETTLE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHSETTLE_copy1,财务月结主表,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHSETTLE_copy1,财务月结主表,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INIT_ACCOUNT,药房初始化建账表,药品,PRODUCT_DATE,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INIT_ACCOUNT,药房初始化建账表,药品,EXPIRE_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INIT_ACCOUNT,药房初始化建账表,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INIT_ACCOUNT,药房初始化建账表,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INIT_ACCOUNT,药房初始化建账表,药品,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INIT_ACCOUNT_copy1,药房初始化建账表,药品,PRODUCT_DATE,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INIT_ACCOUNT_copy1,药房初始化建账表,药品,EXPIRE_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INIT_ACCOUNT_copy1,药房初始化建账表,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INIT_ACCOUNT_copy1,药房初始化建账表,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INIT_ACCOUNT_copy1,药房初始化建账表,药品,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_DISPDETAIL,住院发药明细,住院就诊,PRODUCT_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_DISPDETAIL,住院发药明细,住院就诊,EXPIRE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_DISPDETAIL,住院发药明细,住院就诊,CHECK_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_DISPDETAIL,住院发药明细,住院就诊,EXCUTE_DEPT,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_DISPDETAIL,住院发药明细,住院就诊,FEE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_DISPMASTER,药房发药住院记录主表,住院就诊,DISP_DATE,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_DISPMASTER,药房发药住院记录主表,住院就诊,DISP_BEGIN,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_DISPMASTER,药房发药住院记录主表,住院就诊,DISP_END,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_DISPMASTER,药房发药住院记录主表,住院就诊,CHECK_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_DISPMASTER,药房发药住院记录主表,住院就诊,REQUEST_NO,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_REQUEST_DRUG,住院发药申请,住院就诊,EXEC_SQN,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_REQUEST_DRUG,住院发药申请,住院就诊,DISP_DATE,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_REQUEST_DRUG,住院发药申请,住院就诊,DISP_EXECUTE_TIME,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_REQUEST_DRUG,住院发药申请,住院就诊,REQUEST_OPER,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_REQUEST_DRUG,住院发药申请,住院就诊,REQUEST_OPER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_REQUEST_DRUG_DISPDATE,,住院就诊,PREFORM_DATETIME_LIST,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_REQUEST_DRUG_DISPDATE,,住院就诊,PREFORM_MIN_DATETIME,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_REQUEST_DRUG_DISPDATE,,住院就诊,PREFORM_MAX_DATETIME,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_REQUEST_DRUG_DISPDATE,,住院就诊,DISP_DATE,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INP_REQUEST_DRUG_DISPDATE,,住院就诊,REQUEST_NO,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_MEDICAL_ADVICE_REVIEW,,药品,EXEC_SQN,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_MEDICAL_ADVICE_REVIEW,,药品,DISP_DATE,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_MEDICAL_ADVICE_REVIEW,,药品,REQUEST_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_MEDICAL_ADVICE_REVIEW,,药品,LONG_ORDER_LAST_DATE,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_MEDICAL_ADVICE_REVIEW,,药品,PRESC_CREATE_TIME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_SPECIAL_DRUG_REVIEW,特殊药品审核记录表,药品,CREATE_TIME,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_SPECIAL_DRUG_REVIEW,特殊药品审核记录表,药品,SEND_QUANTITY,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_SPECIAL_DRUG_REVIEW,特殊药品审核记录表,药品,REVIEWER_CODE,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_SPECIAL_DRUG_REVIEW,特殊药品审核记录表,药品,REVIEWER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_SPECIAL_DRUG_REVIEW,特殊药品审核记录表,药品,PAT_BIRTHDAY,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE,药房库存信息,药品,EXPIRE_DATE,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE,药房库存信息,药品,PRODUCT_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE,药房库存信息,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE,药房库存信息,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE,药房库存信息,药品,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_DAY,药房库存日结信息,药品,EXPIRE_DATE,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_DAY,药房库存日结信息,药品,PRODUCT_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_DAY,药房库存日结信息,药品,STORE_TYPE,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_DAY,药房库存日结信息,药品,DAY_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_DAY,药房库存日结信息,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy1,药房库存信息,药品,EXPIRE_DATE,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy1,药房库存信息,药品,PRODUCT_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy1,药房库存信息,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy1,药房库存信息,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy1,药房库存信息,药品,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy2,药房库存信息,药品,EXPIRE_DATE,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy2,药房库存信息,药品,PRODUCT_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy2,药房库存信息,药品,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy2,药房库存信息,药品,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy2,药房库存信息,药品,CREATE_TIME,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_VISIT_DISPDETAIL,门诊发药申请详情?,门诊就诊,PRODUCT_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_VISIT_DISPDETAIL,门诊发药申请详情?,门诊就诊,EXPIRE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_VISIT_DISPDETAIL,门诊发药申请详情?,门诊就诊,DIS_DATE,TIMESTAMP(6),否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_VISIT_DISPDETAIL,门诊发药申请详情?,门诊就诊,CREATE_USER_ID,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_VISIT_DISPDETAIL,门诊发药申请详情?,门诊就诊,CREATE_USER_NAME,VARCHAR2,否,字段名/备注命中时间语义
