系统,库名,Schema,表名,表中文名,业务域,时间字段,字段类型,是否推荐业务时间,推荐依据
HIS_SOURCE,his_ready_10_10_10_15,COMM,APPLICATIONS_PARA,,标准映射表,LASTUPLOADTIME,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,APPLICATIONS_PARA,,标准映射表,UPLOAD_DATE_TIME,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,AREA_DICT,行政区字典,标准映射表,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,AREA_DICT_20201111,行政区字典,标准映射表,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,AREA_DICT_20201126,行政区字典,标准映射表,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,BILL_PATTERN_DETAIL,费用模板明细记录,费用收费,PERFORMED_BY,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,BILL_PATTERN_DETAIL,费用模板明细记录,费用收费,CREATE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,BILL_PATTERN_DETAIL,费用模板明细记录,费用收费,OPERATOR,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,BILL_PATTERN_DETAIL,费用模板明细记录,费用收费,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,BILL_PATTERN_MASTER,费用模板主记录,费用收费,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,BILL_PATTERN_MASTER,费用模板主记录,费用收费,OPERATOR,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,BILL_PATTERN_MASTER,费用模板主记录,费用收费,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,BILL_PATTERN_MASTER_copy1,费用模板主记录,费用收费,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,BILL_PATTERN_MASTER_copy1,费用模板主记录,费用收费,OPERATOR,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,BILL_PATTERN_MASTER_copy1,费用模板主记录,费用收费,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CEQ$STAFF_DICT,,人员字典,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CHARGE_SPECIAL_ITEM_DICT,收费特殊项目字典,费用收费,OPERATOR,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CHARGE_SPECIAL_ITEM_DICT,收费特殊项目字典,费用收费,CREATE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CHARGE_SPECIAL_ITEM_DICT,收费特殊项目字典,费用收费,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLIENT_INSTALLATION,计算机站点,标准映射表,REG_TIME,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLIENT_INSTALLATION_LOG,,标准映射表,REG_TIME,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLIENT_INSTALLATION_LOG,,标准映射表,LOG_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT,临床诊疗项目字典,项目字典,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT,临床诊疗项目字典,项目字典,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT,临床诊疗项目字典,项目字典,MODIFY_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT,临床诊疗项目字典,项目字典,MODIFY_OPERATOR,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT_20250630,,项目字典,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT_20250630,,项目字典,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT_20250630,,项目字典,MODIFY_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT_20260131,临床诊疗项目字典,项目字典,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT_20260131,临床诊疗项目字典,项目字典,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT_20260131,临床诊疗项目字典,项目字典,MODIFY_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT_20260131,临床诊疗项目字典,项目字典,MODIFY_OPERATOR,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT_20260331,临床诊疗项目字典,项目字典,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT_20260331,临床诊疗项目字典,项目字典,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT_20260331,临床诊疗项目字典,项目字典,MODIFY_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_ITEM_DICT_20260331,临床诊疗项目字典,项目字典,MODIFY_OPERATOR,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_OPER_LOG,临床诊疗项目操作日志表,手术,OPER_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_VS_CHARGE,临床诊疗项目与价表项目对照表,费用收费,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_VS_CHARGE_20250630,,费用收费,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_VS_CHARGE_20260131,临床诊疗项目与价表项目对照表,费用收费,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_VS_CHARGE_20260331,临床诊疗项目与价表项目对照表,费用收费,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,COST_CYCLE_DICT,,费用收费,BEGIN_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,COST_CYCLE_DICT,,费用收费,END_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DATAWINDOW_UI_CONTROL,,标准映射表,ENTER_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DATA_ASK_STRU,组合查询临时条件选择控制表,标准映射表,DATE_CONDITION1,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DATA_ASK_STRU,组合查询临时条件选择控制表,标准映射表,DATE_CONDITION2,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DATA_ASK_TABFMT,组合查询临时条件选择控制表,标准映射表,DATE_CONDITION1,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DATA_ASK_TABFMT,组合查询临时条件选择控制表,标准映射表,DATE_CONDITION2,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DATA_ASK_TABHDS,组合查询报表设计表头标识控制表,标准映射表,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DATA_ASK_TABHDS,组合查询报表设计表头标识控制表,标准映射表,MODI_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DEPT_DICT,科室字典,科室字典,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DIAGNOSIS_DICT,疾病字典,诊断,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DIAGNOSIS_DICT,疾病字典,诊断,CREATE_USER,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DIAGNOSIS_DICT_BK_20210209,,诊断,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DIAGNOSIS_DICT_BK_20210808,,诊断,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DIAGNOSIS_DICT_BK_20220822,,诊断,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DIAGNOSIS_DICT_CHINA,中医疾病字典,诊断,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DIAGNOSIS_DICT_CHINA,中医疾病字典,诊断,CREATE_USER,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DIAGNOSIS_DICT_TEMP,疾病字典,诊断,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DIAGNOSIS_DICT_TEMP,疾病字典,诊断,CREATE_USER,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DIAGNOSIS_JH,,诊断,DIAGNOSIS_DATE,TIMESTAMP(6),是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DICT_CXCONTENT,,标准映射表,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DISCHARGE_DISPOSITION_DICT,出院方式字典,住院就诊,DISCHARGE_DISPOSITION_CODE,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DISCHARGE_DISPOSITION_DICT,出院方式字典,住院就诊,DISCHARGE_DISPOSITION_NAME,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DOCTOR_EXPLAIN_DICT,,人员字典,ENTERED_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DOCTOR_MASTER_YB,医师记录_医保,医保结算,CSRQ,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DOCTOR_MASTER_YB,医师记录_医保,医保结算,BGXX,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DOCTOR_MASTER_YB,医师记录_医保,医保结算,BCXX,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_DICT,药品字典,药品,ENTERED_DATETIME,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_INFO,药品信息,药品,SKIN_TIME,NUMBER,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_PRICE_LIST,药品价格,药品,START_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_PRICE_LIST,药品价格,药品,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_PRICE_LIST,药品价格,药品,UPDATE_FLAG,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_PRICE_LIST,药品价格,药品,UPDATE_FLAG_SYB,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_PRICE_LIST,药品价格,药品,UPDATE_FLAG_NYSQ,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_PRICE_LIST_TJ,,药品,START_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_PRICE_LIST_TJ,,药品,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_PRICE_LIST_TJ,,药品,UPDATE_FLAG,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_PRICE_LIST_TJ,,药品,UPDATE_FLAG_SYB,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_PRICE_LIST_TJ,,药品,UPDATE_FLAG_NYSQ,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_SUPPLIER_CATALOG,药品供应商目录,药品,LICENCEISSUEDATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_SUPPLIER_CATALOG,药品供应商目录,药品,BUSILICEXP,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_SUPPLIER_CATALOG,药品供应商目录,药品,BUSILICCHECKDATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,DRUG_SUPPLIER_CATALOG,药品供应商目录,药品,QAEXPDATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_CLASS_DICT,检查类别字典,检查,OPERATOR,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_CLASS_DICT,检查类别字典,检查,CREATE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_CLASS_DICT,检查类别字典,检查,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_RPT_PATTERN,检查报告模版,检查,OPERATOR,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_RPT_PATTERN,检查报告模版,检查,CREATE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_RPT_PATTERN,检查报告模版,检查,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_RPT_PATTERN_20260131,检查报告模版,检查,OPERATOR,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_RPT_PATTERN_20260131,检查报告模版,检查,CREATE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_RPT_PATTERN_20260131,检查报告模版,检查,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_RPT_PATTERN_20260331,检查报告模版,检查,OPERATOR,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_RPT_PATTERN_20260331,检查报告模版,检查,CREATE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_RPT_PATTERN_20260331,检查报告模版,检查,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_SUBCLASS_DICT,检查子类字典,检查,OPERATOR,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_SUBCLASS_DICT,检查子类字典,检查,CREATE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXAM_SUBCLASS_DICT,检查子类字典,检查,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXP_PRICE_LIST,,费用收费,START_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXP_PRICE_LIST,,费用收费,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXP_PRICE_LIST,,费用收费,PERMIT_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXP_PRICE_LIST,,费用收费,REGISTER_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXP_PRICE_LIST,,费用收费,FDA_OR_CE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXP_SUPPLIER_CATALOG,,材料字典,LICENCE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXP_SUPPLIER_CATALOG,,材料字典,PERMIT_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXP_SUPPLIER_CATALOG,,材料字典,REGISTER_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXP_SUPPLIER_CATALOG,,材料字典,FDA_OR_CE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,EXP_SUPPLIER_CATALOG,,材料字典,OTHER_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,HSTF_MID_CLINIC_INCOME,,标准映射表,DBUSDATE,CHAR,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,INFECTIOUS_DIAGNOSIS_DICT,传染病、食源性疾病上报记录表,诊断,SAVE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_ITEM_CLASS_DICT,检验项目类别字典,检验,OPERATOR,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_ITEM_CLASS_DICT,检验项目类别字典,检验,CREATE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_ITEM_CLASS_DICT,检验项目类别字典,检验,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_LIST_RESULT_DICT,检验结果模板字典,检验,REPORT_ITEM_CODE,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_ORDER_VS_REPORT,检验申请项目与报告项目对照,医嘱,ORDER_ITEM_CODE,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_ORDER_VS_REPORT,检验申请项目与报告项目对照,医嘱,REPORT_ITEM_CODE,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_REPORT_VS_ORDER,检验报告项目与申请项目对照,医嘱,REPORT_ITEM_CODE,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_REPORT_VS_ORDER,检验报告项目与申请项目对照,医嘱,ITEM_CODE,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_SHEET_ITEMS,检查单项目定义,检查,OPERATOR,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_SHEET_ITEMS,检查单项目定义,检查,CREATE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_SHEET_ITEMS,检查单项目定义,检查,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_SHEET_MASTER,检查单定义,检查,OPERATOR,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_SHEET_MASTER,检查单定义,检查,CREATE_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,LAB_SHEET_MASTER,检查单定义,检查,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,MARITAL_STATUS_DICT,婚姻状况字典,标准映射表,STOP_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,MDC_DRUG_MATCH_RESULT,,药品,SMATCH_TIME,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,MDC_ROUTE_MATCH_RESULT,,检验,SMATCH_TIME,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,MR_BILL_CLASS_DICT,2011版病案首页费用分类字典,病历文书,CHRGTYPE_CODE,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,OFFICIAL_DRUG_CATALOG,公费用药目录,药品,ENTERED_DATETIME,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_DICT,手术操作字典,手术,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_DICT,手术操作字典,手术,CREATE_USER,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_DICT1204,手术操作字典,手术,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_DICT1204,手术操作字典,手术,CREATE_USER,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_DICT_BK_20210219,,手术,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_DICT_BK_20210808,,手术,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_DICT_NEW,新手术操作字典（按医生）,手术,CREATE_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_DICT_NEW,新手术操作字典（按医生）,手术,CREATE_USER,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_LOG,操作日志,手术,OPER_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,OUTER_CODING_CONFIG,输入法配置表,标准映射表,LAST_UPDT_DATE_TIME,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PERFORM_DEFAULT_SCHEDULE,医嘱执行缺省时间表,医嘱,FREQ_DESC,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PERFORM_DEFAULT_SCHEDULE,医嘱执行缺省时间表,医嘱,DEFAULT_SCHEDULE,VARCHAR2,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PERFORM_DEPT,价表项目执行科室,科室字典,PERFORMED_BY,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PERFORM_FREQ_DICT,医嘱执行频率字典,医嘱,FREQ_DESC,VARCHAR2,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST,价表,费用收费,START_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST,价表,费用收费,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST,价表,费用收费,ENTER_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST,价表,费用收费,UPDATE_FLAG,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST,价表,费用收费,UPDATE_FLAG_SYB,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_20250630,,费用收费,START_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_20250630,,费用收费,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_20250630,,费用收费,ENTER_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_20250630,,费用收费,UPDATE_FLAG,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_20250630,,费用收费,UPDATE_FLAG_SYB,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_20260121,,费用收费,START_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_20260121,,费用收费,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_20260121,,费用收费,ENTER_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_20260121,,费用收费,UPDATE_FLAG,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_20260121,,费用收费,UPDATE_FLAG_SYB,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_LOG,价表日志,费用收费,START_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_LOG,价表日志,费用收费,STOP_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_LOG,价表日志,费用收费,ENTER_DATE,DATE,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_LOG,价表日志,费用收费,UPDATE_FLAG,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_LOG,价表日志,费用收费,UPDATE_FLAG_SYB,NUMBER,否,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_X,,费用收费,START_DATE,DATE,是,字段名/备注命中时间语义
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_X,,费用收费,STOP_DATE,DATE,否,字段名/备注命中时间语义
