差异类型,系统,库名,Schema,表名,字段名,来源文件名称,文档内容,实际库内容,风险等级,建议处理,是否需要人工确认
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB09,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB10,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB11,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB12,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB13,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB14,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB15,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB16,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB17,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB18,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB19,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB20,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB21,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB22,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB23,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB24,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB25,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB26,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB27,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB28,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB29,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB30,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB31,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB32,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB33,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB02,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,FYLB01,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,BAIDENTITY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,CYTIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY,HIS_CHARGES,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,BANUM,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB03,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB04,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB05,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB06,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB07,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB08,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB09,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB10,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB11,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB12,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB13,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB14,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB15,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB16,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB17,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB18,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB19,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB20,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB21,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB22,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB23,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB24,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB25,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB26,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB27,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB28,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB29,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB30,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB02,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,FYLB01,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,BAIDENTITY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY1,CYTIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,BANUM,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,ZYCS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB03,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB04,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB05,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB06,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB07,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB08,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB09,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB10,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB11,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB12,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB13,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB14,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB15,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB16,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB17,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB18,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB19,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB20,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB21,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB22,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB23,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB24,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB25,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB26,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB27,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB28,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB29,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB30,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB02,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,FYLB01,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,BAIDENTITY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_OLD,CYTIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,BANUM,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB03,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB04,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB05,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB06,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB07,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB08,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB09,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB10,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB11,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB12,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB13,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB14,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,MEDREC,T_BNZYFY_SB,FYLB15,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
