差异类型,系统,库名,Schema,表名,字段名,来源文件名称,文档内容,实际库内容,风险等级,建议处理,是否需要人工确认
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_DM,DRUG_BASE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_DM,DRUG_GJBZ,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_DM,PASS_NO,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_DM,FIRM_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_DM,YB_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_DM,YB_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_DM,DRUG_FORM,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_DM,TOXI_PROPERTY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_DM,LIMIT_CLASS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_DM,TEST_FLAG,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_DM,GB_MIN_UNIT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,STORAGE_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,STORAGE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,DRUG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,DRUG_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,DRUG_ALIAS_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,DRUG_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,PACKAGE_UNITS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,QUANTITY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,PURCHASE_PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,RETAIL_PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,INPUT_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,INPUT_CODE_WB,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,DRUG_INDICATOR,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,DOSE_PER_UNIT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,DOSE_UNITS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,PRICE_CLASS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,YB_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,YB_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,NH,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,DRUG_BASE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,DRUG_GJBZ,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,FIRM_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,PACKAGE_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,DRUG_FORM,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,LIMIT_CLASS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,ONLY_DRUG_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,BATCHNO,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,TOXI_PROPERTY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE,SUB_PACKAGE_1,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,STORAGE_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,STORAGE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,DRUG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,DRUG_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,DRUG_ALIAS_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,DRUG_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,PACKAGE_UNITS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,QUANTITY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,PURCHASE_PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,RETAIL_PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,INPUT_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,INPUT_CODE_WB,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,DRUG_INDICATOR,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,DOSE_PER_UNIT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,DOSE_UNITS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,PRICE_CLASS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,YB_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_LISTS_FOR_PRE_BAK,NH,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,STORAGE_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,STORAGE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,DRUG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,DRUG_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,DRUG_ALIAS_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,DRUG_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,PACKAGE_UNITS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,QUANTITY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,PURCHASE_PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,RETAIL_PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,INPUT_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,INPUT_CODE_WB,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,DRUG_INDICATOR,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,DOSE_PER_UNIT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_DRUG_OPER,DOSE_UNITS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,ITEM_CLASS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,ITEM_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,ITEM_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,ITEM_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,UNITS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,PREFER_PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,FOREIGNER_PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,PERFORMED_BY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,INPUT_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,INPUT_CODE_WB,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,DEPT_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,COUNTRY_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST,PROVINCE_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,ITEM_CLASS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,ITEM_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,ITEM_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,ITEM_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,UNITS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,PREFER_PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,FOREIGNER_PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,PERFORMED_BY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,INPUT_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,INPUT_CODE_WB,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,DEPT_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,COUNTRY_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_01,PROVINCE_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,COMM,INPUT_NODRUG_LIST_BAK,ITEM_CLASS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
